battery_id,a_100,a_150,a_200,d1_100,d1_150,d1_200,d2_100,d2_150,d2_200,R100_100,R100_150,R100_200,R200_100,R200_150,R200_200,A_100,A_150,A_200,eol_cycle_100,eol_cycle_150,eol_cycle_200,a_relative_change_100_200,a_relative_change_150_200,d1_relative_change_100_200,d1_relative_change_150_200,d2_relative_change_100_200,d2_relative_change_150_200,R100_relative_change_100_200,R100_relative_change_150_200,R200_relative_change_100_200,R200_relative_change_150_200,A_relative_change_100_200,A_relative_change_150_200,eol_cycle_relative_change_100_200,eol_cycle_relative_change_150_200
18,0.9997793064196266,0.9998629728473617,0.9998176842115165,5.185630803011876e-24,4.431810158300606e-15,8.856863358447234e-11,0.0010501731174848263,0.0013109540164635465,0.0012607912663639372,0.0021003462349696526,0.0026219080329315247,0.0025215826212965082,0.004200692469939305,0.005243816065858618,0.005043165154024382,0.0021003462349696526,0.002621908032927093,0.0025215825327278745,1379.255746,1234.731257,1258.911972,3.8384790043127826e-05,4.5296894184165536e-05,8.856863358446717e-05,8.856420177431404e-05,0.16705235394477613,0.03978672079818276,0.16705238320141613,0.03978668427823822,0.1670523685730963,0.039786702538210345,0.16705235394477613,0.03978672079818276,0.09559347807997487,0.019207629713446073
19,0.9997893285495388,0.9998085868756559,0.9998210590100024,1.4763727175721301e-08,2.8370317151940564e-13,2.441234164442596e-13,0.0005651326078197574,0.0006248531848542835,0.0006472834168364555,0.0011302799793666905,0.0012497063699922703,0.0012945668339170344,0.0022605451950062053,0.0024994127397008374,0.002589133667589945,0.0011302652156395148,0.001249706369708567,0.001294566833672911,1880.228618,1788.208193,1757.006579,3.173613935975949e-05,1.2474366522014546e-05,0.014763483052304857,3.957975507514603e-08,0.12691628872280306,0.0346528760025984,0.12690488451125628,0.03465287596549004,0.12691058661702906,0.03465287598404414,0.12691628872280306,0.0346528760025984,0.07013180284739275,0.017758393379356738
20,0.9998010156944711,0.9998868818691737,0.9998685258895389,1.0412782195364793e-22,2.6998349803915327e-10,1.3412521394358792e-08,0.0007819801127610752,0.0010513430668559638,0.00103454461386232,0.0015639602255221503,0.002102686403695426,0.0020691026402460343,0.0031279204510443006,0.004205372537407354,0.004138191867970675,0.0015639602255221503,0.0021026861337119277,0.00206908922772464,1598.457125,1378.859181,1389.944278,6.751907207772869e-05,1.8358393288270216e-05,0.013412521394358688,0.01314253789631964,0.24413108697007516,0.016237533663173105,0.24413598673085554,0.01623107660110965,0.24413353685840586,0.0162343051216771,0.24413108697007516,0.016237533663173105,0.15001525622309872,0.007975209636425371
21,0.9998432237412593,0.999795191518469,0.9999541670600458,1.7709421328473764e-20,4.44116770711895e-11,0.0007052166078838869,0.00200597799103783,0.0019011110803671405,0.0013876423063383099,0.00401195598207566,0.003802222205145958,0.003480501220560507,0.00802391196415132,0.0076044443658802394,0.006255785833237127,0.00401195598207566,0.003802222160734281,0.0027752846126766198,998.1174113,1025.153193,1175.259634,0.00011094840387800463,0.00015898282822726447,1.0,0.9999999370240625,0.4456016380267153,0.3700296334894577,0.1526948930158876,0.0924352454425057,0.2826385330393026,0.21558579027396693,0.4456016380267153,0.3700296334894577,0.15072603327410805,0.12772194046103
22,0.9998053728759859,0.9997485727265006,0.9997279519140132,1.317886386534349e-16,1.9202974264878127e-18,3.1753636247956236e-05,0.0009849174784779865,0.0008361315969939507,0.0007740075740182182,0.001969834956956105,0.0016722631939879034,0.0015797687842843927,0.003939669913912078,0.0033445263879758047,0.003127783932320829,0.001969834956955973,0.0016722631939879015,0.0015480151480364364,1424.307165,1545.626391,1604.324627,7.744202992873546e-05,2.0626423866571066e-05,0.9999999999958495,0.9999999999999396,0.2724907501419411,0.08026281015987873,0.24691345755917388,0.05854933368961906,0.25957227198517707,0.06929585302081655,0.2724907501419411,0.08026281015987873,0.112207628662176,0.036587505428849816
23,0.9998644800860367,0.9998592333693297,0.999876060478212,1.2798780938380716e-14,9.327082694358482e-09,0.00029905838122782946,0.0018586998792737518,0.0018802347854968622,0.001598654641481321,0.0037173997585603024,0.0037604788980764186,0.0034963676641904715,0.007434799517107806,0.007520948469070143,0.006693676947153114,0.0037173997585475036,0.0037604695709937243,0.003197309282962642,1036.962793,1030.993584,1108.843394,1.1581827621480105e-05,1.68291946846304e-05,0.999999999957203,0.9999688118331409,0.16266505037727944,0.17613569354455916,0.06321763487107622,0.07553874742377754,0.11071979956694787,0.12358999821000867,0.16266505037727944,0.17613569354455916,0.06482484486894104,0.07020811993943298
26,0.998460107406224,0.9985880711393047,0.9985618030715351,1.5995710225037447e-11,4.913200463714245e-10,2.3110285412981476e-09,0.0007709118265130841,0.0011352803277239617,0.00110731735387139,0.0015418236690218784,0.0022705611467679697,0.002214637018771321,0.0030836473220480468,0.004541121802215893,0.004429271726514101,0.0015418236530261682,0.0022705606554479234,0.00221463470774278,1604.47981,1322.589332,1339.096167,0.00010184213435586014,2.6305900835401184e-05,0.0022950328310731103,0.0018197084949267233,0.30380227148266825,0.0252528995005885,0.3038029907595056,0.025252051475087897,0.30380263112127454,0.025252475487616964,0.30380227148266825,0.0252528995005885,0.19818116841790656,0.012326848068709251
27,0.999733546321314,1.0000326539737854,1.0001420606922504,2.363784405656034e-19,0.0018221332904466998,0.0022498072239722205,0.002692378542992568,0.0008291851777096417,0.0005331319590916348,0.005384757085985136,0.0034805036458659833,0.00331607114215549,0.010769514171970272,0.005138874001285267,0.004382335060338759,0.005384757085985136,0.0016583703554192834,0.0010662639181832697,861.3059476,1447.196924,1738.001087,0.0004084563453453009,0.00010939117827853146,0.9999999999999998,0.19009359067237194,4.050116574477955,0.5553094568227173,0.6238364182033118,0.049586542827790514,1.4574830595307737,0.1726337513060962,4.050116574477955,0.5553094568227173,0.5044272675992867,0.16732104782624915
28,0.9998383280432938,1.0001617935943197,1.000291381002149,4.676506869605429e-13,0.0019309422344738955,0.002453784047197501,0.0027722341415847285,0.0008104477918594393,0.0004403790048400163,0.005544468283637108,0.0035518378181927743,0.0033345420568775337,0.011088936566806564,0.005172733401911653,0.004215300066557567,0.005544468283169457,0.0016208955837188786,0.0008807580096800326,849.0327443,1456.930077,1872.162756,0.00045292098628434894,0.00012954965951969354,0.9999999998094166,0.21307572413340536,5.29510969214312,0.8403415761245564,0.6627375480844737,0.06516509841795681,1.6306399050405838,0.22713290162898797,5.29510969214312,0.8403415761245564,0.5464962960196822,0.22179304532645022
29,0.9998088495606064,0.9998403465960611,0.999804738875296,2.902263419041167e-21,7.070002030996883e-18,1.2751120621691523e-07,0.0011327741368298476,0.001242431858136062,0.0012020958935843138,0.002265548273659695,0.002484863716272131,0.0024043192983748446,0.00453109654731939,0.004969727432544255,0.004808511085543472,0.002265548273659695,0.002484863716272124,0.0024041917871686276,1328.115047,1268.251246,1289.233402,4.111488124272e-06,3.5614674926644976e-05,0.1275112062169123,0.12751120620984524,0.05766740999985291,0.03355469789641961,0.05771738587672159,0.033499884125926555,0.05769239860091277,0.03352729028440237,0.05766740999985291,0.03355469789641961,0.030158732266541085,0.01627490876938979
30,1.000764763173767,1.001249873329618,1.0013685898481446,0.011833707628496046,0.014431938982601174,0.015040946850124652,0.003004322244895932,0.0005020342479303174,1.3889813791154803e-10,0.01784235211828791,0.015436007478461808,0.015040947127920928,0.023850996608079773,0.016440075974322444,0.015040947405717204,0.006008644489791864,0.0010040684958606348,2.7779627582309606e-10,643.9121792,1027.334818,1338.80245,0.0006030014127656,0.00011855426636117758,0.213233864436003,0.04048999531691259,3004.322105997794,502.0341090321795,0.18625190066433087,0.02626565648964477,0.5857376510081931,0.09302130583033744,6008.644211995588,1004.068218064359,0.5190386907343948,0.23264644608321405
31,0.9994510139806801,0.9997566524970816,0.9999132954589426,1.1184466404207271e-09,1.2576583333418793e-12,3.0025663494531877e-12,2.4869357713046398e-08,0.0008592827154533077,0.001070551209766872,5.085716206651352e-08,0.0017185654321642736,0.0021411024225363104,1.0059587749260632e-07,0.003437130863070889,0.004282204842070054,4.9738715426092795e-08,0.0017185654309066153,0.002141102419533744,,1524.693637,1366.523535,0.000462321563641435,0.00015665654469483128,0.001115444074071274,1.7449080161113085e-06,0.9999767695767505,0.19734552853344686,0.9999762472072651,0.197345529071658,0.9999765083920077,0.1973455288025523,0.9999767695767505,0.19734552853344686,,0.11574634314658916
32,0.9995509710133591,0.9998327721076388,0.9998913231283387,3.812486816990327e-19,2.920882153969995e-10,1.5753179807967204e-07,0.0001299727351327747,0.000892653323837275,0.0009828169210752708,0.0002599454702655498,0.0017853069397627654,0.0019657913739486214,0.0005198909405310992,0.0035706135874373156,0.0039314252160991625,0.0002599454702655494,0.00178530664767455,0.0019656338421505416,3918.328054,1496.207883,1426.127053,0.0003403891074029653,5.855738453332329e-05,0.1575317980792908,0.15723970986427505,0.8677548866470722,0.09173997242472229,0.8677654843182032,0.09181260869169587,0.8677601856949614,0.09177629201347275,0.8677548866470722,0.09173997242472229,1.7475308358798805,0.04914066376665257
33,0.9996479286869663,0.9998079828913808,0.9998213901392844,3.8736837867957893e-13,7.549313341883654e-09,2.277471916731135e-08,0.00062869890601671,0.0011011266439047518,0.0011242113881648062,0.0012573978124207884,0.0022022608371228456,0.00224844555104878,0.0025147956244542086,0.004404514124932349,0.004496868327378392,0.00125739781203342,0.0022022532878095036,0.0022484227763296125,1782.013756,1347.062268,1333.204184,0.00017349243977861736,1.3409642998019978e-05,0.022774331798932672,0.015225405825427698,0.4407645104511746,0.020534166886299405,0.4407701748284368,0.020540730419018428,0.4407673426541494,0.020537448669279566,0.4407645104511746,0.020534166886299405,0.33663978660301,0.0103945698388237
34,0.999728301944883,0.999859523582164,0.9998361605117256,2.310387414741871e-15,1.8334419637733563e-09,6.502241842092987e-11,0.0010364081260091093,0.0014330457908345987,0.001405636079699191,0.002072816252020529,0.0028660934151111613,0.0028112722244208006,0.004145632504038748,0.005732184996780358,0.005622544383819182,0.0020728162520182187,0.0028660915816691975,0.002811272159398382,1388.207544,1180.952328,1192.341307,0.0001078762412307493,2.336689885912746e-05,6.502010803351513e-05,0.0017684195453524264,0.2626767760323122,0.019499863109143725,0.2626767930851712,0.019500491704127067,0.26267678455874166,0.019500177406639032,0.2626767760323122,0.019499863109143725,0.16427027718498743,0.009551777610267626
35,1.0008134167796336,1.0012363072871238,1.0018694547100901,0.013231116284166823,0.015528871925811096,0.017977910831506964,0.005429772548952565,0.0032449604613260467,0.0015855261725875257,0.024090661382071953,0.02201879284846319,0.021148963176682016,0.03495020647997708,0.02850871377111528,0.024320015521857065,0.01085954509790513,0.006489920922652093,0.0031710523451750515,498.3890031,583.7685839,695.8446053,0.0010540673991923267,0.0006319659911675797,0.26403482539368284,0.13622488890109719,2.424587145156587,1.0466142517410353,0.1390942043264482,0.04112871465681181,0.4370963887159683,0.172232548350708,2.424587145156587,1.0466142517410353,0.28376393334955985,0.16106472701858576
36,0.9997573981959758,0.9998346793480555,0.999863239935383,4.698329333751511e-25,1.5119153613420616e-11,1.3545507357484716e-08,0.0008496865144403076,0.0010693798755361675,0.0011182850399445894,0.0016993730288806152,0.002138759766191489,0.0022365836253965365,0.0033987460577612305,0.004277519517263823,0.004473153705285715,0.0016993730288806152,0.002138759751072335,0.002236570079889179,1533.282128,1367.002867,1336.872554,0.00010585621631018024,2.856449380949438e-05,0.013545507357484717,0.013530388203871296,0.24018789119953776,0.04373228887229425,0.24019249287881028,0.04373807359324827,0.2401901920461413,0.04373518124152985,0.24018789119953776,0.04373228887229425,0.14691720120390775,0.022537909772960964
37,0.9998318669511719,0.9998213670856049,0.9999405112563673,3.4306541833950726e-20,1.4835795623969196e-22,0.0006324688049726769,0.0015181433096023995,0.0015302579601018187,0.0010370215799537905,0.003036286619204799,0.0030605159202036374,0.0027065119648802577,0.006072573238409598,0.006121031840407275,0.004780555124787839,0.003036286619204799,0.0030605159202036374,0.002074043159907581,1147.297343,1142.716871,1358.374276,0.00010865076869313985,0.00011915125892111515,1.0,1.0,0.4639457258643044,0.4756278843975521,0.12184489062073342,0.1307971144842294,0.2702652892594977,0.28040189489059114,0.4639457258643044,0.4756278843975521,0.1553893773824675,0.15876140236919498
38,0.9998097153946865,0.9997566997063432,1.0001304193742417,1.9090735477934753e-22,0.00021551555906069365,0.0015957247251289313,0.0022257897428363893,0.0017849813053317418,0.0008614838788717024,0.004451579485672779,0.003785478169724177,0.003318692482872336,0.008903158971345557,0.007355440780387661,0.005041660240615741,0.004451579485672779,0.0035699626106634836,0.0017229677577434049,947.471668,1051.854062,1434.364828,0.0003206621589970731,0.0003736709339691838,1.0,0.8649418940078901,1.583669639589237,1.0719845711675497,0.34136546505807197,0.14065349207885536,0.7659180798462948,0.45893226225996875,1.583669639589237,1.0719845711675497,0.33944861899527834,0.26667606353214335
39,0.9997987964769912,0.9998287209729168,1.000003428878095,7.531172540298106e-07,0.0005197413322742116,0.0012048214976729343,0.001955103760303512,0.0012614980671276435,0.0007893367902894145,0.003910960637861054,0.0030427374665294984,0.002783495078251763,0.007821168158468079,0.005565733600784785,0.004362168658830592,0.003910207520607024,0.002522996134255287,0.001578673580578829,1010.888495,1238.16242,1517.306409,0.00020463169944664742,0.00017470730612820682,0.9993749138312319,0.5686154892836228,1.4768942539554795,0.5981746735320782,0.40505390809507763,0.09313556553531192,0.7929540946646417,0.2759097678439706,1.4768942539554795,0.5981746735320782,0.3337611381565053,0.18397338029038796
40,0.9996839656700407,0.9996647638227925,0.9999881549945111,2.501427029577367e-12,0.00039436181831808856,0.0015678341141929883,0.002388757616785542,0.001784248457847005,0.0010006938859602273,0.004777515236072511,0.003962858734012099,0.003569221886113443,0.009555030469643596,0.007531355649706109,0.005570609658033897,0.004777515233571084,0.00356849691569401,0.0020013877719204545,914.2933354,1046.853986,1337.512772,0.0003041929276373028,0.00032339500233422323,0.9999999984045334,0.748467127518093,1.3871012407489451,0.7830112513727503,0.3385313069664013,0.11028646031510542,0.7152575851125007,0.35198050339866066,1.3871012407489451,0.7830112513727503,0.3164227254197764,0.21731290503145936
41,0.9544320600247612,0.9546168311009718,0.9545430951572784,3.961574748669588e-21,3.625460534639873e-13,5.997771059080007e-11,0.0007985262451566381,0.0013479769735099602,0.0012647625524169887,0.0015970524903132762,0.0026959539473824664,0.002529525164811688,0.0031941049806265523,0.005391907894402387,0.005059050269645665,0.0015970524903132762,0.0026959539470199204,0.0025295251048339774,1390.670157,1070.99427,1105.402145,0.00011632280729965986,7.724737004280677e-05,5.99777105868385e-05,5.9615164537336085e-05,0.36863544573593116,0.06579450105788394,0.3686354607062509,0.0657944759300974,0.3686354532210911,0.06579448849399061,0.36863544573593116,0.06579450105788394,0.25806717789569694,0.031127020293596503
42,0.9997331588346282,0.9997221322183443,0.9997556379402708,6.6647254130298266e-21,4.345190342626254e-13,0.00028005102696311503,0.0010295661807423345,0.0010272478065156522,0.0007776114361425125,0.002059132361484669,0.0020544956134658236,0.00183527389924814,0.004118264722969338,0.004108991226497128,0.0033904967715331653,0.002059132361484669,0.0020544956130313045,0.001555222872285025,1392.829483,1394.36183,1584.852944,2.248460002574442e-05,3.3513911454940516e-05,1.0,0.9999999984484291,0.3240111100341975,0.3210297055448513,0.12197550585132685,0.11944904480333565,0.21464935685724892,0.21191421298391708,0.3240111100341975,0.3210297055448513,0.12116168993910138,0.12019481979143165
43,0.9997329423096869,0.9997399946073174,0.9997713160723966,1.0964587434674389e-13,7.471743706887981e-13,0.0004480813928356446,0.0014725368036483488,0.0015682012234456305,0.0011514082949781342,0.0029450736074063434,0.0031364024476384354,0.002750897982791913,0.005890147214703041,0.006272804894529696,0.005053714572748181,0.0029450736072966976,0.003136402446891261,0.0023028165899562684,1164.640184,1128.578111,1297.886244,3.8382540179693334e-05,3.132862943314013e-05,0.9999999997552993,0.9999999983325031,0.2789006385231166,0.36198534462999626,0.07058626885805476,0.14013768131643697,0.16550848488065925,0.24122658773714245,0.2789006385231166,0.36198534462999626,0.10266389725292438,0.13044913125683763
44,0.9998459939487736,0.9998627796341357,0.9997879150450046,1.2479972938340764e-11,1.1548227561168333e-07,4.383625407747251e-08,0.001540719251452135,0.0016277693066269001,0.001532355121239037,0.003081438515384243,0.003255654095529412,0.0030647540787321517,0.006162877018288513,0.0065111927087832125,0.006129464321210225,0.00308143850290427,0.0032555386132538003,0.003064710242478074,1138.900985,1108.072416,1141.83763,5.809122404360243e-05,7.488047015222733e-05,0.043823774104534176,0.07164602153421082,0.005458349763163824,0.06226636636990044,0.00544397241131766,0.0622888531650908,0.005451161035829367,0.06227760984790547,0.005458349763163824,0.06226636636990044,0.0025718586626016157,0.029570941710863052
45,0.9996151814643142,0.9998337911620011,0.9999561327684247,1.2468306147169755e-21,5.389036280523463e-09,9.864322242244294e-12,1.102799961772044e-18,0.0006158646693763562,0.0007947851018067438,2.206846754158805e-18,0.001231734727788993,0.0015895702134778099,4.412446677702893e-18,0.0024634640665417056,0.0031791404170912973,2.205599923544088e-18,0.0012317293387527125,0.0015895702036134876,,1801.323493,1586.143608,0.0003409662613564391,0.000122346973446565,9.864322240997463e-06,0.0053791719582812186,0.9999999999999987,0.22511799985135228,0.9999999999999987,0.22511461441260336,0.9999999999999987,0.2251163071319725,0.9999999999999987,0.22511799985135228,,0.1356622968530098
46,0.9997155355722236,0.9998454074315837,0.9998889683099532,2.3546342581279365e-14,1.5833987222772696e-08,9.893838857580192e-11,0.0003216810543200582,0.0006626703061713858,0.000734952614332762,0.0006433621086636628,0.0013253564463299944,0.0014699053276039126,0.001286724217303779,0.0026506970586727663,0.002939810556269437,0.0006433621086401164,0.0013253406123427717,0.001469905228665524,2491.685259,1736.592944,1649.167402,0.00017345199639793058,4.356571554456682e-05,9.891484223322065e-05,0.015735048834196894,0.5623104836328785,0.09834961703891454,0.5623105130774613,0.09833890561479004,0.5623104983551704,0.09834426132667204,0.5623104836328785,0.09834961703891454,0.5108746728671998,0.05301192704511143
47,0.9996861282737568,0.9998416370204433,0.9999311805371582,2.507373695572379e-16,7.00662345246307e-18,2.966731038944384e-11,0.00017740390413242943,0.0006676877269926038,0.0008004680598065319,0.0003548078082651096,0.0013353754539852146,0.0016009361492803744,0.0007096156165299685,0.0026707509079704223,0.003201872268893438,0.00035480780826485886,0.0013353754539852077,0.0016009361196130639,3354.998742,1730.04059,1580.404512,0.000245069128927247,8.954967947581302e-05,2.9667059652074285e-05,2.966730338282039e-05,0.7783747871522734,0.16587836477325563,0.7783747912591038,0.16587838023054827,0.7783747892056886,0.16587837250190196,0.7783747871522734,0.16587836477325563,1.1228734267243095,0.0946821379360881
48,0.9997061014259815,0.9998044000134625,0.999809942281076,2.1315030342852584e-19,7.1852682346230844e-09,7.173346694476588e-15,0.0004241104033162747,0.0007179658191385033,0.0007298567961305374,0.0008482208066325496,0.0014359388235452412,0.0014597135922682482,0.001696441613265099,0.002871870461822248,0.0029194271845293233,0.0008482208066325494,0.0014359316382770067,0.0014597135922610749,2169.982363,1668.209189,1654.587424,0.00010386059460221309,5.5433211644877386e-06,7.17313354417316e-09,0.00718526106127639,0.4189128530901272,0.01629220561495926,0.4189128530929826,0.01628728323757222,0.41891285309155496,0.016289744426265806,0.4189128530901272,0.01629220561495926,0.3114945342410629,0.008232726057514062
49,0.9996305462410143,0.9996643942323787,0.9996908586764325,3.3695660502033576e-06,8.168104146495729e-18,3.3552973549977186e-08,0.0005116138335925731,0.0006270930026903285,0.0006604756850044791,0.0010265972332353494,0.0012541860053806653,0.0013209849229825082,0.0020498249004204955,0.0025083720107613224,0.0026419362929914667,0.0010232276671851461,0.001254186005380657,0.0013209513700089583,1975.012994,1784.367625,1738.801639,6.033108625000838e-05,2.647262783694987e-05,3.3360130766533804,0.033552973541809084,0.22538581630131702,0.0505433933028499,0.22285469321064835,0.05056750946939264,0.22412023868316783,0.05055545153926075,0.22538581630131702,0.0505433933028499,0.1358472120694843,0.026205396278672397
