battery_id,strategy,dataset_id,requested_samples,valid_samples,valid_fraction,a_median,a_ci95_low,a_ci95_high,d1_median,d1_ci95_low,d1_ci95_high,d2_median,d2_ci95_low,d2_ci95_high,R100_median,R100_ci95_low,R100_ci95_high,R200_median,R200_ci95_low,R200_ci95_high,A_median,A_ci95_low,A_ci95_high,quadratic_eol_median,quadratic_eol_ci95_low,quadratic_eol_ci95_high,d1_boundary_fraction,d2_boundary_fraction,d1_d2_correlation
20,4_8C_80PER_4_8C_NEWSTRUCTURE,3,300,300,1.0,0.9998767832772819,0.9997300055515801,1.0000503613367455,4.207985455374534e-06,8.967117662518601e-22,0.00046737367467244805,0.001004197352049492,0.0008052654574167413,0.0011035523746535155,0.0020745394388013293,0.0019379847300321112,0.00221118698316571,0.004053236407848293,0.0036494536364866923,0.004418062071550643,0.002008394704098984,0.0016105309148334826,0.002207104749307031,1409.8172652068383,1345.6432810384554,1548.7387947747618,0.2833333333333333,0.0,-0.9037857352289878
21,5_6C_19PER_4_6C_NEWSTRUCTURE,3,300,300,1.0,0.9999520854251652,0.9997270412106725,1.0001404718490876,0.0007136266208240809,0.0002471084661258423,0.0011763003506374678,0.0013825866691306902,0.0011654059615870372,0.0016080887889585811,0.003476994410035979,0.003350251667894682,0.003604719707373051,0.006247666975501158,0.005800016794900526,0.006745925420624311,0.0027651733382613804,0.0023308119231740744,0.0032161775779171622,1176.3175834632207,1103.8783375989362,1261.533995682403,0.0,0.0,-0.9660646752188209
22,5_6C_36PER_4_3C_NEWSTRUCTURE,3,300,300,1.0,0.9997492253583515,0.9996302690869991,0.9999297829234844,4.810576511616509e-05,1.098918084844182e-14,0.0005013857019782508,0.0007546521340122537,0.0005418925613389274,0.0008297734802729533,0.0015853557486869172,0.0014841651570656495,0.0016918536951858654,0.003072993741903004,0.002687819372128406,0.003322494634588772,0.0015093042680245075,0.0010837851226778547,0.0016595469605459065,1624.1144897716079,1551.5384078244751,1872.6076640438966,0.15333333333333332,0.0,-0.9318608014932726
23,5_6C_19PER_4_6C_NEWSTRUCTURE,3,300,300,1.0,0.9998872493368387,0.9996800917303035,1.000119960744443,0.00031338307484617795,1.244479495231799e-21,0.0009279423201215818,0.0015869306148148894,0.0012953765418942608,0.0017931602246682593,0.0034951958009562254,0.0033561740813523267,0.003638690395273929,0.006672135767024873,0.006052255878939466,0.007173682918635993,0.0031738612296297788,0.0025907530837885216,0.0035863204493365186,1111.6158538931018,1055.747846247072,1209.667224536871,0.08,0.0,-0.9584573444468746
26,5_3C_54PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9986102967582245,0.9984813576489638,0.9988857043143369,9.03687036183389e-06,2.7158879850192645e-22,0.0007003760787664346,0.0010757117238899116,0.0007985625566843249,0.0011702585280584197,0.002221051168224401,0.002086446056729856,0.0023657794799185504,0.004352713981209594,0.0038829843635584406,0.004693929121936562,0.002151423447779823,0.0015971251133686498,0.0023405170561168393,1357.1722150342766,1302.580594904184,1539.2552168945176,0.2833333333333333,0.0,-0.9274974703217916
27,5_6C_19PER_4_6C_NEWSTRUCTURE,3,300,300,1.0,1.0001254322846793,0.9998906444971231,1.000323081140862,0.0022486126925171258,0.0017276086721580623,0.0027578932157598544,0.0005277601813300047,0.0002847608310198304,0.0007815934314887301,0.0033137939810176957,0.0032024114738064212,0.0034458563973996837,0.004383420270130941,0.0038263965077116333,0.004899491849583055,0.0010555203626600093,0.0005695216620396607,0.0015631868629774602,1743.3950975804535,1489.8293496394483,2209.916838192845,0.0,0.0,-0.9714191492195762
28,5_6C_36PER_4_3C_NEWSTRUCTURE,3,300,300,1.0,1.0002943705708496,1.000064526963911,1.000495648520005,0.002472177198617448,0.0019798792097467234,0.002949990985492863,0.00043595707844594944,0.00020861553952012936,0.0006602029950375448,0.003332458852291254,0.0032293241111310406,0.0034487307889557958,0.004201672002002878,0.003734694344765709,0.004659966500597942,0.0008719141568918989,0.0004172310790402587,0.0013204059900750896,1884.3701026219542,1596.228188128068,2463.862770261464,0.0,0.0,-0.9726762807735765
29,5C_67PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9998257740474649,0.999708863053122,0.999974912583047,4.429655005245394e-06,3.9937832554279424e-23,0.00045404380286791045,0.0011849276163797186,0.000978638657645258,0.0012570446947272422,0.00240945580085205,0.002306724225984863,0.002534671898302783,0.004764524596593719,0.004349747320085007,0.005028186872143693,0.0023698552327594373,0.001957277315290516,0.0025140893894544845,1297.58923400644,1260.8794935727185,1408.1293057999335,0.2966666666666667,0.0,-0.902733867675582
30,3_7C_31PER_5_9C_NEWSTRUCTURE,3,300,300,1.0,1.00133044329993,1.0011174467579251,1.001507868877047,0.01498146239599752,0.01452011567671141,0.015171969158432226,4.99971647937805e-06,2.669352251880411e-24,0.0002537119286318326,0.015046186358255678,0.014916240381137005,0.015179308965411621,0.0151034436899493,0.014943186927368658,0.015551114200167533,9.9994329587561e-06,5.338704503760822e-24,0.0005074238572636652,1326.8970992981135,1151.9412888645027,1346.5299033683093,0.0,0.3233333333333333,-0.9109312558724145
31,5C_67PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9999323490675028,0.9996917118932819,1.0001489136098631,2.7667253156666426e-06,4.136889831354667e-23,0.0007174656886770347,0.00102333109467233,0.0006964596024395229,0.0011521523046121348,0.002139864645882396,0.0019551966351444945,0.0023393073286234025,0.0041577729793468,0.0034866605357590976,0.00460867098721791,0.00204666218934466,0.0013929192048790459,0.0023043046092242696,1393.463085299864,1317.5259080322753,1646.4641828196948,0.3433333333333333,0.0,-0.9105158353138489
32,5_3C_54PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9998813999674018,0.9997073622321146,1.000060426006944,3.151514520363449e-05,1.0271550700698057e-18,0.0006617528582919229,0.000949067871939978,0.0006433806279179911,0.0010862064574541407,0.0019639773706225,0.0018314952677792873,0.0021775816593184558,0.003834544890307384,0.0032224738248127502,0.004344913456280982,0.001898135743879956,0.0012867612558359822,0.0021724129149082814,1448.4553370256563,1356.9994732029988,1716.5298773679197,0.25333333333333335,0.0,-0.9270780630220786
33,5_6C_19PER_4_6C_NEWSTRUCTURE,3,300,300,1.0,0.9998390741837158,0.9997116254069082,0.9999722596703268,5.612573636602174e-07,1.185375150917766e-22,0.0003955105905049464,0.0011006153750569192,0.00093206461221747,0.0011662958159501672,0.002245940440941922,0.002149084678225692,0.0023543337249351997,0.004437443110212748,0.004114727353848279,0.004678195274480347,0.0022012307501138384,0.00186412922443494,0.0023325916319003343,1345.3567230467079,1309.1463824441576,1444.0228611111017,0.30333333333333334,0.0,-0.9017154414298328
34,5_6C_36PER_4_3C_NEWSTRUCTURE,3,300,300,1.0,0.9998700870586339,0.9997358220949015,1.0000155606592407,2.171333527531783e-06,1.5140431396974933e-23,0.0004091899095722532,0.0013771009672084045,0.001207375322749831,0.0014617288411374052,0.0028214288894487937,0.0026913750851370417,0.0029461421102575033,0.005557164763756329,0.0052141698882795075,0.005846920836244916,0.002754201934416809,0.002414750645499662,0.0029234576822748104,1203.8465015184147,1169.4184923968364,1272.1644578954795,0.33666666666666667,0.0,-0.8512337658918829
35,3_7C_31PER_5_9C_NEWSTRUCTURE,3,300,300,1.0,1.001921963114348,1.001546521202032,1.0022858806628734,0.017981676019741495,0.017214379695608063,0.018828564878519076,0.0015841483178116746,0.0011826870086548583,0.001980234607642796,0.021157464441051432,0.020939109447248565,0.021392540671875005,0.024360380948269707,0.023493518865596644,0.02508308827942163,0.0031682966356233492,0.0023653740173097165,0.003960469215285592,695.084177372836,665.1412991578001,736.0797017703237,0.0,0.0,-0.9608493150975753
36,5_3C_54PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9998843851124782,0.9997636409517593,0.9999951325947432,2.3327379146416054e-05,4.303436366770719e-23,0.00037902939479690585,0.0010950077865401007,0.0009293521631025772,0.0011686006954955155,0.0022440586174327683,0.0021445260731847325,0.0023455188348291446,0.004424398589656259,0.00410747311466417,0.004674417351343799,0.0021900155730802014,0.0018587043262051543,0.002337201390991031,1349.5592002187623,1307.9281022826594,1447.2363253021583,0.25666666666666665,0.0,-0.9189639751714068
37,5C_67PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9999643481857639,0.999720293865535,1.0002199396033082,0.0006445364708178525,0.00010740812822523831,0.0012055653737062535,0.0010275152893813603,0.0007536689019634013,0.0012650909258767977,0.0027036046503549596,0.0025501766148164247,0.0028493856939570124,0.004744958577279438,0.004171022163201231,0.0052428608311362165,0.0020550305787627207,0.0015073378039268026,0.0025301818517535954,1363.6650544704526,1251.5691992852207,1554.3612761387672,0.006666666666666667,0.0,-0.9608998815655925
38,5_3C_54PER_4C_NEWSTRUCTURE,3,300,300,1.0,1.0001347709940152,0.9999196122899371,1.000335878229508,0.0016115536342023516,0.0011284514536838586,0.002099391143202937,0.0008531319793977318,0.0006264411276290362,0.0010958506844880864,0.0033169146669034737,0.003193626940052243,0.0034442454772389045,0.005020808564929633,0.00455199553651236,0.005530268081248586,0.0017062639587954636,0.0012528822552580724,0.002191701368976173,1442.3582084199115,1299.2274234400722,1628.5976879398795,0.0,0.0,-0.9673992093030076
39,5_6C_19PER_4_6C_NEWSTRUCTURE,3,300,300,1.0,0.9999838922249651,0.999783022581902,1.0001854248824567,0.0012167149766327888,0.0007773552864609546,0.001623668151460546,0.0007806978019395292,0.0005937946720932423,0.0010077136579652959,0.0027848509936207987,0.0026649952386811585,0.002906541227331029,0.004352858445964922,0.00394830410993256,0.0047872608962634304,0.0015613956038790584,0.0011875893441864846,0.0020154273159305918,1523.5639958233432,1370.2003272510767,1708.3367769704553,0.0,0.0,-0.9639757405956276
40,5_6C_36PER_4_3C_NEWSTRUCTURE,3,300,300,1.0,1.0000152920330505,0.999797599424665,1.0002288359042737,0.0015768903161649341,0.0011017641494741426,0.0021003076457676694,0.0009919863524942311,0.0007439845696573125,0.0012261051420566294,0.0035724618471493137,0.003440556745252261,0.0036930374202093063,0.005559410020393958,0.00507309548895383,0.006078109347848566,0.0019839727049884622,0.001487969139314625,0.0024522102841132588,1342.7376001906655,1230.6706826265297,1505.5899412868148,0.0,0.0,-0.9701355779379682
41,4_8C_80PER_4_8C_NEWSTRUCTURE,3,300,300,1.0,0.9546043402120268,0.9543779648343522,0.9549406369478717,7.741752363903492e-06,2.269317121445526e-21,0.0008690507928791734,0.0012103393084075772,0.000839472577183364,0.0013324139499307438,0.0025333526123072292,0.0022950673404743384,0.0027476376940723593,0.0049204684805562605,0.0042150645993614495,0.005344412632248267,0.0024206786168151544,0.001678945154366728,0.0026648278998614877,1127.0171975577769,1076.9606503626856,1306.3157278264666,0.26,0.0,-0.9152000784106379
42,5C_67PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9997419077685008,0.9995877777983063,0.9999078101882152,0.00028688591186099114,9.066736710593896e-10,0.0006804772609649218,0.0007820333289125926,0.0005879795403939228,0.0009350957539948415,0.001831752314675852,0.0017368108416641313,0.0019368746659496419,0.0033807183910267028,0.0029771447334073576,0.0037467334725280466,0.0015640666578251852,0.0011759590807878457,0.001870191507989683,1580.648027681466,1461.2448619685042,1790.8159201626509,0.03,0.0,-0.964925767001185
43,5_3C_54PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9997996987104796,0.999542898257185,1.0001226258165574,0.00047971587006208084,1.014545455334697e-19,0.0011860016213856722,0.0011309719916273095,0.0007903626873385761,0.0014221750072461027,0.0027541826496417904,0.0025633700268014696,0.002942965849827638,0.005037455398935112,0.004318345492594988,0.005690423712264007,0.002261943983254619,0.0015807253746771522,0.0028443500144922054,1306.0436064735213,1184.4814672843893,1513.4322756421216,0.07333333333333333,0.0,-0.9576647118162771
44,5_6C_19PER_4_6C_NEWSTRUCTURE,3,300,300,1.0,0.9998398990063484,0.9996837665592969,1.0000081674122452,7.585958774577523e-06,1.01858889537099e-22,0.0005003209887266902,0.0014991512876596927,0.0012994587774798874,0.0016022322662201387,0.0030761185656476334,0.0029510184280976516,0.0032134910490878815,0.006058208619984567,0.0056534846707409735,0.0064089326516546434,0.0029983025753193854,0.002598917554959775,0.0032044645324402774,1153.0040635572407,1116.8451324867976,1222.4440917444704,0.28,0.0,-0.8972712723032752
45,5_6C_36PER_4_3C_NEWSTRUCTURE,3,300,300,1.0,0.9999794142176535,0.9998119131042412,1.0001693035878338,5.977809420158926e-06,3.4915558806852923e-13,0.0006764233432169517,0.0007617594188026243,0.0004503776978682813,0.0008928808886713329,0.0015990795709081985,0.0014332164882903315,0.0017910188298585611,0.0030908340040147627,0.0024881265736783837,0.003571552280765585,0.0015235188376052486,0.0009007553957365626,0.0017857617773426658,1616.758848351054,1496.8455431637767,2038.1217073596679,0.26,0.0,-0.9071435167691767
46,4_8C_80PER_4_8C_NEWSTRUCTURE,3,300,300,1.0,0.9999164136630575,0.999773846617095,1.000074208180232,1.2438579621006982e-05,2.406928991117749e-12,0.0005382514649133633,0.0007039579613253549,0.00047285370995242874,0.0007989935329845902,0.0014719604743454635,0.0013446979400853045,0.0016023264950034055,0.002842197254581266,0.002433482896848627,0.0031959741335861195,0.0014079159226507098,0.0009457074199048575,0.0015979870659691804,1684.8920047197407,1581.8571084800403,2005.4336434127918,0.17333333333333334,0.0,-0.9220804048927052
47,5C_67PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9999585714297772,0.9998223509231532,1.0000826956515094,3.407519286771933e-05,1.06392138200992e-10,0.00041768417381674163,0.0007677849401678989,0.0006062981632411434,0.0008599947067445621,0.0016052439233661432,0.0014940157636971032,0.001724975859051893,0.0031159437843314213,0.002772663832752185,0.003441386830173471,0.0015355698803357978,0.0012125963264822868,0.0017199894134891241,1611.3993748320754,1524.8765254229368,1787.0461657305696,0.12666666666666668,0.0,-0.9014417323539884
48,5_3C_54PER_4C_NEWSTRUCTURE,3,300,300,1.0,0.9998322759577274,0.9996650141001467,0.9999958596710042,3.0267713603895993e-05,1.5640076534927124e-12,0.0004986622077039678,0.000697387986868959,0.0004922620833947287,0.0007786936368976323,0.0014666277729650768,0.0013534708871858084,0.0015784608393102934,0.002845699146283376,0.002445746563567059,0.003124550083178742,0.001394775973737918,0.0009845241667894573,0.0015573872737952646,1689.1958449120252,1601.8686421631178,1966.181085193707,0.16666666666666666,0.0,-0.9042219289146303
49,4_8C_80PER_4_8C_NEWSTRUCTURE,3,300,300,1.0,0.9997084651843687,0.9995741816550864,0.9998741490035693,1.6362998473286203e-06,4.0335698977815366e-17,0.00048289394005038847,0.0006369989873136753,0.0004226628614313937,0.0007124211535032879,0.001332276846512975,0.0012169995317424657,0.001447781826752565,0.002584550623480439,0.00215749370138913,0.002854194681105701,0.0012739979746273506,0.0008453257228627874,0.0014248423070065757,1769.6332280785414,1674.0866103567473,2115.9935622619814,0.2,0.0,-0.9125398566720162
