battery_id,cycle,capacity_raw,SOH_raw,SOH_smooth_official,chargetime,IR_raw,Tavg,policy,global_id,dataset_id,local_id,policy_summary,C1,Q1,C2,initial_capacity,prediction_test,strategy,flag_soh_capacity_outlier,flag_ir_invalid,flag_temperature_invalid,flag_chargetime_invalid,SOH_clean,capacity_clean,IR_clean,SOH_smooth_robust
1,19,1.0761871,1.005134917,1.004543092,13.42597667,0.016622188,31.56384351,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005134917,1.0761871,0.016622188,1.004971449
1,20,1.0764284,1.005360286,1.005336712,13.35776333,0.016603719,31.58172521,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005360286,1.0764284,0.016603719,1.005089146
1,21,1.0765469,1.005470962,1.005418099,13.44267,0.016579002,31.56066324,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005470962,1.0765469,0.016579002,1.005196221
1,22,1.0766536,1.005570618,1.00528058,13.34155167,0.016562166,31.6081539,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005570618,1.0766536,0.016562166,1.005285559
1,23,1.0766355,1.005553713,1.005321862,13.42556,0.016565233,31.64495458,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005553713,1.0766355,0.016565233,1.005354266
1,24,1.0754509,1.004447322,1.005321507,13.42548667,0.016568111,31.606934,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004447322,1.0754509,0.016568111,1.005404955
1,25,1.0766494,1.005566695,1.005305405,13.34115,0.016572051,31.61624455,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005566695,1.0766494,0.016572051,1.005441646
1,26,1.076545,1.005469188,1.005285717,13.341895,0.016596386,31.517654,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005469188,1.076545,0.016596386,1.005466514
1,27,1.0765674,1.005490109,1.005477892,13.35821167,0.016587147,31.51476688,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005490109,1.0765674,0.016587147,1.005484825
1,28,1.0765301,1.005455271,1.005466404,13.34183833,0.0165787,31.5262395,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005455271,1.0765301,0.0165787,1.005498247
1,29,1.0764797,1.005408199,1.005480451,13.34149167,0.016594874,31.47223754,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005408199,1.0764797,0.016594874,1.005507983
1,30,1.0765879,1.005509255,1.005491323,13.42524833,0.016588323,31.50223402,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005509255,1.0765879,0.016588323,1.00551456
1,31,1.0766202,1.005539423,1.005504398,13.42543,0.016598366,31.52989697,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005539423,1.0766202,0.016598366,1.005519533
1,32,1.0766256,1.005544466,1.005532829,13.42628167,0.016610153,31.50271883,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005544466,1.0766256,0.016610153,1.005524865
1,33,1.0766001,1.00552065,1.005536322,13.34193167,0.016610581,31.4753983,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.00552065,1.0766001,0.016610581,1.005531428
1,34,1.0766319,1.00555035,1.005543943,13.42566,0.016612098,31.54514114,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.00555035,1.0766319,0.016612098,1.005539455
1,35,1.0766066,1.005526721,1.005546297,13.34301333,0.01663268,31.57168815,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005526721,1.0766066,0.01663268,1.00554843
1,36,1.076661,1.005577529,1.005559671,13.425485,0.016625162,31.57971206,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005577529,1.076661,0.016625162,1.005557617
1,37,1.0766382,1.005556234,1.005563183,13.34106667,0.016602948,31.47336879,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005556234,1.0766382,0.016602948,1.005566518
1,38,1.0766717,1.005587523,1.00558345,13.34192,0.016602872,31.47109138,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005587523,1.0766717,0.016602872,1.005574758
1,39,1.0766507,1.005567909,1.00559053,13.42522833,0.016581442,31.56527386,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005567909,1.0766507,0.016581442,1.0055824
1,40,1.0767151,1.005628057,1.005594565,13.34223833,0.016590878,31.56216899,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005628057,1.0767151,0.016590878,1.005589605
1,41,1.0766989,1.005612927,1.005595144,13.34085167,0.016559757,31.5489332,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005612927,1.0766989,0.016559757,1.005596477
1,42,1.0766598,1.005576408,1.005630766,13.34125,0.016573889,31.5974572,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005576408,1.0766598,0.016573889,1.00560291
1,43,1.0766748,1.005590418,1.005619633,13.42575333,0.016602637,31.58064427,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005590418,1.0766748,0.016602637,1.005608683
1,44,1.0768414,1.005746019,1.005613468,13.40764833,0.016602065,31.5726106,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005746019,1.0768414,0.016602065,1.005613783
1,45,1.0766555,1.005572392,1.005614645,13.35760333,0.016606055,31.59582621,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005572392,1.0766555,0.016606055,1.005617961
1,46,1.0766659,1.005582105,1.00517207,13.425145,0.016631251,31.63306988,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005582105,1.0766659,0.016631251,1.005620973
1,47,1.0766661,1.005582292,1.005169063,13.42713167,0.016629409,31.67307748,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005582292,1.0766661,0.016629409,1.005622777
1,48,1.0743055,1.003377544,1.005187873,13.44453167,0.016618473,31.67076969,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.003377544,1.0743055,0.016618473,1.005623206
1,49,1.0768253,1.005730982,1.005195756,13.34108667,0.016619267,31.64981432,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005730982,1.0768253,0.016619267,1.005622371
1,50,1.0767562,1.005666444,1.005197792,13.341835,0.016621681,31.62065364,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005666444,1.0767562,0.016621681,1.005620821
1,51,1.0767081,1.005621519,1.005645242,13.425965,0.016628899,31.627471,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005621519,1.0767081,0.016628899,1.005619974
1,52,1.076677,1.005592473,1.005637714,13.42660333,0.016593309,31.58264814,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005592473,1.076677,0.016593309,1.005621659
1,53,1.0767009,1.005614795,1.005616943,13.42619333,0.016593125,31.47126171,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005614795,1.0767009,0.016593125,1.005627119
1,54,1.076785,1.005693342,1.005606875,13.425655,0.016602203,31.47548224,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005693342,1.076785,0.016602203,1.005636242
1,55,1.076645,1.005562585,1.005367888,13.42596,0.016603146,31.49956213,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005562585,1.076645,0.016603146,1.005646534
1,56,1.0766542,1.005571178,1.005346388,13.34102333,0.016607363,31.48320364,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005571178,1.0766542,0.016607363,1.00565484
1,57,1.0753976,1.004397541,1.005062048,13.34115667,0.016602928,31.49624711,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004397541,1.0753976,0.016602928,1.005659071
1,58,1.0765858,1.005507294,1.005073144,13.34421167,0.016609881,31.52172061,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005507294,1.0765858,0.016609881,1.005658758
1,59,1.0752628,1.004271641,1.005119506,13.427295,0.01662297,31.48111954,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004271641,1.0752628,0.01662297,1.005655035
1,60,1.0767044,1.005618064,1.005429325,13.43004833,0.016619831,31.73175406,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005618064,1.0767044,0.016619831,1.005649948
1,61,1.0769024,1.005802991,1.005522088,13.34499833,0.016538627,32.09696575,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005802991,1.0769024,0.016538627,1.00564513
1,62,1.0770562,1.005946637,1.005842984,13.341025,0.01647264,32.28574128,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005946637,1.0770562,0.01647264,1.00564035
1,63,1.0770824,1.005971107,1.005808464,13.358035,0.016443744,32.26643353,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005971107,1.0770824,0.016443744,1.005634917
1,64,1.0769807,1.005876122,1.005745103,13.34118333,0.01644614,32.05738646,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005876122,1.0769807,0.01644614,1.005626845
1,65,1.0765196,1.005445464,1.005673411,13.42622833,0.016629677,31.5776262,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005445464,1.0765196,0.016629677,1.005613274
1,66,1.0765632,1.005486186,1.005571028,13.42451,0.016646057,31.56093404,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005486186,1.0765632,0.016646057,1.005592065
1,67,1.0766724,1.005588176,1.005508807,13.34082333,0.0166522,31.52620998,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005588176,1.0766724,0.0166522,1.005563672
1,68,1.0765343,1.005459194,1.005523863,13.34132833,0.016614987,31.58930787,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005459194,1.0765343,0.016614987,1.005530876
1,69,1.0766476,1.005565014,1.005294347,13.42577833,0.016603788,31.56742495,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005565014,1.0766476,0.016603788,1.005495918
1,70,1.0766002,1.005520743,1.005242941,13.341715,0.016613714,31.57702168,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005520743,1.0766002,0.016613714,1.005459841
1,71,1.0753345,1.004338607,1.004982492,13.42703333,0.016591648,31.55700988,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004338607,1.0753345,0.016591648,1.005424187
1,72,1.0763972,1.005331146,1.00493131,13.34174667,0.016613971,31.6019738,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005331146,1.0763972,0.016613971,1.005390012
1,73,1.07514,1.004156949,1.004866137,13.42722333,0.016596962,31.63067221,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004156949,1.07514,0.016596962,1.005358589
1,74,1.0763736,1.005309104,1.005051419,13.35885,0.016614793,31.62339724,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005309104,1.0763736,0.016614793,1.005330407
1,75,1.0762513,1.005194878,1.005031432,13.34010333,0.016633034,31.58299365,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005194878,1.0762513,0.016633034,1.005304877
1,76,1.0763264,1.00526502,1.005251701,13.34182167,0.016644798,31.6160406,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.00526502,1.0763264,0.016644798,1.005280492
1,77,1.0762902,1.00523121,1.005220114,13.34524167,0.016658476,31.57717132,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.00523121,1.0762902,0.016658476,1.005256456
1,78,1.0763192,1.005258295,1.00521735,13.4265,0.016679611,31.55356432,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005258295,1.0763192,0.016679611,1.00523366
1,79,1.0762045,1.005151168,1.005202032,13.42509167,0.016667157,31.56954635,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005151168,1.0762045,0.016667157,1.005213388
1,80,1.0762365,1.005181055,1.00518509,13.42687167,0.016683301,31.53051339,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005181055,1.0762365,0.016683301,1.005196016
1,81,1.0762444,1.005188434,1.00516062,13.42698667,0.016681612,31.51857482,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005188434,1.0762444,0.016681612,1.005180913
1,82,1.0761995,1.005146498,1.005164729,13.42512667,0.016671911,31.52693188,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005146498,1.0761995,0.016671911,1.005166649
1,83,1.0761882,1.005135944,1.005182737,13.34269333,0.016673397,31.47958803,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005135944,1.0761882,0.016673397,1.005151924
1,84,1.0762265,1.005171716,1.005146648,13.35746667,0.016668409,31.49053319,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005171716,1.0762265,0.016668409,1.005135837
1,85,1.0763329,1.005271091,1.005151672,13.44235,0.016641073,31.47627336,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005271091,1.0763329,0.016641073,1.005117698
1,86,1.0760512,1.005007989,1.005126418,13.34159667,0.016650965,31.52863617,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005007989,1.0760512,0.016650965,1.005097495
1,87,1.0762264,1.005171622,1.004887301,13.42597333,0.016624492,31.51069734,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005171622,1.0762264,0.016624492,1.005075713
1,88,1.076053,1.00500967,1.004848447,13.42422833,0.016655143,31.46130242,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.00500967,1.076053,0.016655143,1.005053402
1,89,1.0749464,1.003976131,1.004846448,13.34076667,0.016640818,31.52611041,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.003976131,1.0749464,0.016640818,1.005031231
1,90,1.0761249,1.005076823,1.004581479,13.34103667,0.016659595,31.5386883,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.005076823,1.0761249,0.016659595,1.00500953
1,91,1.0760405,1.004997996,1.004569748,13.34186667,0.016659312,31.55467755,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004997996,1.0760405,0.016659312,1.004988135
1,92,1.0748079,1.003846775,1.004747596,13.42761667,0.016658721,31.56394897,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.003846775,1.0748079,0.016658721,1.004966824
1,93,1.0759902,1.004951017,1.004691483,13.425455,0.016683126,31.54121853,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004951017,1.0759902,0.016683126,1.004945503
1,94,1.0758985,1.004865371,1.004660624,13.34087667,0.016674941,31.57404546,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004865371,1.0758985,0.016674941,1.004924245
1,95,1.0758245,1.004796256,1.004853771,13.42578833,0.016697964,31.5669717,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004796256,1.0758245,0.016697964,1.004903601
1,96,1.0758753,1.004843703,1.004839014,13.42560833,0.0166901,31.51917026,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004843703,1.0758753,0.0166901,1.004884257
1,97,1.0758419,1.004812508,1.004835259,13.34181333,0.016677959,31.52821699,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004812508,1.0758419,0.016677959,1.00486628
1,98,1.0759112,1.004877232,1.004851716,13.341105,0.016689988,31.49998987,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004877232,1.0759112,0.016689988,1.004849518
1,99,1.0758784,1.004846598,1.004845402,13.34177167,0.016680306,31.53829389,3_6C-80PER_3_6C,1,1,1,3_6C-80PER_3_6C,3.6,80,3.6,1.0706892,0,3_6C-80PER_3_6C,False,False,False,False,1.004846598,1.0758784,0.016680306,1.004834205
