C1,Q1,C2,phase1_ideal_minutes,phase2_ideal_minutes,T_ideal_physical,T_ideal_as_written_minus,nearest_observed_distance_normalized,nearest_observed_index,inside_rectangle,inside_convex_hull,inside_trust_region,inside_main_domain,predicted_charge_time,predicted_charge_time_se,predicted_SOH200,predicted_SOH200_se,predicted_slope50_200,predicted_slope50_200_se,predicted_degradation_rate,predicted_degradation_rate_se,predicted_EOL,predicted_EOL_se,stress_p,soc_weighted_stress,pareto_rank,sensitivity_p
5.1,26.0,4.9,3.0588235294117654,6.612244897959185,9.671068427370951,-3.5534213685474194,0.32764512597524126,2,True,True,True,True,9.894775974334264,0.432879390839616,0.9911099983646836,0.000999472398043373,-0.005245010134554807,0.0005281339126979923,0.005245010134554807,0.0005281339126979923,1294.3128061215982,46.88055009929549,2.0,24.660000000000004,19,2.0
5.05,34.0,4.9,4.0396039603960405,5.63265306122449,9.672257021620531,-1.5930491008284493,0.41133122663499416,2,True,True,True,True,9.895964568583844,0.432879390839616,0.991197264063925,0.0009851709250364973,-0.005196415614767177,0.0005208666494416894,0.005196415614767177,0.0005208666494416894,1296.6130299951499,46.750771326717384,2.0,24.644312499999998,20,2.0
5.1,25.0,4.9,2.9411764705882355,6.73469387755102,9.675870348139256,-3.793517406962785,0.32226952087021193,2,True,True,True,True,9.899577895102569,0.432879390839616,0.9912486614817454,0.0009768333544702603,-0.005167781896427713,0.0005166291807750487,0.005167781896427713,0.0005166291807750487,1297.9804346864403,46.67653723981318,2.0,24.635000000000005,21,2.0
5.05,33.0,4.9,3.920792079207921,5.755102040816326,9.675894120024248,-1.834309961608405,0.40174590742796806,2,True,True,True,True,9.89960166698756,0.432879390839616,0.9912999297645766,0.0009685805746037599,-0.005139210665767498,0.0005124342819073506,0.005139210665767498,0.0005124342819073506,1299.3538773139971,46.60418629982796,2.0,24.62565625,22,2.0
5.05,32.0,4.9,3.801980198019802,5.877551020408163,9.679531218427964,-2.075570822388361,0.39261133476665955,2,True,True,True,True,9.903238765391277,0.432879390839616,0.991401398082259,0.0009524367991792484,-0.0050826354597354245,0.0005042269397105155,0.0050826354597354245,0.0005042269397105155,1302.1005183768914,46.46621763882953,2.0,24.607000000000003,23,2.0
5.05,31.0,4.9,3.6831683168316838,5.999999999999999,9.683168316831683,-2.3168316831683153,0.3839596803851395,2,True,True,True,True,9.906875863794996,0.432879390839616,0.9915016829819674,0.0009367321165110992,-0.005026683064120289,0.0004962411172880368,0.005026683064120289,0.0004962411172880368,1304.852965430949,46.33706761218382,2.0,24.588343750000003,24,2.0
5.05,30.0,4.9,3.5643564356435644,6.122448979591836,9.686805415235401,-2.558092543948272,0.37582429679003315,2,True,True,True,True,9.910512962198714,0.432879390839616,0.9916007982658236,0.000921459054375991,-0.004971346622688731,0.0004884733045069987,0.004971346622688731,0.0004884733045069987,1307.611230749172,46.2169368708986,2.0,24.5696875,25,2.0
5.05,29.0,4.9,3.4455445544554455,6.244897959183674,9.69044251363912,-2.7993534047282282,0.36823940293788676,2,True,True,True,True,9.914150060602433,0.432879390839616,0.9916987575749764,0.0009066101469845262,-0.004916619354684519,0.00048091998475850283,0.004916619354684519,0.00048091998475850283,1310.375326630507,46.1060240456135,2.0,24.55103125,26,2.0
5.05,28.0,4.9,3.326732673267327,6.36734693877551,9.694079612042838,-3.040614265508183,0.3612396761382168,2,True,True,True,True,9.917787159006151,0.432879390839616,0.9917955743914789,0.0008921779316669673,-0.004862494553997629,0.00047357763319332376,0.004862494553997629,0.00047357763319332376,1313.1452653998952,46.00452533446299,2.0,24.532375000000002,27,2.0
4.95,29.0,4.95,3.5151515151515147,6.181818181818182,9.696969696969695,-2.666666666666667,0.42171557380427704,2,True,True,True,True,9.920677243933008,0.432879390839616,0.9919482646925383,0.0008699162804216786,-0.004777060616508224,0.0004622505973489145,0.004777060616508224,0.0004622505973489145,1317.5930797874769,45.86208144900926,2.0,24.502499999999998,28,2.0
5.05,26.0,4.9,3.0891089108910896,6.612244897959185,9.701353808850275,-3.523135987068095,0.3491335917144329,2,True,True,True,True,9.925061355813588,0.432879390839616,0.9919858336903778,0.0008645337244843484,-0.004756025898445378,0.0004595116845447301,0.004756025898445378,0.0004595116845447301,1318.7027210329372,45.83054036262529,2.0,24.495062500000003,29,2.0
5.05,39.0,4.85,4.633663366336634,5.072164948453608,9.705828314790242,-0.43850158211697376,0.41232115195575253,3,True,True,True,True,9.929535861753555,0.432879390839616,0.9920226003713809,0.0008593027285151266,-0.004735435007043534,0.000456849845363929,0.004735435007043534,0.000456849845363929,1319.7946239241535,45.80107632015885,2.0,24.48775,30,2.0
5.0,63.0,4.75,7.56,2.1473684210526316,9.707368421052632,5.412631578947368,0.29906545591866335,5,True,True,True,True,9.931075968015945,0.432879390839616,0.9920512362248051,0.0008552537419615905,-0.004719394013599027,0.0004547894581987942,0.004719394013599027,0.0004547894581987942,1320.6491779509383,45.779109935969146,2.0,24.48203125,31,2.0
5.0,35.0,4.9,4.2,5.5102040816326525,9.710204081632654,-1.3102040816326523,0.4398322971728832,2,True,True,True,True,9.933911628595967,0.432879390839616,0.9922433442788978,0.0008286666911413639,-0.004611695593056791,0.00044126020174611625,0.004611695593056791,0.00044126020174611625,1326.4776527284228,45.655151822305164,2.0,24.443125000000002,32,2.0
5.0,34.0,4.9,4.08,5.63265306122449,9.71265306122449,-1.5526530612244898,0.4302573135280608,2,True,True,True,True,9.936360608187803,0.432879390839616,0.9923034698706749,0.0008205537862498851,-0.004577957598385321,0.0004371320056008844,0.004577957598385321,0.0004371320056008844,1328.3369157377838,45.625202925031026,2.0,24.430750000000003,33,2.0
5.0,33.0,4.9,3.96,5.755102040816326,9.715102040816326,-1.7951020408163263,0.42110301824429686,2,True,True,True,True,9.93880958777964,0.432879390839616,0.9923631293998965,0.0008126030101329433,-0.004544466422321335,0.0004330865071072113,0.004544466422321335,0.0004330865071072113,1330.1987847910016,45.59991450610546,2.0,24.418375000000005,34,2.0
5.0,32.0,4.9,3.84,5.877551020408163,9.717551020408163,-2.037551020408163,0.41239742727930917,2,True,True,True,True,9.941258567371476,0.432879390839616,0.9924223264792391,0.0008048121717969235,-0.0045112202592025325,0.0004291226494096811,0.0045112202592025325,0.0004291226494096811,1332.0632635408483,45.57933493860627,2.0,24.406000000000002,35,2.0
5.0,31.0,4.9,3.72,5.999999999999999,9.719999999999999,-2.279999999999999,0.4041695362107263,2,True,True,True,True,9.943707546963312,0.432879390839616,0.9924810646933756,0.0007971790782764444,-0.004478217316576409,0.00042523937264749706,0.004478217316576409,0.00042523937264749706,1333.9303556452167,45.563511463704465,2.0,24.393625000000004,36,2.0
5.0,30.0,4.9,3.6,6.122448979591836,9.722448979591837,-2.5224489795918363,0.3964490886571163,2,True,True,True,True,9.94615652655515,0.432879390839616,0.992539347599192,0.0007897015346709014,-0.004445455815103527,0.0004214356139695641,0.004445455815103527,0.0004214356139695641,1335.8000647671258,45.552490140141714,2.0,24.38125,37,2.0
5.0,29.0,4.9,3.4799999999999995,6.244897959183674,9.724897959183673,-2.764897959183674,0.38926627867744523,2,True,True,True,True,9.948605506146986,0.432879390839616,0.9925971787260036,0.0007823773442223364,-0.004412933988461704,0.0004177103075715082,0.004412933988461704,0.0004177103075715082,1337.6723945747294,45.54631579492038,2.0,24.368875000000003,38,2.0
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.951054485738824,0.432879390839616,0.992654561575768,0.0007752043084343949,-0.004380650083250688,0.0004140623847549967,0.004380650083250688,0.0004140623847549967,1339.5473487413228,45.54503197544689,2.0,24.356500000000004,39,2.0
5.05,33.0,4.85,3.920792079207921,5.814432989690722,9.735225068898643,-1.8936409104828011,0.39215053946573303,2,True,True,True,True,9.958932615861956,0.432879390839616,0.9927338083929397,0.0007654535801937282,-0.004336041965523539,0.000409104493100652,0.004336041965523539,0.000409104493100652,1342.1653069117654,45.55148171030367,2.0,24.339249999999996,40,2.0
5.0,58.0,4.75,6.959999999999999,2.7789473684210524,9.738947368421051,4.181052631578947,0.37662370388104116,5,True,True,True,True,9.962654915384364,0.432879390839616,0.9927773697631557,0.0007601707908516206,-0.004311509549099324,0.00040641891152035873,0.004311509549099324,0.00040641891152035873,1343.6187699786224,45.55922685135698,2.0,24.3296875,41,2.0
5.05,32.0,4.85,3.801980198019802,5.938144329896907,9.74012452791671,-2.1361641318771056,0.38278705784731276,2,True,True,True,True,9.963832074880022,0.432879390839616,0.9928460193343746,0.0007519570209933253,-0.00427283126574206,0.0004022441707824138,0.00427283126574206,0.0004022441707824138,1345.930447128457,45.57769534571573,2.0,24.3145,42,2.0
5.0,42.0,4.85,5.04,4.701030927835052,9.741030927835052,0.3389690721649483,0.4395370566144763,3,True,True,True,True,9.964738474798365,0.432879390839616,0.9929190274402387,0.0007433720689227416,-0.004231674324360917,0.0003978820288443515,0.004231674324360917,0.0003978820288443515,1348.417789842185,45.606032052453564,2.0,24.298187499999997,43,2.0
5.0,41.0,4.85,4.92,4.824742268041238,9.744742268041238,0.09525773195876219,0.4361612426224567,3,True,True,True,True,9.96844981500455,0.432879390839616,0.9930007871451279,0.0007339426874468084,-0.004185555394276743,0.0003930925385353251,0.004185555394276743,0.0003930925385353251,1351.2394679924853,45.64884099263534,2.0,24.279718749999997,44,2.0
5.0,40.0,4.85,4.8,4.948453608247423,9.748453608247424,-0.14845360824742304,0.43337965447939264,3,True,True,True,True,9.972161155210737,0.432879390839616,0.9930816028201838,0.0007248146294824833,-0.004139939091651358,0.0003884580903946235,0.004139939091651358,0.0003884580903946235,1354.0670507427133,45.70314817916976,2.0,24.261249999999997,45,2.0
5.0,39.0,4.85,4.680000000000001,5.072164948453608,9.752164948453608,-0.3921649484536074,0.43120379194697933,3,True,True,True,True,9.97587249541692,0.432879390839616,0.9931614853655479,0.0007159805733188722,-0.004094819938596163,0.00038397506899827313,0.004094819938596163,0.00038397506899827313,1356.9005504487425,45.7690569005219,2.0,24.24278125,46,2.0
4.95,69.0,4.75,8.363636363636363,1.3894736842105262,9.753110047846889,6.974162679425837,0.19860349453396423,5,True,True,True,True,9.976817594810202,0.432879390839616,0.9931916545029368,0.0007126930993443481,-0.004077772127724821,0.0003823073786575444,0.004077772127724821,0.0003823073786575444,1357.98085170093,45.797218345692635,2.0,24.235750000000003,47,2.0
4.95,71.0,4.7,8.606060606060604,1.1489361702127658,9.75499677627337,7.457124435847838,0.17541696590322425,5,True,True,True,True,9.978704323236682,0.432879390839616,0.9932115598864599,0.0007105387338016422,-0.004066521769832574,0.0003812146902123174,0.004066521769832574,0.0003812146902123174,1358.696724528596,45.81680301833618,2.0,24.23109375,48,2.0
4.95,33.0,4.9,4.0,5.755102040816326,9.755102040816325,-1.7551020408163263,0.4411811094834391,2,True,True,True,True,9.978809587779638,0.432879390839616,0.9932876999454032,0.0007024058953112182,-0.004023470811355803,0.00037709120253894365,0.004023470811355803,0.00037709120253894365,1361.4580454288023,45.89924431149286,2.0,24.213156250000004,49,2.0
4.95,32.0,4.9,3.8787878787878785,5.877551020408163,9.756338899196042,-1.9987631416202842,0.43287949526071895,2,True,True,True,True,9.980046446159355,0.432879390839616,0.9933136343079991,0.0006996747852692875,-0.00400880078018365,0.00037570703892420275,0.00400880078018365,0.00037570703892420275,1362.407039115431,45.93010766300672,2.0,24.207000000000004,50,2.0
4.95,31.0,4.9,3.757575757575758,5.999999999999999,9.757575757575758,-2.2424242424242413,0.42504827183671184,2,True,True,True,True,9.98128330453907,0.432879390839616,0.9933394684678093,0.0006969739589190862,-0.003994184237609945,0.0003743385177109732,0.003994184237609945,0.0003743385177109732,1363.3566942906896,45.96228855453905,2.0,24.200843750000004,51,2.0
4.95,30.0,4.9,3.6363636363636362,6.122448979591836,9.758812615955472,-2.4860853432282,0.4177138964502375,2,True,True,True,True,9.982520162918785,0.432879390839616,0.9933652028119881,0.0006943031468253315,-0.0039796209886091794,0.00037298550460897515,0.0039796209886091794,0.00037298550460897515,1364.3070114156624,45.99578969775525,2.0,24.194687500000004,52,2.0
4.95,54.0,4.85,6.545454545454547,3.2164948453608253,9.761949390815372,3.3289597000937214,0.43427733237397004,5,True,True,True,True,9.985656937778685,0.432879390839616,0.993409642762337,0.0006897369946739529,-0.003954464591594162,0.0003706730526484473,0.003954464591594162,0.0003706730526484473,1365.9583739910831,46.05709220796267,2.0,24.183999999999997,53,2.0
4.95,62.0,4.8,7.515151515151516,2.25,9.765151515151516,5.265151515151516,0.3054603973594141,5,True,True,True,True,9.988859062114829,0.432879390839616,0.9934532704819538,0.0006853109520235731,-0.003929758667583255,0.0003684324842377569,0.003929758667583255,0.0003684324842377569,1367.5923862605996,46.121607478375964,2.0,24.1734375,54,2.0
5.0,35.0,4.85,4.2,5.567010309278351,9.767010309278351,-1.367010309278351,0.42870356949901645,3,True,True,True,True,9.990717856241664,0.432879390839616,0.993471897878302,0.0006834382878303525,-0.003919207340218751,0.0003674847871734106,0.003919207340218751,0.0003674847871734106,1368.2939668544464,46.150484488550674,2.0,24.16890625,55,2.0
4.95,66.0,4.75,8.0,1.7684210526315791,9.76842105263158,6.231578947368421,0.24412951504990324,5,True,True,True,True,9.992128599594892,0.432879390839616,0.993496098183845,0.000681020628175486,-0.003905496748731903,0.00036626155149542696,0.003905496748731903,0.00036626155149542696,1369.2089812050779,46.189208105374206,2.0,24.163,56,2.0
4.95,61.0,4.8,7.393939393939394,2.375,9.768939393939394,5.018939393939394,0.321324785712454,5,True,True,True,True,9.992646940902707,0.432879390839616,0.9935280985858288,0.0006778501932332102,-0.0038873626203801046,0.0003646579155251213,0.0038873626203801046,0.0003646579155251213,1370.4251049712861,46.24253392818146,2.0,24.15515625,57,2.0
5.0,34.0,4.85,4.08,5.690721649484537,9.770721649484537,-1.610721649484537,0.421311793464802,2,True,True,True,True,9.99442919644785,0.432879390839616,0.9935472739228286,0.0006759648320663527,-0.0038764938335888927,0.0003637045461445064,0.0038764938335888927,0.0003637045461445064,1371.1572375844426,46.275659802300495,2.0,24.150437499999995,58,2.0
4.95,60.0,4.8,7.2727272727272725,2.5,9.772727272727273,4.7727272727272725,0.3372397832305698,5,True,True,True,True,9.996434819690586,0.432879390839616,0.9936020714160723,0.0006706365636067922,-0.0038454239612688177,0.00036101132629719245,0.0038454239612688177,0.00036101132629719245,1373.2636911431935,46.37525003688314,2.0,24.136875000000003,59,2.0
5.0,33.0,4.85,3.96,5.814432989690722,9.774432989690723,-1.8544329896907223,0.4119587642502591,2,True,True,True,True,9.998140536654036,0.432879390839616,0.993621779645785,0.0006687417624089702,-0.003834245840388237,0.0003600540008348111,0.003834245840388237,0.0003600540008348111,1374.026499950353,46.412880416465164,2.0,24.13196875,60,2.0
4.95,59.0,4.8,7.151515151515151,2.625,9.776515151515152,4.526515151515151,0.3531985486885711,5,True,True,True,True,10.000222698478465,0.432879390839616,0.9936751987483293,0.0006636630980179348,-0.0038039377557358913,0.0003574892186806997,0.0038039377557358913,0.0003574892186806997,1376.1081569297032,46.51980044648047,2.0,24.11859375,61,2.0
5.0,32.0,4.85,3.84,5.938144329896907,9.778144329896907,-2.0981443298969076,0.4030557151247667,2,True,True,True,True,10.00185187686022,0.432879390839616,0.9936954250962478,0.0006617619073389754,-0.0037924582872156266,0.00035652954753612865,0.0037924582872156266,0.00035652954753612865,1376.901766490181,46.56219009464228,2.0,24.1135,62,2.0
4.95,58.0,4.8,7.030303030303029,2.75,9.78030303030303,4.280303030303029,0.3691954064179131,5,True,True,True,True,10.004010577266342,0.432879390839616,0.9937474902465108,0.0006569228705883364,-0.0037628991225036866,0.0003540881065523905,0.0037628991225036866,0.0003540881065523905,1378.958514509363,46.676221459917684,2.0,24.1003125,63,2.0
5.0,31.0,4.85,3.72,6.061855670103093,9.781855670103093,-2.3418556701030924,0.39463310234816534,2,True,True,True,True,10.005563217066406,0.432879390839616,0.9937682202072627,0.0006550181377474678,-0.0037511261559624288,0.00035312759561721897,0.0037511261559624288,0.00035312759561721897,1379.7830497681716,46.723623923511084,2.0,24.095031249999998,64,2.0
4.95,63.0,4.75,7.636363636363636,2.1473684210526316,9.783732057416268,5.488995215311004,0.29084790096281443,5,True,True,True,True,10.00743960437958,0.432879390839616,0.9937869282849364,0.0006533098893607157,-0.003740499561182143,0.00035226641010557,0.003740499561182143,0.00035226641010557,1380.5299477267768,46.76739553296344,2.0,24.090249999999997,65,2.0
4.95,57.0,4.8,6.909090909090908,2.8750000000000004,9.784090909090908,4.034090909090908,0.38522561099507285,5,True,True,True,True,10.007798456054221,0.432879390839616,0.9938189554640708,0.0006504090001934872,-0.0037223032329559715,0.0003508045185617952,0.0037223032329559715,0.0003508045185617952,1381.8147760859517,46.8445410860983,2.0,24.08203125,66,2.0
5.0,30.0,4.85,3.6,6.185567010309279,9.78556701030928,-2.5855670103092785,0.3867223181627898,2,True,True,True,True,10.009274557272592,0.432879390839616,0.9938401747971849,0.0006485033727621697,-0.0037102444832099123,0.0003498445707254751,0.0037102444832099123,0.0003498445707254751,1382.6703623748538,46.897208369015914,2.0,24.076562499999998,67,2.0
4.95,56.0,4.8,6.787878787878788,3.0,9.787878787878789,3.787878787878788,0.4012851661038946,5,True,True,True,True,10.011586334842102,0.432879390839616,0.9938896038452687,0.0006441146560664318,-0.0036821453105698827,0.00034763500121855363,0.0036821453105698827,0.00034763500121855363,1384.676953888525,47.02477911528635,2.0,24.06375,68,2.0
4.95,55.0,4.8,6.666666666666666,3.125,9.791666666666666,3.541666666666666,0.4173706837160432,5,True,True,True,True,10.015374213629979,0.432879390839616,0.9939594447264176,0.0006380330634596008,-0.0036424206303538875,0.00034457612202306285,0.0036424206303538875,0.00034457612202306285,1387.545060171465,47.216947223902366,2.0,24.04546875,69,2.0
4.95,61.0,4.75,7.393939393939394,2.4,9.793939393939393,4.993939393939394,0.3224005872959566,5,True,True,True,True,10.017646940902706,0.432879390839616,0.993973553669313,0.000636821389079003,-0.003634392490754823,0.0003439671236012181,0.003634392490754823,0.0003439671236012181,1388.1292136632069,47.25749853385096,2.0,24.04175,70,2.0
4.95,54.0,4.8,6.545454545454547,3.2500000000000004,9.795454545454547,3.2954545454545463,0.43347927359705263,5,True,True,True,True,10.01916209241786,0.432879390839616,0.9940284873371179,0.0006321575093246816,-0.0036031245182918184,0.0003416244726187903,0.0036031245182918184,0.0003416244726187903,1390.4191072145431,47.42104910761935,2.0,24.0271875,71,2.0
4.95,60.0,4.75,7.2727272727272725,2.526315789473684,9.799043062200957,4.746411483253588,0.3382649733109016,5,True,True,True,True,10.02275060916427,0.432879390839616,0.9940647535544526,0.0006291252133248349,-0.0035824730802161793,0.0003401026606115967,0.0035824730802161793,0.0003401026606115967,1391.9445188659895,47.53404205892141,2.0,24.017500000000002,72,2.0
4.95,59.0,4.75,7.151515151515151,2.6526315789473682,9.80414673046252,4.498883572567783,0.35417754809041213,5,True,True,True,True,10.027854277425833,0.432879390839616,0.9941545732864151,0.0006217737505045184,-0.0035312953686540537,0.00033641780122063773,0.0035312953686540537,0.00033641780122063773,1395.7703105232395,47.83156673407788,2.0,23.99325,73,2.0
4.95,63.0,4.7,7.636363636363636,2.170212765957447,9.806576402321083,5.466150870406189,0.2943977986013905,5,True,True,True,True,10.030283949284396,0.432879390839616,0.994167080369204,0.0006207678731699559,-0.003524165547283076,0.0003359141519867686,0.003524165547283076,0.0003359141519867686,1396.3085377869218,47.875036766577175,2.0,23.98984375,74,2.0
4.95,58.0,4.75,7.030303030303029,2.7789473684210524,9.809250398724082,4.251355661881977,0.3701320965489366,5,True,True,True,True,10.032957945687395,0.432879390839616,0.9942430337514417,0.0006147517860409231,-0.003480848760467198,0.0003329047788961205,0.003480848760467198,0.0003329047788961205,1399.6066174572138,48.15003308810164,2.0,23.969,75,2.0
4.95,34.0,4.85,4.121212121212121,5.690721649484537,9.811933770696658,-1.569509528272416,0.4413803877644652,2,True,True,True,True,10.035641317659971,0.432879390839616,0.9943506191366339,0.0006064984639863918,-0.003419436691101769,0.00032878513796919396,0.003419436691101769,0.00032878513796919396,1404.3671581862595,48.5728965341583,2.0,23.938999999999997,76,2.0
4.95,33.0,4.85,4.0,5.814432989690722,9.814432989690722,-1.8144329896907223,0.432461608507833,2,True,True,True,True,10.038140536654035,0.432879390839616,0.9943939695886366,0.0006032603556664289,-0.003394672726943442,0.0003271719084942218,0.003394672726943442,0.0003271719084942218,1406.315698359102,48.75471791143848,2.0,23.92675,77,2.0
4.95,32.0,4.85,3.8787878787878785,5.938144329896907,9.816932208684786,-2.059356451109029,0.42398930279585917,2,True,True,True,True,10.0406397556481,0.432879390839616,0.9944369873914988,0.0006000960300840538,-0.003370088106336768,0.00032559724701818537,0.003370088106336768,0.00032559724701818537,1408.2669421047137,48.941827390043436,2.0,23.9145,78,2.0
4.9,60.0,4.85,7.346938775510203,2.4742268041237114,9.821165579633915,4.872711971386492,0.3331074725834121,5,True,True,True,True,10.044873126597228,0.432879390839616,0.9945284901896161,0.000593524899601277,-0.003317758580354382,0.00032233339443594957,0.003317758580354382,0.00032233339443594957,1412.4772839047312,49.36256514159861,2.0,23.888125000000002,79,2.0
