C1,Q1,C2,phase1_ideal_minutes,phase2_ideal_minutes,T_ideal_physical,T_ideal_as_written_minus,nearest_observed_distance_normalized,nearest_observed_index,inside_rectangle,inside_convex_hull,inside_trust_region,inside_main_domain,predicted_charge_time,predicted_charge_time_se,predicted_SOH200,predicted_SOH200_se,predicted_slope50_200,predicted_slope50_200_se,predicted_degradation_rate,predicted_degradation_rate_se,predicted_EOL,predicted_EOL_se,stress_p,soc_weighted_stress,pareto_rank,normalized_time,normalized_degradation,distance_to_ideal,recommendation_type,bootstrap_iteration
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,9.942295012719057,0.042187822606017264,0.9958710223920748,0.0003589982780161517,-0.0026152862405704634,0.00022270758773384675,0.0026152862405704634,0.00022270758773384675,1513.6563074047824,68.84250167782513,2.0,23.6565625,108,0.2939344177445688,0.29962615186152847,0.41972999989777526,knee,3
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.152107098160938,0.042187822606017264,0.9979093892395978,0.0002633995035241559,-0.0013908056579345974,0.00017162247731052638,0.0013908056579345974,0.00017162247731052638,1713.7500617833282,112.94546173423467,2.0,22.681874999999998,237,0.5175999103189269,0.1265727199647833,0.5328511242377599,longevity,3
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.783125468453864,0.03753109175421488,0.9921381578358747,0.001114317629338358,-0.0045638982827063525,0.0005729103347315408,0.0045638982827063525,0.0005729103347315408,1294.4619222634888,36.202035278511346,2.0,24.356500000000004,39,0.14278411684162634,0.5480809644313611,0.5663744764678703,fast_charge,4
4.85,55.0,4.85,6.804123711340207,3.0927835051546393,9.896907216494846,3.7113402061855676,0.41152234714075303,5,True,True,True,True,9.952685746173199,0.03753109175421488,0.9951499569102599,0.0008387475167176165,-0.0028632745019585557,0.00043854549621734075,0.0028632745019585557,0.00043854549621734075,1398.840902628111,47.73237013571796,2.0,23.522499999999994,120,0.3235400678502031,0.3046971768818192,0.444430585248433,knee,4
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.134725898099404,0.03753109175421488,0.9970194221766022,0.0007537873855964902,-0.0017897057838356105,0.0004008630812121895,0.0017897057838356105,0.0004008630812121895,1512.5679717135886,75.47833758695423,2.0,22.681874999999998,237,0.5175999103189269,0.1510540114918968,0.539191043647755,longevity,4
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.94990753059486,0.43352215600710714,0.9929870264104438,0.0007564489526471042,-0.004179789210855371,0.0003904934256676032,0.004179789210855371,0.0003904934256676032,1376.04845745013,43.66007566543337,2.0,24.356500000000004,39,0.14278411684162634,0.5283840466906816,0.5473362812928297,fast_charge,5
4.85,55.0,4.85,6.804123711340207,3.0927835051546393,9.896907216494846,3.7113402061855676,0.41152234714075303,5,True,True,True,True,10.119467808314194,0.43352215600710714,0.9958844539757764,0.0005467832456583996,-0.0025197621015760354,0.00028995406309178547,0.0025197621015760354,0.00028995406309178547,1523.0387286383855,59.521246332948394,2.0,23.522499999999994,120,0.3235400678502031,0.2850514061372674,0.43119888641478127,knee,5
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.3015079602404,0.43352215600710714,0.9975950061563865,0.0004611194211428971,-0.0015129296232859958,0.0002512465429841872,0.0015129296232859958,0.0002512465429841872,1687.0901890000944,95.15050081725592,2.0,22.681874999999998,237,0.5175999103189269,0.13746634311765646,0.5355433340564537,longevity,5
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.930719283569342,0.4423045188370723,0.9945446321573426,0.00023844298904444918,-0.0033327990677947733,0.0001551211066784651,0.0033327990677947733,0.0001551211066784651,1423.928120436626,18.626219654388528,2.0,24.356500000000004,39,0.14278411684162634,0.6134870358402703,0.6298838362478627,fast_charge,6
4.85,61.0,4.8,7.54639175257732,2.375,9.921391752577321,5.17139175257732,0.3125851111428187,5,True,True,True,True,10.124764097371152,0.4423045188370723,0.9963272979659252,0.0002158549128798239,-0.002273219518709116,0.00014227181236737562,0.002273219518709116,0.00014227181236737562,1576.3987018587288,27.727993665253397,2.0,23.40790625,135,0.34964126126719774,0.34718925647427923,0.49273663491938535,knee,6
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.282319713214882,0.4423045188370723,0.9972869069677284,0.0002988219993568803,-0.0016961353355740448,0.000198934280910257,0.0016961353355740448,0.000198934280910257,1704.036400424426,56.1698008652811,2.0,22.681874999999998,237,0.5175999103189269,0.20215414645472649,0.555676134174395,longevity,6
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,10.131768472046671,0.5321560041765725,0.9915242315354439,0.0005662479275643524,-0.004926502678153933,0.0002653003689702098,0.004926502678153933,0.0002653003689702098,1317.126469527222,40.23111637011652,2.0,24.356500000000004,39,0.14278411684162634,0.5337030034392445,0.5524728046721517,fast_charge,7
4.85,55.0,4.85,6.804123711340207,3.0927835051546393,9.896907216494846,3.7113402061855676,0.41152234714075303,5,True,True,True,True,10.301328749766006,0.5321560041765725,0.994965069965894,0.0003862814137720406,-0.0030022365849818517,0.00018566364607032444,0.0030022365849818517,0.00018566364607032444,1454.7248195001582,51.02679440962575,2.0,23.522499999999994,120,0.3235400678502031,0.2902982221598413,0.43468521172646146,knee,7
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.483368901692211,0.5321560041765725,0.9970214077378663,0.0002954520484668754,-0.0018223948260911618,0.0001457102193234848,0.0018223948260911618,0.0001457102193234848,1607.9665666349695,72.92224462446647,2.0,22.681874999999998,237,0.5175999103189269,0.1410573628597169,0.5364763245280252,longevity,7
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,10.118575048406806,0.5429441804415652,0.9928606721548211,0.000431138452470481,-0.004306698785488057,0.00024289795011703136,0.004306698785488057,0.00024289795011703136,1380.9018974970825,40.94833137948032,2.0,24.356500000000004,39,0.14278411684162634,0.528012756703323,0.546977856282762,fast_charge,8
4.85,55.0,4.85,6.804123711340207,3.0927835051546393,9.896907216494846,3.7113402061855676,0.41152234714075303,5,True,True,True,True,10.28813532612614,0.5429441804415652,0.9958354439026467,0.00027661839404546153,-0.002594303604380455,0.00016093594597722246,0.002594303604380455,0.00016093594597722246,1532.2594998338461,49.97566844614191,2.0,23.522499999999994,120,0.3235400678502031,0.28468676150347966,0.43095791868795397,knee,8
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.470175478052345,0.5429441804415652,0.997581085095549,0.00022295373415290057,-0.0015564978161254396,0.00013398697884025863,0.0015564978161254396,0.00013398697884025863,1701.6123513623666,77.01383307511021,2.0,22.681874999999998,237,0.5175999103189269,0.1372178074691822,0.5354795923737997,longevity,8
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.944729616443162,0.4365743031028643,0.9935200178117191,0.0006178018789971987,-0.0039057283384353503,0.0003681978772521496,0.0039057283384353503,0.0003681978772521496,1357.9609741573897,31.053612263421947,2.0,24.356500000000004,39,0.14278411684162634,0.5203260898841015,0.539561436572631,fast_charge,9
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,10.086517960646821,0.4365743031028643,0.9959411444240438,0.00044130671717005254,-0.002519013074028773,0.00027081405245109335,0.002519013074028773,0.00027081405245109335,1479.9624942959651,38.595535707876685,2.0,23.6565625,108,0.2939344177445688,0.3082276599685425,0.42591282242323036,knee,9
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.296330046088702,0.4365743031028643,0.9978841642300267,0.00034916158980402757,-0.0013677037172522906,0.00022317234118356713,0.0013677037172522906,0.00022317234118356713,1668.3247083753301,66.0350503617384,2.0,22.681874999999998,237,0.5175999103189269,0.1321346196832452,0.5341996114571753,longevity,9
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.943582661299198,0.4371884064213954,0.9938546873055827,0.0004685027792946697,-0.0037039613715160245,0.0002657290002757896,0.0037039613715160245,0.0002657290002757896,1397.8829585140522,13.46057014662691,2.0,24.356500000000004,39,0.14278411684162634,0.506925921005327,0.526650921777739,fast_charge,10
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,10.085371005502857,0.4371884064213954,0.9962344524888106,0.0003489794467971723,-0.002334062571766468,0.0002035581673052991,0.002334062571766468,0.0002035581673052991,1537.7894715344823,18.000851996792036,2.0,23.6565625,108,0.2939344177445688,0.2949018639605484,0.416370689773241,knee,10
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.295183090944738,0.4371884064213954,0.998096232761245,0.0002731249679300522,-0.0012269703954246012,0.000165647908934907,0.0012269703954246012,0.000165647908934907,1756.2411199318149,31.824101830295575,2.0,22.681874999999998,237,0.5175999103189269,0.12355331267088444,0.5321419812738989,longevity,10
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,10.116520364549455,0.544827570068327,0.9923971362830211,0.0007558006535399645,-0.004509617339312885,0.00040530206046967936,0.004509617339312885,0.00040530206046967936,1329.068441421473,42.21949490969455,2.0,24.356500000000004,39,0.14278411684162634,0.5316753280114457,0.5505142672432037,fast_charge,11
4.85,55.0,4.85,6.804123711340207,3.0927835051546393,9.896907216494846,3.7113402061855676,0.41152234714075303,5,True,True,True,True,10.28608064226879,0.544827570068327,0.995522347179696,0.00045801848473016684,-0.002736881261117877,0.0002531031832179546,0.002736881261117877,0.0002531031832179546,1471.4765976108217,48.09739754068177,2.0,23.522499999999994,120,0.3235400678502031,0.2882929628348128,0.43334859861846653,knee,11
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.468120794194995,0.544827570068327,0.9973739851869382,0.00036631428626016294,-0.0016544337197360928,0.0002086484296965517,0.0016544337197360928,0.0002086484296965517,1630.4614311682353,72.67797947938628,2.0,22.681874999999998,237,0.5175999103189269,0.13968164610154477,0.536116246181552,longevity,11
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.935397923624631,0.43988052522914517,0.9943964675206002,0.0007719967390277579,-0.0034084426868967593,0.0004214598873691148,0.0034084426868967593,0.0004214598873691148,1396.1827873848526,71.60630171674619,2.0,24.356500000000004,39,0.14278411684162634,0.6711035397636194,0.6861248174388557,fast_charge,12
4.8,54.0,4.85,6.750000000000002,3.2164948453608253,9.966494845360828,3.5335051546391765,0.42704111562382635,5,True,True,True,True,10.174545830209947,0.43988052522914517,0.9959240576498153,0.000582888935166945,-0.0025019332820220884,0.0003211294841441008,0.0025019332820220884,0.0003211294841441008,1491.5809186692295,79.40721960021946,2.0,23.196812499999997,161,0.3977224070353445,0.36424059910756595,0.5393091201678559,knee,12
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.286998353270171,0.43988052522914517,0.996461266335544,0.0008141708100489086,-0.00218097700427042,0.00045036581241957203,0.00218097700427042,0.00045036581241957203,1536.0046542845985,131.55748854959205,2.0,22.681874999999998,237,0.5175999103189269,0.2555935330282961,0.5772674607909647,longevity,12
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.963179362941693,0.42724780480566454,0.9930312429884935,0.0005412449736244292,-0.00420468861254171,0.00031935694299113247,0.00420468861254171,0.00031935694299113247,1361.798455986627,36.8729997624049,2.0,24.356500000000004,39,0.14278411684162634,0.5176503340966188,0.5369815382418508,fast_charge,13
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,10.104967707145352,0.42724780480566454,0.9956587363462044,0.00040807056894908377,-0.002699345182190532,0.0002481312735071655,0.002699345182190532,0.0002481312735071655,1486.1075254457892,48.699715410196944,2.0,23.6565625,108,0.2939344177445688,0.3055476809813566,0.42397739006688023,knee,13
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.314779792587233,0.42724780480566454,0.997754072778476,0.00029603024879168097,-0.001456228959179821,0.00018770422305601034,0.001456228959179821,0.00018770422305601034,1678.3378421128132,77.12175016205622,2.0,22.681874999999998,237,0.5175999103189269,0.13039280023119773,0.5337714393954535,longevity,13
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,10.12749828660836,0.5361929801979097,0.9931046857854122,0.0004900115782689024,-0.0041284714131300014,0.00027015168847216274,0.0041284714131300014,0.00027015168847216274,1395.7523706169086,14.154319449359683,2.0,24.356500000000004,39,0.14278411684162634,0.515649247990905,0.5350527553202852,fast_charge,14
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,10.269286630812019,0.5361929801979097,0.9957068879431429,0.0003582108374947169,-0.002641267074164609,0.00020292938457245135,0.002641267074164609,0.00020292938457245135,1535.5110719083993,18.283013813395293,2.0,23.6565625,108,0.2939344177445688,0.30354965334447487,0.42253974248630094,knee,14
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.4790987162539,0.5361929801979097,0.9977807112886838,0.000255027165883974,-0.0014180534354917681,0.00015004839729380374,0.0014180534354917681,0.00015004839729380374,1753.7431184979769,28.75854825299564,2.0,22.681874999999998,237,0.5175999103189269,0.12909943817835867,0.5334569636813536,longevity,14
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.785918652838202,0.03546666468410449,0.9919645543842784,0.0010229355163506406,-0.0046731931723586,0.0005158092588163439,0.0046731931723586,0.0005158092588163439,1304.089476915892,43.975990202854675,2.0,24.356500000000004,39,0.14278411684162634,0.5507982766370834,0.5690044336985646,fast_charge,15
4.85,55.0,4.85,6.804123711340207,3.0927835051546393,9.896907216494846,3.7113402061855676,0.41152234714075303,5,True,True,True,True,9.955478930557536,0.03546666468410449,0.9950125597350818,0.0007827182723731234,-0.0029479023842094465,0.00040112337632847064,0.0029479023842094465,0.00040112337632847064,1407.8016433594464,58.524697604751815,2.0,23.522499999999994,120,0.3235400678502031,0.30745394284077837,0.4463251084947548,knee,15
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.137519082483742,0.03546666468410449,0.996916101590322,0.0007079373480195527,-0.0018527760782206493,0.0003687693390312961,0.0018527760782206493,0.0003687693390312961,1520.6859902489352,92.47072268272369,2.0,22.681874999999998,237,0.5175999103189269,0.15299141212760006,0.5397370094286276,longevity,15
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,10.104395487346586,0.5539736777952727,0.9932366994584535,0.0017554800886040922,-0.003989426663052039,0.0008981295520001812,0.003989426663052039,0.0008981295520001812,1257.6415318727281,104.89965330813985,2.0,24.356500000000004,39,0.14278411684162634,0.6051387824309218,0.6217557800489045,fast_charge,16
4.85,64.0,4.8,7.917525773195877,2.0,9.917525773195877,5.917525773195877,0.26361189426846865,5,True,True,True,True,10.294574321766952,0.5539736777952727,0.9955704134318872,0.00047034106367189825,-0.002691167103996666,0.0002478458482761005,0.002691167103996666,0.0002478458482761005,1468.2415585969325,50.09878307216906,2.0,23.425999999999995,132,0.34552002020135525,0.3422644658976034,0.4863425222784007,knee,16
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.455995916992126,0.5539736777952727,0.9968422254657083,0.0007744855262974296,-0.001964334017014334,0.0004178677021600915,0.001964334017014334,0.0004178677021600915,1661.7670893692682,130.97315893011128,2.0,22.681874999999998,237,0.5175999103189269,0.19509377907954994,0.5531466801832055,longevity,16
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.813370046245254,0.0443864286599999,0.9930749030853991,0.0004775893977720025,-0.004231954285405921,0.000285848380734786,0.004231954285405921,0.000285848380734786,1364.1317282800687,49.21128018097743,2.0,24.356500000000004,39,0.14278411684162634,0.5139218974451056,0.5333882457420869,fast_charge,17
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,9.955158390448913,0.0443864286599999,0.9957354029972803,0.00038221172578480636,-0.0026993907355732324,0.00023695054360897412,0.0026993907355732324,0.00023695054360897412,1488.2826142209838,69.77357069313585,2.0,23.6565625,108,0.2939344177445688,0.30182922291465814,0.421305496926049,knee,17
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.164970475890794,0.0443864286599999,0.9978288855117353,0.00027014453268659426,-0.001443238722685941,0.00017588045352750082,0.001443238722685941,0.00017588045352750082,1680.210728695619,109.35955682783495,2.0,22.681874999999998,237,0.5175999103189269,0.1279893582909979,0.5331894063068983,longevity,17
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.939668109062943,0.4375829394836021,0.9934202205220322,0.0018282725679264248,-0.0038732308767945494,0.0009152647606028665,0.0038732308767945494,0.0009152647606028665,1275.4224279278037,108.1767377233762,2.0,24.356500000000004,39,0.14278411684162634,0.6533642547133462,0.6687840857551632,fast_charge,18
4.85,54.0,4.8,6.680412371134023,3.2500000000000004,9.930412371134024,3.430412371134022,0.42704111562382635,5,True,True,True,True,10.142733541421455,0.4375829394836021,0.9952551483272338,0.0006104015480136781,-0.00285185238447061,0.0003120065989630971,0.00285185238447061,0.0003120065989630971,1439.2723247776455,56.517922086990374,2.0,23.365687499999996,142,0.3592574904208282,0.38234324692451244,0.5246449303026287,knee,18
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.291268538708483,0.4375829394836021,0.9962135809656226,0.0011962550989104551,-0.0023087328738134604,0.000620315403766233,0.0023087328738134604,0.000620315403766233,1564.474102541604,150.8737662783406,2.0,22.681874999999998,237,0.5175999103189269,0.2382274287098929,0.5697911678429987,longevity,18
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.9475228008275,0.4349511824032682,0.9933874101606626,0.0005789663029707793,-0.003994511492594013,0.00034402913033864963,0.003994511492594013,0.00034402913033864963,1368.815160989223,36.220471684137394,2.0,24.356500000000004,39,0.14278411684162634,0.5216548066019753,0.5408428988839434,fast_charge,19
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,10.089311145031159,0.4349511824032682,0.9958485233910248,0.0004182361168903936,-0.0025821736289174326,0.00025589053383867774,0.0025821736289174326,0.00025589053383867774,1491.5074538670228,45.41213907463481,2.0,23.6565625,108,0.2939344177445688,0.3095620069752501,0.42687946553726785,knee,19
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.29912323047304,0.4349511824032682,0.9978289231781392,0.00033238273856827673,-0.0014064696353113708,0.0002118085424994952,0.0014064696353113708,0.0002118085424994952,1680.8927340419502,77.77336025895943,2.0,22.681874999999998,237,0.5175999103189269,0.13300485450529906,0.534415529793191,longevity,19
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.78164846739989,0.03788962289387059,0.9933996098198633,0.0007786578902902463,-0.00394430720317864,0.0004065830201102775,0.00394430720317864,0.0004065830201102775,1372.9850510993606,43.732425482029065,2.0,24.356500000000004,39,0.14278411684162634,0.5153836153877596,0.5347967604916856,fast_charge,20
4.85,58.0,4.9,7.175257731958763,2.6938775510204076,9.86913528297917,4.4813801809383556,0.36542463657722224,5,True,True,True,True,9.92343681160355,0.03788962289387059,0.9958752489885451,0.0006404544317443822,-0.002522285544023967,0.0003422048605724648,0.002522285544023967,0.0003422048605724648,1490.1826890929028,62.472759305859476,2.0,23.6565625,108,0.2939344177445688,0.3032848268396823,0.4223495331192101,knee,20
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.13324889704543,0.03788962289387059,0.9978567084562557,0.0005321661269310612,-0.0013533081409206984,0.00029360543936268464,0.0013533081409206984,0.00029360543936268464,1670.2333284620674,111.97054692529139,2.0,22.681874999999998,237,0.5175999103189269,0.12892834679445642,0.5334155844829741,longevity,20
5.0,28.0,4.9,3.3600000000000003,6.36734693877551,9.727346938775511,-3.00734693877551,0.3826513837107855,2,True,True,True,True,9.94213124753727,0.4361898415774422,0.993630341091111,0.0007929397013941796,-0.0038997732976901013,0.0004162358801182308,0.0038997732976901013,0.0004162358801182308,1410.8581143517185,88.90136349331436,2.0,24.356500000000004,39,0.14278411684162634,0.626796282463564,0.642853703211226,fast_charge,21
4.85,55.0,4.8,6.804123711340207,3.125,9.929123711340207,3.679123711340207,0.41068007185717104,5,True,True,True,True,10.143908020101966,0.4361898415774422,0.9956223259002934,0.0003876750789395395,-0.002703839052731438,0.0002052964598185795,0.002703839052731438,0.0002052964598185795,1453.3364984898833,65.14659670258794,2.0,23.371718749999996,141,0.35788374339887885,0.3535496522930493,0.5030687134236541,knee,21
4.75,60.0,4.8,7.578947368421052,2.5,10.078947368421051,5.078947368421052,0.32892325121282556,5,True,True,True,True,10.29373167718281,0.4361898415774422,0.9966337193240841,0.000598683102055811,-0.002091990054484255,0.0003189939590064202,0.002091990054484255,0.0003189939590064202,1483.852280612906,133.5790775889437,2.0,22.681874999999998,237,0.5175999103189269,0.2137546111785383,0.5600006258588014,longevity,21
