battery_id,strategy,strategy_code,dataset_id,prediction_test,SOH_50,SOH_100,SOH_150,slope_1_50,slope_50_100,slope_100_150,slope_50_150,curvature,noise_mad,IR_mean,IR_slope,Tavg_mean,Tavg_slope,chargetime_mean,chargetime_slope
11,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,1,0.9993518125,0.9979362482,0.9967645348,0.0010896939999993638,-0.0026949233333332474,-0.0024277341666668743,-0.0025710621209050653,-0.003302514193248738,9.577477391994004e-05,0.01500161491333333,6.271491228070287e-05,34.93854051973334,0.4078658617886175,10.041297744666666,-0.0
12,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9992228999,0.9977341678,0.9964181643,-0.00017099380952343001,-0.002939301176470533,-0.0028029618181817303,-0.002669445512820411,-0.0024098340881469646,0.00010806834486012326,0.014584682953333334,-0.00015534374999999902,37.060996877866664,1.0624609016393478,10.043580566733334,-0.0002787413793114979
13,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9995116687,0.9981762295,0.9970293212,0.0013235689473686076,-0.0026272302325580903,-0.0025254404166665427,-0.0024714263001605727,-0.0027071414933091107,9.31581331799717e-05,0.015011897386666669,5.21390243902427e-05,36.186027712599994,0.35366079279279256,10.041373999666668,-0.000738085714284052
14,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,1,0.9996823945,0.9986472844,0.9976244296,0.0021494193939392173,-0.0019473276470586864,-0.0024408373529411923,-0.0020981408617425025,-0.004023440511495175,8.981961450002532e-05,0.015134326906666669,1.3629824561402606e-05,32.20692614273333,0.30231383333336004,10.045542944466666,-0.00031183870967605424
15,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9994837714,0.9979399729,0.9961804828,0.000767456666666185,-0.003076530645161568,-0.0037300382499999563,-0.0031612643218622903,-0.004088226300063032,9.840275655002378e-05,0.015185255406666664,1.1233333333330228e-05,35.711123255333334,0.6693287124999969,10.042033710866669,-1.1892857143536162e-05
16,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,3,1,0.9913429309,0.9818701163,0.9718036077,-0.01933728195121931,-0.018931340851063967,-0.01978557272727279,-0.019288720785185058,-0.0006174831452066638,0.00010091924765993579,0.013778151340000001,0.00021233999999998449,34.16561933366667,0.22513212605041907,10.101752044133333,0.07554641772151874
17,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,0,0.9995462196,0.9989223887,0.9983499922,0.0008019299999976562,-0.0014504000000001602,-0.0014066672093024561,-0.0012634465404040506,-0.003133294401232315,9.759325694995608e-05,0.015433064199999997,1.79810810810826e-05,32.89860934146667,0.32426967499999293,11.040130122266666,7.500000000012126e-05
18,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9998373924,0.9984609085,0.9968780797,0.0018361839999991858,-0.002825066551724071,-0.003334446666667749,-0.002970750681818341,-0.006143902188650259,7.147814750999059e-05,0.015243962406666665,-4.0959821428570575e-05,33.17270900293333,0.3995826250000041,10.043263077666667,5.426744186010855e-05
19,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9998508516,0.9991242871,0.9984097256,0.0005222166666651873,-0.0015022661904757972,-0.0016204672727272338,-0.0014264535955055967,-0.004020714367352817,6.012106086001194e-05,0.0158120068,5.080952380952771e-05,33.184629240999996,0.3241468749999754,10.041383877733333,0.00020512820512954896
20,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,0,0.9999067054,0.9987798534,0.9974989319,0.002047697368420955,-0.0022972299999995155,-0.0026453727272727247,-0.0024235939005102557,-0.005108367350219307,7.92572014500399e-05,0.015370921199999998,-3.410077519380168e-06,32.63948555706667,0.3485409568965538,11.039552922266667,-1.4118644067798028e-05
21,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9994922068,0.9977115449,0.9957174608,-0.00011425078947387219,-0.003601166190475833,-0.004086705609756154,-0.003839795025886048,-0.004969316365873017,5.916315299992769e-05,0.01551929012,-1.6259756097559824e-05,34.32893984533334,0.44184993103447734,10.0424415552,0.0002238142857129739
22,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.999702916,0.9987396232,0.9979631777,0.001076189999993371,-0.001931557500000139,-0.0016902411538463828,-0.0017167447006302427,-0.003122811510648474,5.98515241800962e-05,0.016056480893333332,3.410864197530654e-05,33.3290521002,0.376817614285717,10.04259517773333,0.00015901149425225224
23,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9996346306,0.997802557,0.995758374,0.000787393809524121,-0.0036406747368419134,-0.004181474999997992,-0.003923630654761867,-0.0066101575964874724,5.9414898479935096e-05,0.01510131736,-0.00010648584070796515,34.24471874866667,0.46115518181818776,10.0424235664,0.0005066039603958941
24,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,1,0.9998593612,0.9987872112,0.9976519682,0.0033450088888886675,-0.0023053833333323377,-0.0026841473529411433,-0.0023223039357052762,-0.006140036346446144,7.54650071699208e-05,0.01555046878,-5.225925925927229e-06,33.232099825333336,0.3722272985074671,10.041845744133333,-0.00033636363636382134
25,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,1,0.9996420588,0.9983069268,0.9972993387,0.0015581240624999715,-0.002718734999999998,-0.002072615454545341,-0.0023447247150577607,-0.0041289528191668715,8.917542479989116e-05,0.015310462060000004,-1.3250909090907986e-05,35.049192850800004,0.38693956000000185,11.0405941666,9.756097560822895e-05
26,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9984873983,0.9975718627,0.9959444915,6.127400000055516e-05,-0.0019009222857142253,-0.0031796936363634536,-0.002426273282947579,-0.004176243143993444,7.631957781001418e-05,0.015441141793333335,2.1210000000000178e-05,35.19329875993333,0.48003653125000545,10.0422655778,0.00016538461538518644
27,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9991031497,0.9971485197,0.995668424,-0.0014557418750005269,-0.0039737063636364825,-0.0029244299999998864,-0.00346184790441179,-0.002196745022181155,7.08172785600401e-05,0.015021707006666668,2.4953636363636878e-05,35.4259941334,0.5027496363636369,10.043126199933333,0.00027536521739141733
28,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.999148664,0.997229004,0.9957261552,-0.00113299394736845,-0.00390074333333346,-0.0031674762500003006,-0.0035049785869564636,-0.0019297536036959424,6.211234092008722e-05,0.01547495314,3.8204761904763003e-05,35.224424820533336,0.4664611448275872,10.0431669,-6.3931506848895e-05
29,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9997051739,0.998487265,0.9971048485,0.001372948235293691,-0.0024391720000001746,-0.0029033011111111325,-0.002663741999999747,-0.004624435004587047,6.342525734999901e-05,0.015274144506666669,4.734705882352935e-05,33.2093671616,0.372451474576264,10.0432876778,8.584848484888443e-05
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,3,0,0.9940549327,0.9861689996,0.9787350669,-0.014305704827586233,-0.01580732200000018,-0.014634917000000414,-0.015342625885142385,-0.0013138172159795106,6.360687585004745e-05,0.014121825893333332,0.0001350877358490564,35.069748929,0.6652660666666558,10.093422166933333,0.05335899999999983
31,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9997780079,0.9990283223,0.9975122593,0.0032607586206895873,-0.001617946428571017,-0.0030392004255319154,-0.0024212142147886323,-0.007400090597853982,8.4961060169984e-05,0.01556309326,3.80376146788987e-05,34.79617344166667,0.3772737522935761,10.041865821733333,-0.00012379999999621662
32,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9997853353,0.999036104,0.9975803717,0.0035183416666658327,-0.001569181818181977,-0.002978164210526143,-0.002304420006720719,-0.007177591311999949,0.00010255210917006599,0.015653600033333336,4.560923076922999e-05,35.71548039273333,0.4433532525252538,10.042425433333333,0.00041930952380940853
33,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9996801977,0.9987227092,0.9972544082,0.001452496666668838,-0.001704121666666521,-0.003070354999995528,-0.002604975662878782,-0.00609591610582281,7.742433719998615e-05,0.015601198933333334,2.8428099173553487e-05,35.895067058133336,0.5176399780219816,10.042354444733334,0.00032532800000097947
34,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9997145004,0.9983971022,0.9965804691,0.0017628400000013755,-0.00275937999999476,-0.0038516524242424104,-0.003169122884615392,-0.005531338738744944,5.4987261839994105e-05,0.01492769064666667,3.197826086956512e-05,35.43162517493334,0.42890182456140363,10.0450177224,-0.0001168350515459572
35,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,3,0,0.9927279001,0.9822613595,0.9710439129,-0.01706257933333344,-0.021170061904761724,-0.02240599374999999,-0.022165459701727258,-0.006714183474317918,6.31652834400515e-05,0.01349490514,0.00032895701754385943,35.90193163093333,0.7530178985507251,10.117980377733334,0.10992857142857154
36,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9997208323,0.9987179588,0.9972952629,0.0014194450000004633,-0.0020340459999999005,-0.0030451539999994575,-0.002253668425926135,-0.0049319021322678435,6.76323572399635e-05,0.015578207726666668,1.843387096774242e-05,32.33820500293333,0.3143127804878116,10.043210755866665,9.677419355045362e-05
37,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9996211875,0.9981490142,0.9964947744,0.000707885000000158,-0.0030629861538455927,-0.0031221400000000115,-0.0031460111434659056,-0.004283994031336601,6.007925154009156e-05,0.015345379746666667,8.014529914529615e-06,33.20160434773334,0.3321359215686285,10.043249910933334,-0.00017932911392360706
38,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9993274185,0.9975087712,0.9957123621,-0.0005065092857141153,-0.003653897727272749,-0.0035555881081079897,-0.0036796207539681667,-0.0041728929262121175,7.379952846005468e-05,0.015316213433333333,4.6719999999989686e-05,35.910270742066665,0.4859874096385551,10.043766688733333,-0.0
39,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9993888053,0.997903465,0.9963718783,-6.226250000018752e-05,-0.003004930000000921,-0.003102316764705894,-0.002941082083332177,-0.0027412011646758072,7.098992733000478e-05,0.015378971533333334,1.3866666666671053e-05,35.66767584073333,0.508817897959185,10.043581844266663,7.483673469402434e-05
40,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9991258555,0.9973033553,0.9953191193,-0.00028201000000023,-0.003795595199999724,-0.003872176578947456,-0.003875692333333387,-0.004343639725732151,7.856519789998234e-05,0.01514319976,3.220410958904066e-05,36.005401597066665,0.461454631578945,10.043492066666666,1.9176991151008663e-05
41,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,0,0.9546467203,0.9532197111,0.9516005174,0.0037543503703704223,-0.0032505195000001592,-0.003267544722221966,-0.003293188521049755,-0.0065000978838823205,9.962108310009236e-05,0.014732987920000001,7.45428571428506e-06,35.1477590238,0.39741878048780754,11.0384238774,-0.00015327678571454482
42,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9995636592,0.9985875478,0.9975299751,0.000529497500001419,-0.0019221185185183368,-0.0020675139999999054,-0.002080459697368434,-0.003091320309904617,7.021912358992903e-05,0.015841888699999997,1.3427350427349267e-05,34.870725003666664,0.48709216326531274,10.043680011733333,1.785714285805286e-05
43,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9995661997,0.9980724788,0.9962486344,0.0027205077777777325,-0.0032813143243242498,-0.0032982493939395703,-0.003325078666666555,-0.006798944915180811,6.958464492002227e-05,0.015572584660000001,2.868181818181869e-05,33.98193145999999,0.3502552539682512,10.043246666466667,-6.670000000319476e-05
44,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9996823512,0.9981119391,0.9962870081,0.0014699750000013445,-0.0030905395000002667,-0.0036682241666669,-0.0033947731797854103,-0.006034465201112689,5.73518605800128e-05,0.015353632386666665,-0.0001678803571428548,34.252927118466665,0.788838029411753,10.043657322466666,-0.0002419354838704039
45,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9999081458,0.9992821684,0.9982147832,0.0036574219999996327,-0.001392160000002196,-0.0021415858333333356,-0.0016257404145407438,-0.0057914869825562085,6.462082598999521e-05,0.01831959362,3.144084507042419e-05,33.74174364826666,0.3687706736842095,10.043165777799999,4.4598591549081e-05
46,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,0,0.9999082885,0.9991718494,0.9982209931,0.00262847199999916,-0.0014256369696972059,-0.0022685482608695105,-0.0016390266829820117,-0.004515057583321075,6.84099068100213e-05,0.016018696606666664,-0.00042094257425742725,33.3674899142,1.1754029238095278,11.0384891666,0.0002384305555559586
47,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.999816106,0.9991774922,0.9982534492,0.001173961333333177,-0.0007398349999998555,-0.0019866965714283274,-0.001725979439655284,-0.004421640433372994,8.684848410002548e-05,0.015743394913333333,-0.00033784285714284074,34.265848761,1.4049688252427197,10.043671544333336,0.00019444791666637742
48,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9998421218,0.9990190426,0.9981814931,0.0028100038235295507,-0.0017230031250002609,-0.0018103099999999817,-0.0017539226702659935,-0.005550482681192664,6.16697106900054e-05,0.015575202493333334,5.718750000000371e-06,33.4646468014,0.39641321052631,10.043121377333332,-0.00010880991735471137
49,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,0,0.9998001724,0.9989129065,0.9983066831,0.002343414117647112,-0.0017767917647058247,-0.0015023397368421768,-0.001510044104251014,-0.003349438304089077,0.00010566757067999193,0.01561960604,-5.137391304346882e-06,32.833492256,0.377164861702131,11.038759266600001,0.0009983465346546762
