bootstrap_iteration,recommendation_type,C1,Q1,C2,predicted_charge_time,_life
53,fast_charge,5.2,58.0,4.55,9.817210070512763,1319.4613037109375
53,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1350.9993896484375
53,longevity,5.3,54.0,4.0,10.237011024275983,1370.3836669921875
54,fast_charge,5.2,58.0,4.55,9.817210070512763,1508.6763916015625
54,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1759.2716064453125
54,longevity,3.7,31.0,5.9,10.233881351590824,1858.910400390625
55,fast_charge,5.2,58.0,4.55,9.817210070512763,1327.1856689453125
55,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1343.7513427734375
55,longevity,5.0,67.0,4.0,10.213803477106172,1357.0947265625
56,fast_charge,5.2,58.0,4.55,9.817210070512763,1455.0985107421875
56,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1502.7779541015625
56,longevity,3.7,31.0,5.9,10.233881351590824,1528.812744140625
57,fast_charge,5.2,58.0,4.55,9.817210070512763,1295.8248291015625
57,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1332.34130859375
57,longevity,5.0,67.0,4.0,10.213803477106172,1358.918701171875
58,fast_charge,5.2,58.0,4.55,9.817210070512763,1248.477294921875
58,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1301.470458984375
58,longevity,5.3,54.0,4.0,10.237011024275983,1337.733154296875
59,fast_charge,5.2,58.0,4.55,9.817210070512763,1475.1934814453125
59,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1690.65087890625
59,longevity,3.7,31.0,5.9,10.233881351590824,1824.6966552734375
60,fast_charge,5.2,58.0,4.55,9.817210070512763,1369.5040283203125
60,ideal_point_compromise,5.1,64.0,4.3,9.985773381346936,1392.5054931640625
60,longevity,5.0,67.0,4.0,10.213803477106172,1408.8983154296875
61,fast_charge,5.2,58.0,4.55,9.817210070512763,1266.6846923828125
61,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1299.8629150390625
61,longevity,5.0,67.0,4.0,10.213803477106172,1321.74267578125
62,fast_charge,5.2,58.0,4.55,9.817210070512763,1455.2056884765625
62,ideal_point_compromise,5.15,23.0,4.9,9.883006964326299,1526.3443603515625
62,longevity,5.6,19.0,4.6,10.216039501950892,1553.9156494140625
63,fast_charge,5.2,58.0,4.55,9.817210070512763,1388.7535400390625
63,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1404.8492431640625
63,longevity,5.0,67.0,4.0,10.213803477106172,1413.308837890625
64,fast_charge,5.2,58.0,4.55,9.817210070512763,1432.6932373046875
64,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1472.605712890625
64,longevity,5.0,67.0,4.0,10.213803477106172,1497.85888671875
65,fast_charge,5.2,58.0,4.55,9.817210070512763,1350.763427734375
65,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1370.3135986328125
65,longevity,5.0,67.0,4.0,10.213803477106172,1386.5233154296875
66,fast_charge,5.2,58.0,4.55,9.817210070512763,1383.58837890625
66,ideal_point_compromise,5.15,23.0,4.9,9.883006964326299,1419.4617919921875
66,longevity,5.6,19.0,4.6,10.216039501950892,1442.41943359375
67,fast_charge,5.2,58.0,4.55,9.817210070512763,1265.1298828125
67,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1310.3138427734375
67,longevity,5.0,67.0,4.0,10.213803477106172,1340.5914306640625
68,fast_charge,5.2,58.0,4.55,9.817210070512763,1335.830810546875
68,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1372.85400390625
68,longevity,5.6,36.0,4.3,10.220481217969958,1406.152099609375
69,fast_charge,5.2,58.0,4.55,9.817210070512763,1274.4542236328125
69,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1313.9769287109375
69,longevity,5.0,67.0,4.0,10.213803477106172,1341.4910888671875
70,fast_charge,5.2,58.0,4.55,9.817210070512763,1332.1461181640625
70,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1371.064453125
70,longevity,5.0,67.0,4.0,10.213803477106172,1396.673095703125
71,fast_charge,5.2,58.0,4.55,9.817210070512763,1323.8607177734375
71,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1354.9119873046875
71,longevity,5.0,67.0,4.0,10.213803477106172,1373.353515625
72,fast_charge,5.2,58.0,4.55,9.817210070512763,1385.3582763671875
72,ideal_point_compromise,5.15,23.0,4.9,9.883006964326299,1422.24462890625
72,longevity,5.6,19.0,4.6,10.216039501950892,1434.421142578125
73,fast_charge,5.2,58.0,4.55,9.817210070512763,1333.7752685546875
73,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1350.230712890625
73,longevity,5.0,67.0,4.0,10.213803477106172,1360.4427490234375
74,fast_charge,5.2,58.0,4.55,9.817210070512763,1282.6116943359375
74,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1321.0050048828125
74,longevity,5.3,54.0,4.0,10.237011024275983,1342.5887451171875
75,fast_charge,5.2,58.0,4.55,9.817210070512763,1383.9010009765625
75,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1423.520751953125
75,longevity,5.0,67.0,4.0,10.213803477106172,1453.8857421875
76,fast_charge,5.2,58.0,4.55,9.817210070512763,1222.09814453125
76,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1260.10302734375
76,longevity,5.0,67.0,4.0,10.213803477106172,1283.843505859375
77,fast_charge,5.2,58.0,4.55,9.817210070512763,1448.719970703125
77,ideal_point_compromise,3.9,31.0,5.75,10.10607772459781,1488.7498779296875
77,longevity,3.7,31.0,5.9,10.233881351590824,1496.91015625
78,fast_charge,5.2,58.0,4.55,9.817210070512763,1298.340087890625
78,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1328.1177978515625
78,longevity,5.6,36.0,4.3,10.220481217969958,1354.679443359375
79,fast_charge,5.2,58.0,4.55,9.817210070512763,1412.1070556640625
79,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1450.454833984375
79,longevity,5.3,54.0,4.0,10.237011024275983,1469.658447265625
80,fast_charge,5.2,58.0,4.55,9.817210070512763,1341.207763671875
80,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1382.0489501953125
80,longevity,5.3,54.0,4.0,10.237011024275983,1403.685302734375
81,fast_charge,5.2,58.0,4.55,9.817210070512763,1385.0531005859375
81,ideal_point_compromise,5.4,34.0,4.65,9.93706512585169,1392.9969482421875
81,longevity,5.6,19.0,4.6,10.216039501950892,1399.197265625
82,fast_charge,5.2,58.0,4.55,9.817210070512763,1174.58056640625
82,ideal_point_compromise,5.35,50.0,4.35,9.969211147102948,1194.1248779296875
82,longevity,5.3,54.0,4.0,10.237011024275983,1216.1259765625
83,fast_charge,5.2,58.0,4.55,9.817210070512763,1463.8232421875
83,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1466.65673828125
83,longevity,5.3,54.0,4.0,10.237011024275983,1467.9599609375
84,fast_charge,5.2,58.0,4.55,9.817210070512763,1443.7666015625
84,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1456.3714599609375
84,longevity,5.6,36.0,4.3,10.220481217969958,1468.107421875
85,fast_charge,5.2,58.0,4.55,9.817210070512763,1221.9405517578125
85,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1261.32470703125
85,longevity,5.3,54.0,4.0,10.237011024275983,1282.408203125
86,fast_charge,5.2,58.0,4.55,9.817210070512763,1455.48486328125
86,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1466.0074462890625
86,longevity,4.8,80.0,4.8,10.22380347710617,1473.7646484375
87,fast_charge,5.2,58.0,4.55,9.817210070512763,1431.99609375
87,ideal_point_compromise,5.15,23.0,4.9,9.883006964326299,1520.2294921875
87,longevity,5.6,19.0,4.6,10.216039501950892,1594.2352294921875
88,fast_charge,5.2,58.0,4.55,9.817210070512763,1306.173583984375
88,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1336.771240234375
88,longevity,5.3,54.0,4.0,10.237011024275983,1355.647216796875
89,fast_charge,5.2,58.0,4.55,9.817210070512763,1242.34619140625
89,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1272.6427001953125
89,longevity,5.0,67.0,4.0,10.213803477106172,1292.98779296875
90,fast_charge,5.2,58.0,4.55,9.817210070512763,1166.4049072265625
90,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1203.190673828125
90,longevity,5.3,54.0,4.0,10.237011024275983,1228.242431640625
91,fast_charge,5.2,58.0,4.55,9.817210070512763,1328.4927978515625
91,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1338.3138427734375
91,longevity,5.0,67.0,4.0,10.213803477106172,1349.19775390625
92,fast_charge,5.2,58.0,4.55,9.817210070512763,1303.3094482421875
92,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1332.7476806640625
92,longevity,5.6,36.0,4.3,10.220481217969958,1359.18310546875
93,fast_charge,5.2,58.0,4.55,9.817210070512763,1360.6263427734375
93,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1397.944580078125
93,longevity,5.3,54.0,4.0,10.237011024275983,1416.7288818359375
94,fast_charge,5.2,58.0,4.55,9.817210070512763,1266.1456298828125
94,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1308.07568359375
94,longevity,5.0,67.0,4.0,10.213803477106172,1341.5955810546875
95,fast_charge,5.2,58.0,4.55,9.817210070512763,1304.84033203125
95,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1336.75048828125
95,longevity,4.8,80.0,4.8,10.22380347710617,1354.1796875
96,fast_charge,5.2,58.0,4.55,9.817210070512763,1453.15380859375
96,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1607.0347900390625
96,longevity,3.7,31.0,5.9,10.233881351590824,1686.5242919921875
97,fast_charge,5.2,58.0,4.55,9.817210070512763,1354.1480712890625
97,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1377.2779541015625
97,longevity,5.3,54.0,4.0,10.237011024275983,1392.1231689453125
98,fast_charge,5.2,58.0,4.55,9.817210070512763,1453.4896240234375
98,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1507.0919189453125
98,longevity,3.7,31.0,5.9,10.233881351590824,1524.861328125
99,fast_charge,5.2,58.0,4.55,9.817210070512763,1446.8333740234375
99,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1501.988525390625
99,longevity,5.0,67.0,4.0,10.213803477106172,1542.6126708984375
100,fast_charge,5.2,58.0,4.55,9.817210070512763,1307.1549072265625
100,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1355.4520263671875
100,longevity,5.0,67.0,4.0,10.213803477106172,1392.61083984375
101,fast_charge,5.2,58.0,4.55,9.817210070512763,1414.318359375
101,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1570.4010009765625
101,longevity,3.7,31.0,5.9,10.233881351590824,1679.9990234375
102,fast_charge,5.2,58.0,4.55,9.817210070512763,1244.154296875
102,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1275.676025390625
102,longevity,5.0,67.0,4.0,10.213803477106172,1296.0252685546875
103,fast_charge,5.2,58.0,4.55,9.817210070512763,1371.10546875
103,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1391.613525390625
103,longevity,5.0,67.0,4.0,10.213803477106172,1407.574462890625
104,fast_charge,5.2,58.0,4.55,9.817210070512763,1269.159423828125
104,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1290.89599609375
104,longevity,5.3,54.0,4.0,10.237011024275983,1318.3751220703125
105,fast_charge,5.2,58.0,4.55,9.817210070512763,1258.626220703125
105,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1316.639404296875
105,longevity,5.3,54.0,4.0,10.237011024275983,1354.4896240234375
106,fast_charge,5.2,58.0,4.55,9.817210070512763,1482.4339599609375
106,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1590.91845703125
106,longevity,3.7,31.0,5.9,10.233881351590824,1651.940673828125
107,fast_charge,5.2,58.0,4.55,9.817210070512763,1432.021484375
107,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1444.7674560546875
107,longevity,4.8,80.0,4.8,10.22380347710617,1453.852783203125
108,fast_charge,5.2,58.0,4.55,9.817210070512763,1283.400390625
108,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1321.0372314453125
108,longevity,5.0,67.0,4.0,10.213803477106172,1372.1719970703125
109,fast_charge,5.2,58.0,4.55,9.817210070512763,1462.639404296875
109,ideal_point_compromise,4.2,29.0,5.55,9.880174133476826,1517.740478515625
109,longevity,3.7,31.0,5.9,10.233881351590824,1533.846923828125
110,fast_charge,5.2,58.0,4.55,9.817210070512763,1361.949951171875
110,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1397.235595703125
110,longevity,5.3,54.0,4.0,10.237011024275983,1435.988037109375
111,fast_charge,5.2,58.0,4.55,9.817210070512763,1433.7442626953125
111,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1459.3116455078125
111,longevity,4.8,80.0,4.8,10.22380347710617,1478.0609130859375
112,fast_charge,5.2,58.0,4.55,9.817210070512763,1414.983154296875
112,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1455.4337158203125
112,longevity,4.8,80.0,4.8,10.22380347710617,1483.6943359375
113,fast_charge,5.2,58.0,4.55,9.817210070512763,1342.678466796875
113,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1378.572021484375
113,longevity,5.3,54.0,4.0,10.237011024275983,1412.3736572265625
114,fast_charge,5.2,58.0,4.55,9.817210070512763,1288.630615234375
114,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1336.98388671875
114,longevity,5.3,54.0,4.0,10.237011024275983,1368.3133544921875
115,fast_charge,5.2,58.0,4.55,9.817210070512763,1236.697021484375
115,ideal_point_compromise,5.4,47.0,4.4,9.946025699328391,1260.94189453125
115,longevity,5.6,36.0,4.3,10.220481217969958,1282.5582275390625
116,fast_charge,5.2,58.0,4.55,9.817210070512763,1513.093994140625
116,ideal_point_compromise,5.0,24.0,5.0,9.823803477106171,1587.51416015625
116,longevity,5.6,19.0,4.6,10.216039501950892,1594.2882080078125
117,fast_charge,5.2,58.0,4.55,9.817210070512763,1219.013671875
117,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1254.593017578125
117,longevity,5.0,67.0,4.0,10.213803477106172,1286.1324462890625
118,fast_charge,5.2,58.0,4.55,9.817210070512763,1236.3792724609375
118,ideal_point_compromise,5.1,64.0,4.3,9.985773381346936,1280.8935546875
118,longevity,5.0,67.0,4.1,10.166242501496415,1309.4027099609375
119,fast_charge,5.2,58.0,4.55,9.817210070512763,1444.5228271484375
119,ideal_point_compromise,4.05,30.0,5.65,9.97798243482495,1521.954345703125
119,longevity,3.7,31.0,5.9,10.233881351590824,1564.5867919921875
120,fast_charge,5.2,58.0,4.55,9.817210070512763,1389.2308349609375
120,ideal_point_compromise,4.05,30.0,5.65,9.97798243482495,1471.579833984375
120,longevity,3.7,31.0,5.9,10.233881351590824,1526.281005859375
121,fast_charge,5.2,58.0,4.55,9.817210070512763,1420.1041259765625
121,ideal_point_compromise,5.05,67.0,4.4,9.956926789437404,1466.019775390625
121,longevity,5.0,67.0,4.0,10.213803477106172,1503.61474609375
122,fast_charge,5.2,58.0,4.55,9.817210070512763,1396.3900146484375
122,ideal_point_compromise,4.95,71.0,4.7,9.97880025337954,1458.4967041015625
122,longevity,4.8,80.0,4.8,10.22380347710617,1506.26806640625
123,fast_charge,5.2,58.0,4.55,9.817210070512763,1272.8514404296875
123,ideal_point_compromise,5.2,59.0,4.2,10.031495784798476,1341.4957275390625
123,longevity,5.3,54.0,4.0,10.237011024275983,1384.98974609375
124,fast_charge,5.2,58.0,4.55,9.817210070512763,1388.708740234375
124,ideal_point_compromise,5.1,64.0,4.25,10.012038771223818,1437.06787109375
124,longevity,5.0,67.0,4.0,10.213803477106172,1470.047607421875
