C1,Q1,C2,cycle,predicted_soh,eol_median
5.2,58.0,4.55,340,0.9818847805072095,1354.2705078125
5.2,58.0,4.55,345,0.9814583373335879,1354.2705078125
5.2,58.0,4.55,350,0.9810272552357063,1354.2705078125
5.2,58.0,4.55,355,0.980591534213565,1354.2705078125
5.2,58.0,4.55,360,0.980151174267164,1354.2705078125
5.2,58.0,4.55,365,0.9797061753965031,1354.2705078125
5.2,58.0,4.55,370,0.9792565376015824,1354.2705078125
5.2,58.0,4.55,375,0.9788022608824019,1354.2705078125
5.2,58.0,4.55,380,0.9783433452389616,1354.2705078125
5.2,58.0,4.55,385,0.9778797906712615,1354.2705078125
5.2,58.0,4.55,390,0.9774115971793016,1354.2705078125
5.2,58.0,4.55,395,0.9769387647630818,1354.2705078125
5.2,58.0,4.55,400,0.9764612934226025,1354.2705078125
5.2,58.0,4.55,405,0.9759791831578631,1354.2705078125
5.2,58.0,4.55,410,0.9754924339688641,1354.2705078125
5.2,58.0,4.55,415,0.9750010458556052,1354.2705078125
5.2,58.0,4.55,420,0.9745050188180865,1354.2705078125
5.2,58.0,4.55,425,0.974004352856308,1354.2705078125
5.2,58.0,4.55,430,0.9734990479702698,1354.2705078125
5.2,58.0,4.55,435,0.9729891041599718,1354.2705078125
5.2,58.0,4.55,440,0.9724745214254138,1354.2705078125
5.2,58.0,4.55,445,0.9719552997665961,1354.2705078125
5.2,58.0,4.55,450,0.9714314391835186,1354.2705078125
5.2,58.0,4.55,455,0.9709029396761815,1354.2705078125
5.2,58.0,4.55,460,0.9703698012445844,1354.2705078125
5.2,58.0,4.55,465,0.9698320238887275,1354.2705078125
5.2,58.0,4.55,470,0.9692896076086109,1354.2705078125
5.2,58.0,4.55,475,0.9687425524042345,1354.2705078125
5.2,58.0,4.55,480,0.9681908582755981,1354.2705078125
5.2,58.0,4.55,485,0.9676345252227021,1354.2705078125
5.2,58.0,4.55,490,0.9670735532455463,1354.2705078125
5.2,58.0,4.55,495,0.9665079423441306,1354.2705078125
5.2,58.0,4.55,500,0.9659376925184552,1354.2705078125
5.2,58.0,4.55,505,0.9653628037685199,1354.2705078125
5.2,58.0,4.55,510,0.9647832760943249,1354.2705078125
5.2,58.0,4.55,515,0.9641991094958701,1354.2705078125
5.2,58.0,4.55,520,0.9636103039731554,1354.2705078125
5.2,58.0,4.55,525,0.9630168595261811,1354.2705078125
5.2,58.0,4.55,530,0.9624187761549468,1354.2705078125
5.2,58.0,4.55,535,0.9618160538594528,1354.2705078125
5.2,58.0,4.55,540,0.9612086926396989,1354.2705078125
5.2,58.0,4.55,545,0.9605966924956854,1354.2705078125
5.2,58.0,4.55,550,0.9599800534274119,1354.2705078125
5.2,58.0,4.55,555,0.9593587754348787,1354.2705078125
5.2,58.0,4.55,560,0.9587328585180855,1354.2705078125
5.2,58.0,4.55,565,0.9581023026770329,1354.2705078125
5.2,58.0,4.55,570,0.9574671079117202,1354.2705078125
5.2,58.0,4.55,575,0.9568272742221478,1354.2705078125
5.2,58.0,4.55,580,0.9561828016083156,1354.2705078125
5.2,58.0,4.55,585,0.9555336900702236,1354.2705078125
5.2,58.0,4.55,590,0.9548799396078718,1354.2705078125
5.2,58.0,4.55,595,0.9542215502212601,1354.2705078125
5.2,58.0,4.55,600,0.9535585219103888,1354.2705078125
5.2,58.0,4.55,605,0.9528908546752576,1354.2705078125
5.2,58.0,4.55,610,0.9522185485158665,1354.2705078125
5.2,58.0,4.55,615,0.9515416034322157,1354.2705078125
5.2,58.0,4.55,620,0.9508600194243052,1354.2705078125
5.2,58.0,4.55,625,0.9501737964921348,1354.2705078125
5.2,58.0,4.55,630,0.9494829346357045,1354.2705078125
5.2,58.0,4.55,635,0.9487874338550147,1354.2705078125
5.2,58.0,4.55,640,0.9480872941500649,1354.2705078125
5.2,58.0,4.55,645,0.9473825155208553,1354.2705078125
5.2,58.0,4.55,650,0.9466730979673859,1354.2705078125
5.2,58.0,4.55,655,0.9459590414896568,1354.2705078125
5.2,58.0,4.55,660,0.9452403460876677,1354.2705078125
5.2,58.0,4.55,665,0.944517011761419,1354.2705078125
5.2,58.0,4.55,670,0.9437890385109103,1354.2705078125
5.2,58.0,4.55,675,0.9430564263361421,1354.2705078125
5.2,58.0,4.55,680,0.9423191752371138,1354.2705078125
5.2,58.0,4.55,685,0.9415772852138259,1354.2705078125
5.2,58.0,4.55,690,0.9408307562662781,1354.2705078125
5.2,58.0,4.55,695,0.9400795883944706,1354.2705078125
5.2,58.0,4.55,700,0.9393237815984032,1354.2705078125
5.2,58.0,4.55,705,0.938563335878076,1354.2705078125
5.2,58.0,4.55,710,0.9377982512334891,1354.2705078125
5.2,58.0,4.55,715,0.9370285276646424,1354.2705078125
5.2,58.0,4.55,720,0.9362541651715358,1354.2705078125
5.2,58.0,4.55,725,0.9354751637541694,1354.2705078125
5.2,58.0,4.55,730,0.9346915234125434,1354.2705078125
5.2,58.0,4.55,735,0.9339032441466574,1354.2705078125
5.2,58.0,4.55,740,0.9331103259565117,1354.2705078125
5.2,58.0,4.55,745,0.932312768842106,1354.2705078125
5.2,58.0,4.55,750,0.9315105728034409,1354.2705078125
5.2,58.0,4.55,755,0.9307037378405156,1354.2705078125
5.2,58.0,4.55,760,0.9298922639533307,1354.2705078125
5.2,58.0,4.55,765,0.929076151141886,1354.2705078125
5.2,58.0,4.55,770,0.9282553994061815,1354.2705078125
5.2,58.0,4.55,775,0.9274300087462171,1354.2705078125
5.2,58.0,4.55,780,0.926599979161993,1354.2705078125
5.2,58.0,4.55,785,0.9257653106535091,1354.2705078125
5.2,58.0,4.55,790,0.9249260032207653,1354.2705078125
5.2,58.0,4.55,795,0.9240820568637618,1354.2705078125
5.2,58.0,4.55,800,0.9232334715824985,1354.2705078125
5.2,58.0,4.55,805,0.9223802473769754,1354.2705078125
5.2,58.0,4.55,810,0.9215223842471925,1354.2705078125
5.2,58.0,4.55,815,0.9206598821931498,1354.2705078125
5.2,58.0,4.55,820,0.9197927412148473,1354.2705078125
5.2,58.0,4.55,825,0.9189209613122851,1354.2705078125
5.2,58.0,4.55,830,0.9180445424854629,1354.2705078125
5.2,58.0,4.55,835,0.9171634847343809,1354.2705078125
5.2,58.0,4.55,840,0.9162777880590394,1354.2705078125
5.2,58.0,4.55,845,0.9153874524594379,1354.2705078125
5.2,58.0,4.55,850,0.9144924779355765,1354.2705078125
5.2,58.0,4.55,855,0.9135928644874554,1354.2705078125
5.2,58.0,4.55,860,0.9126886121150746,1354.2705078125
5.2,58.0,4.55,865,0.9117797208184338,1354.2705078125
5.2,58.0,4.55,870,0.9108661905975334,1354.2705078125
5.2,58.0,4.55,875,0.9099480214523731,1354.2705078125
5.2,58.0,4.55,880,0.9090252133829531,1354.2705078125
5.2,58.0,4.55,885,0.9080977663892731,1354.2705078125
5.2,58.0,4.55,890,0.9071656804713334,1354.2705078125
5.2,58.0,4.55,895,0.906228955629134,1354.2705078125
5.2,58.0,4.55,900,0.9052875918626747,1354.2705078125
5.2,58.0,4.55,905,0.9043415891719556,1354.2705078125
5.2,58.0,4.55,910,0.9033909475569767,1354.2705078125
5.2,58.0,4.55,915,0.9024356670177381,1354.2705078125
5.2,58.0,4.55,920,0.9014757475542396,1354.2705078125
5.2,58.0,4.55,925,0.9005111891664813,1354.2705078125
5.2,58.0,4.55,930,0.8995419918544634,1354.2705078125
5.2,58.0,4.55,935,0.8985681556181855,1354.2705078125
5.2,58.0,4.55,940,0.8975896804576478,1354.2705078125
5.2,58.0,4.55,945,0.8966065663728503,1354.2705078125
5.2,58.0,4.55,950,0.8956188133637931,1354.2705078125
5.2,58.0,4.55,955,0.894626421430476,1354.2705078125
5.2,58.0,4.55,960,0.8936293905728991,1354.2705078125
5.2,58.0,4.55,965,0.8926277207910625,1354.2705078125
5.2,58.0,4.55,970,0.8916214120849661,1354.2705078125
5.2,58.0,4.55,975,0.8906104644546099,1354.2705078125
5.2,58.0,4.55,980,0.8895948778999938,1354.2705078125
5.2,58.0,4.55,985,0.888574652421118,1354.2705078125
5.2,58.0,4.55,990,0.8875497880179823,1354.2705078125
5.2,58.0,4.55,995,0.886520284690587,1354.2705078125
5.2,58.0,4.55,1000,0.8854861424389316,1354.2705078125
5.2,58.0,4.55,1005,0.8844473612630167,1354.2705078125
5.2,58.0,4.55,1010,0.8834039411628418,1354.2705078125
5.2,58.0,4.55,1015,0.8823558821384072,1354.2705078125
5.2,58.0,4.55,1020,0.8813031841897128,1354.2705078125
5.2,58.0,4.55,1025,0.8802458473167586,1354.2705078125
5.2,58.0,4.55,1030,0.8791838715195446,1354.2705078125
5.2,58.0,4.55,1035,0.8781172567980707,1354.2705078125
5.2,58.0,4.55,1040,0.877046003152337,1354.2705078125
5.2,58.0,4.55,1045,0.8759701105823438,1354.2705078125
5.2,58.0,4.55,1050,0.8748895790880905,1354.2705078125
5.2,58.0,4.55,1055,0.8738044086695775,1354.2705078125
5.2,58.0,4.55,1060,0.8727145993268047,1354.2705078125
5.2,58.0,4.55,1065,0.8716201510597721,1354.2705078125
5.2,58.0,4.55,1070,0.8705210638684797,1354.2705078125
5.2,58.0,4.55,1075,0.8694173377529275,1354.2705078125
5.2,58.0,4.55,1080,0.8683089727131156,1354.2705078125
5.2,58.0,4.55,1085,0.8671959687490437,1354.2705078125
5.2,58.0,4.55,1090,0.8660783258607121,1354.2705078125
5.2,58.0,4.55,1095,0.8649560440481208,1354.2705078125
5.2,58.0,4.55,1100,0.8638291233112696,1354.2705078125
5.2,58.0,4.55,1105,0.8626975636501586,1354.2705078125
5.2,58.0,4.55,1110,0.8615613650647878,1354.2705078125
5.2,58.0,4.55,1115,0.8604205275551573,1354.2705078125
5.2,58.0,4.55,1120,0.8592750511212669,1354.2705078125
5.2,58.0,4.55,1125,0.8581249357631167,1354.2705078125
5.2,58.0,4.55,1130,0.8569701814807067,1354.2705078125
5.2,58.0,4.55,1135,0.855810788274037,1354.2705078125
5.2,58.0,4.55,1140,0.8546467561431074,1354.2705078125
5.2,58.0,4.55,1145,0.853478085087918,1354.2705078125
5.2,58.0,4.55,1150,0.8523047751084688,1354.2705078125
5.2,58.0,4.55,1155,0.8511268262047599,1354.2705078125
5.2,58.0,4.55,1160,0.8499442383767911,1354.2705078125
5.2,58.0,4.55,1165,0.8487570116245625,1354.2705078125
5.2,58.0,4.55,1170,0.8475651459480742,1354.2705078125
5.2,58.0,4.55,1175,0.846368641347326,1354.2705078125
5.2,58.0,4.55,1180,0.845167497822318,1354.2705078125
5.2,58.0,4.55,1185,0.8439617153730503,1354.2705078125
5.2,58.0,4.55,1190,0.8427512939995228,1354.2705078125
5.2,58.0,4.55,1195,0.8415362337017355,1354.2705078125
5.2,58.0,4.55,1200,0.8403165344796882,1354.2705078125
5.2,58.0,4.55,1205,0.8390921963333813,1354.2705078125
5.2,58.0,4.55,1210,0.8378632192628146,1354.2705078125
5.2,58.0,4.55,1215,0.8366296032679881,1354.2705078125
5.2,58.0,4.55,1220,0.8353913483489017,1354.2705078125
5.2,58.0,4.55,1225,0.8341484545055556,1354.2705078125
5.2,58.0,4.55,1230,0.8329009217379497,1354.2705078125
5.2,58.0,4.55,1235,0.831648750046084,1354.2705078125
5.2,58.0,4.55,1240,0.8303919394299584,1354.2705078125
5.2,58.0,4.55,1245,0.8291304898895732,1354.2705078125
5.2,58.0,4.55,1250,0.827864401424928,1354.2705078125
5.2,58.0,4.55,1255,0.826593674036023,1354.2705078125
5.2,58.0,4.55,1260,0.8253183077228583,1354.2705078125
5.2,58.0,4.55,1265,0.8240383024854339,1354.2705078125
5.2,58.0,4.55,1270,0.8227536583237495,1354.2705078125
5.2,58.0,4.55,1275,0.8214643752378054,1354.2705078125
5.2,58.0,4.55,1280,0.8201704532276015,1354.2705078125
5.2,58.0,4.55,1285,0.8188718922931377,1354.2705078125
5.2,58.0,4.55,1290,0.8175686924344143,1354.2705078125
5.2,58.0,4.55,1295,0.816260853651431,1354.2705078125
5.2,58.0,4.55,1300,0.8149483759441879,1354.2705078125
5.2,58.0,4.55,1305,0.813631259312685,1354.2705078125
5.2,58.0,4.55,1310,0.8123095037569222,1354.2705078125
5.2,58.0,4.55,1315,0.8109831092768998,1354.2705078125
5.2,58.0,4.55,1320,0.8096520758726176,1354.2705078125
5.2,58.0,4.55,1325,0.8083164035440754,1354.2705078125
5.2,58.0,4.55,1330,0.8069760922912734,1354.2705078125
5.2,58.0,4.55,1335,0.8056311421142119,1354.2705078125
5.2,58.0,4.55,1340,0.8042815530128904,1354.2705078125
5.2,58.0,4.55,1345,0.802927324987309,1354.2705078125
5.2,58.0,4.55,1350,0.8015684580374679,1354.2705078125
5.1,64.0,4.3,0,1.0,1377.282958984375
5.1,64.0,4.3,5,0.9999160156396452,1377.282958984375
5.1,64.0,4.3,10,0.9998273906727506,1377.282958984375
5.1,64.0,4.3,15,0.9997341250993161,1377.282958984375
5.1,64.0,4.3,20,0.9996362189193416,1377.282958984375
5.1,64.0,4.3,25,0.9995336721328275,1377.282958984375
5.1,64.0,4.3,30,0.9994264847397735,1377.282958984375
5.1,64.0,4.3,35,0.9993146567401797,1377.282958984375
5.1,64.0,4.3,40,0.999198188134046,1377.282958984375
5.1,64.0,4.3,45,0.9990770789213724,1377.282958984375
5.1,64.0,4.3,50,0.9989513291021591,1377.282958984375
5.1,64.0,4.3,55,0.9988209386764059,1377.282958984375
5.1,64.0,4.3,60,0.9986859076441128,1377.282958984375
5.1,64.0,4.3,65,0.9985462360052799,1377.282958984375
5.1,64.0,4.3,70,0.9984019237599071,1377.282958984375
5.1,64.0,4.3,75,0.9982529709079946,1377.282958984375
5.1,64.0,4.3,80,0.9980993774495421,1377.282958984375
5.1,64.0,4.3,85,0.99794114338455,1377.282958984375
5.1,64.0,4.3,90,0.9977782687130179,1377.282958984375
5.1,64.0,4.3,95,0.997610753434946,1377.282958984375
5.1,64.0,4.3,100,0.997438597550334,1377.282958984375
5.1,64.0,4.3,105,0.9972618010591825,1377.282958984375
5.1,64.0,4.3,110,0.997080363961491,1377.282958984375
5.1,64.0,4.3,115,0.9968942862572597,1377.282958984375
5.1,64.0,4.3,120,0.9967035679464886,1377.282958984375
5.1,64.0,4.3,125,0.9965082090291776,1377.282958984375
5.1,64.0,4.3,130,0.9963082095053268,1377.282958984375
5.1,64.0,4.3,135,0.996103569374936,1377.282958984375
5.1,64.0,4.3,140,0.9958942886380056,1377.282958984375
5.1,64.0,4.3,145,0.9956803672945352,1377.282958984375
5.1,64.0,4.3,150,0.995461805344525,1377.282958984375
5.1,64.0,4.3,155,0.995238602787975,1377.282958984375
5.1,64.0,4.3,160,0.9950107596248852,1377.282958984375
5.1,64.0,4.3,165,0.9947782758552555,1377.282958984375
5.1,64.0,4.3,170,0.994541151479086,1377.282958984375
5.1,64.0,4.3,175,0.9942993864963764,1377.282958984375
5.1,64.0,4.3,180,0.9940529809071272,1377.282958984375
5.1,64.0,4.3,185,0.9938019347113382,1377.282958984375
5.1,64.0,4.3,190,0.9935462479090093,1377.282958984375
5.1,64.0,4.3,195,0.9932859205001405,1377.282958984375
5.1,64.0,4.3,200,0.993020952484732,1377.282958984375
5.1,64.0,4.3,205,0.9927513438627835,1377.282958984375
5.1,64.0,4.3,210,0.9924770946342952,1377.282958984375
5.1,64.0,4.3,215,0.992198204799267,1377.282958984375
5.1,64.0,4.3,220,0.9919146743576991,1377.282958984375
5.1,64.0,4.3,225,0.9916265033095913,1377.282958984375
5.1,64.0,4.3,230,0.9913336916549437,1377.282958984375
5.1,64.0,4.3,235,0.9910362393937562,1377.282958984375
5.1,64.0,4.3,240,0.9907341465260289,1377.282958984375
5.1,64.0,4.3,245,0.9904274130517617,1377.282958984375
5.1,64.0,4.3,250,0.9901160389709548,1377.282958984375
5.1,64.0,4.3,255,0.9898000242836078,1377.282958984375
5.1,64.0,4.3,260,0.9894793689897211,1377.282958984375
5.1,64.0,4.3,265,0.9891540730892947,1377.282958984375
5.1,64.0,4.3,270,0.9888241365823283,1377.282958984375
5.1,64.0,4.3,275,0.9884895594688221,1377.282958984375
5.1,64.0,4.3,280,0.988150341748776,1377.282958984375
5.1,64.0,4.3,285,0.9878064834221902,1377.282958984375
5.1,64.0,4.3,290,0.9874579844890644,1377.282958984375
5.1,64.0,4.3,295,0.9871048449493989,1377.282958984375
5.1,64.0,4.3,300,0.9867470648031934,1377.282958984375
5.1,64.0,4.3,305,0.9863846440504482,1377.282958984375
5.1,64.0,4.3,310,0.9860175826911631,1377.282958984375
5.1,64.0,4.3,315,0.9856458807253382,1377.282958984375
5.1,64.0,4.3,320,0.9852695381529735,1377.282958984375
5.1,64.0,4.3,325,0.9848885549740688,1377.282958984375
5.1,64.0,4.3,330,0.9845029311886243,1377.282958984375
5.1,64.0,4.3,335,0.98411266679664,1377.282958984375
5.1,64.0,4.3,340,0.9837177617981159,1377.282958984375
5.1,64.0,4.3,345,0.9833182161930519,1377.282958984375
5.1,64.0,4.3,350,0.9829140299814482,1377.282958984375
5.1,64.0,4.3,355,0.9825052031633045,1377.282958984375
5.1,64.0,4.3,360,0.982091735738621,1377.282958984375
5.1,64.0,4.3,365,0.9816736277073976,1377.282958984375
5.1,64.0,4.3,370,0.9812508790696344,1377.282958984375
5.1,64.0,4.3,375,0.9808234898253314,1377.282958984375
5.1,64.0,4.3,380,0.9803914599744885,1377.282958984375
5.1,64.0,4.3,385,0.9799547895171059,1377.282958984375
5.1,64.0,4.3,390,0.9795134784531834,1377.282958984375
5.1,64.0,4.3,395,0.9790675267827209,1377.282958984375
5.1,64.0,4.3,400,0.9786169345057187,1377.282958984375
5.1,64.0,4.3,405,0.9781617016221766,1377.282958984375
5.1,64.0,4.3,410,0.9777018281320947,1377.282958984375
5.1,64.0,4.3,415,0.977237314035473,1377.282958984375
5.1,64.0,4.3,420,0.9767681593323114,1377.282958984375
5.1,64.0,4.3,425,0.9762943640226099,1377.282958984375
5.1,64.0,4.3,430,0.9758159281063687,1377.282958984375
5.1,64.0,4.3,435,0.9753328515835876,1377.282958984375
5.1,64.0,4.3,440,0.9748451344542667,1377.282958984375
5.1,64.0,4.3,445,0.9743527767184058,1377.282958984375
5.1,64.0,4.3,450,0.9738557783760052,1377.282958984375
5.1,64.0,4.3,455,0.9733541394270647,1377.282958984375
5.1,64.0,4.3,460,0.9728478598715844,1377.282958984375
5.1,64.0,4.3,465,0.9723369397095643,1377.282958984375
5.1,64.0,4.3,470,0.9718213789410043,1377.282958984375
5.1,64.0,4.3,475,0.9713011775659045,1377.282958984375
5.1,64.0,4.3,480,0.9707763355842648,1377.282958984375
5.1,64.0,4.3,485,0.9702468529960853,1377.282958984375
5.1,64.0,4.3,490,0.9697127298013659,1377.282958984375
5.1,64.0,4.3,495,0.9691739660001067,1377.282958984375
5.1,64.0,4.3,500,0.9686305615923076,1377.282958984375
5.1,64.0,4.3,505,0.9680825165779688,1377.282958984375
5.1,64.0,4.3,510,0.9675298309570901,1377.282958984375
5.1,64.0,4.3,515,0.9669725047296716,1377.282958984375
5.1,64.0,4.3,520,0.9664105378957131,1377.282958984375
5.1,64.0,4.3,525,0.9658439304552149,1377.282958984375
5.1,64.0,4.3,530,0.9652726824081768,1377.282958984375
5.1,64.0,4.3,535,0.9646967937545988,1377.282958984375
5.1,64.0,4.3,540,0.9641162644944811,1377.282958984375
5.1,64.0,4.3,545,0.9635310946278235,1377.282958984375
5.1,64.0,4.3,550,0.9629412841546261,1377.282958984375
5.1,64.0,4.3,555,0.9623468330748888,1377.282958984375
5.1,64.0,4.3,560,0.9617477413886116,1377.282958984375
5.1,64.0,4.3,565,0.9611440090957947,1377.282958984375
5.1,64.0,4.3,570,0.9605356361964379,1377.282958984375
5.1,64.0,4.3,575,0.9599226226905412,1377.282958984375
5.1,64.0,4.3,580,0.9593049685781048,1377.282958984375
5.1,64.0,4.3,585,0.9586826738591284,1377.282958984375
5.1,64.0,4.3,590,0.9580557385336123,1377.282958984375
5.1,64.0,4.3,595,0.9574241626015563,1377.282958984375
5.1,64.0,4.3,600,0.9567879460629604,1377.282958984375
5.1,64.0,4.3,605,0.9561470889178246,1377.282958984375
5.1,64.0,4.3,610,0.9555015911661491,1377.282958984375
5.1,64.0,4.3,615,0.9548514528079337,1377.282958984375
5.1,64.0,4.3,620,0.9541966738431785,1377.282958984375
5.1,64.0,4.3,625,0.9535372542718835,1377.282958984375
5.1,64.0,4.3,630,0.9528731940940487,1377.282958984375
5.1,64.0,4.3,635,0.9522044933096739,1377.282958984375
5.1,64.0,4.3,640,0.9515311519187593,1377.282958984375
5.1,64.0,4.3,645,0.9508531699213049,1377.282958984375
5.1,64.0,4.3,650,0.9501705473173105,1377.282958984375
5.1,64.0,4.3,655,0.9494832841067765,1377.282958984375
5.1,64.0,4.3,660,0.9487913802897026,1377.282958984375
5.1,64.0,4.3,665,0.9480948358660888,1377.282958984375
5.1,64.0,4.3,670,0.9473936508359352,1377.282958984375
5.1,64.0,4.3,675,0.9466878251992417,1377.282958984375
5.1,64.0,4.3,680,0.9459773589560083,1377.282958984375
5.1,64.0,4.3,685,0.9452622521062353,1377.282958984375
5.1,64.0,4.3,690,0.9445425046499223,1377.282958984375
5.1,64.0,4.3,695,0.9438181165870695,1377.282958984375
5.1,64.0,4.3,700,0.9430890879176768,1377.282958984375
5.1,64.0,4.3,705,0.9423554186417443,1377.282958984375
5.1,64.0,4.3,710,0.941617108759272,1377.282958984375
5.1,64.0,4.3,715,0.9408741582702597,1377.282958984375
5.1,64.0,4.3,720,0.9401265671747077,1377.282958984375
5.1,64.0,4.3,725,0.9393743354726158,1377.282958984375
5.1,64.0,4.3,730,0.9386174631639841,1377.282958984375
5.1,64.0,4.3,735,0.9378559502488126,1377.282958984375
5.1,64.0,4.3,740,0.9370897967271012,1377.282958984375
5.1,64.0,4.3,745,0.93631900259885,1377.282958984375
5.1,64.0,4.3,750,0.9355435678640589,1377.282958984375
5.1,64.0,4.3,755,0.934763492522728,1377.282958984375
5.1,64.0,4.3,760,0.9339787765748572,1377.282958984375
5.1,64.0,4.3,765,0.9331894200204466,1377.282958984375
5.1,64.0,4.3,770,0.9323954228594962,1377.282958984375
5.1,64.0,4.3,775,0.9315967850920059,1377.282958984375
5.1,64.0,4.3,780,0.9307935067179758,1377.282958984375
5.1,64.0,4.3,785,0.9299855877374059,1377.282958984375
5.1,64.0,4.3,790,0.929173028150296,1377.282958984375
5.1,64.0,4.3,795,0.9283558279566464,1377.282958984375
5.1,64.0,4.3,800,0.9275339871564569,1377.282958984375
5.1,64.0,4.3,805,0.9267075057497276,1377.282958984375
5.1,64.0,4.3,810,0.9258763837364584,1377.282958984375
5.1,64.0,4.3,815,0.9250406211166494,1377.282958984375
5.1,64.0,4.3,820,0.9242002178903006,1377.282958984375
5.1,64.0,4.3,825,0.923355174057412,1377.282958984375
5.1,64.0,4.3,830,0.9225054896179833,1377.282958984375
5.1,64.0,4.3,835,0.921651164572015,1377.282958984375
5.1,64.0,4.3,840,0.9207921989195068,1377.282958984375
5.1,64.0,4.3,845,0.9199285926604588,1377.282958984375
5.1,64.0,4.3,850,0.919060345794871,1377.282958984375
5.1,64.0,4.3,855,0.9181874583227432,1377.282958984375
5.1,64.0,4.3,860,0.9173099302440756,1377.282958984375
5.1,64.0,4.3,865,0.9164277615588682,1377.282958984375
5.1,64.0,4.3,870,0.915540952267121,1377.282958984375
5.1,64.0,4.3,875,0.9146495023688338,1377.282958984375
5.1,64.0,4.3,880,0.9137534118640068,1377.282958984375
5.1,64.0,4.3,885,0.9128526807526401,1377.282958984375
