battery_id,strategy,dataset_id,prediction_test,n_observed_cycles,SOH_50,SOH_100,SOH_150,SOH_200,SOH_slope_1_50_per100,SOH_slope_50_100_per100,SOH_slope_100_150_per100,SOH_slope_150_200_per100,SOH_slope_50_200_per100,SOH_noise_sd,SOH_noise_mad,SOH_curvature_per100sq,SOH_slope_change_late_minus_early,SOH_capacity_outlier_count,IR_invalid_count,mean_chargetime_observed,chargetime_slope_per100,mean_Tavg_observed,Tavg_slope_per100,mean_IR_observed,IR_slope_per100,selected_model,eol_point,eol_bootstrap_median,eol_ci95_low,eol_ci95_high,eol_ci95_width_ratio,bootstrap_valid_fraction,bootstrap_valid_n,candidate_model_eol_min,candidate_model_eol_max,candidate_model_disagreement_ratio,reliability,reliability_note,parameters_json,strategy_code
18,5C_67PER_4C_NEWSTRUCTURE,3,0,200,0.9998373924,0.9984609085,0.9968780797,0.9948971111,0.001836183696,-0.002825066502,-0.003334446755,-0.003618778662,-0.003276316358,0.0002167362321,6.889830499e-05,-0.003622862997,-0.0007937121605,0,0,10.04330992,5.774927892e-05,33.26097257,0.3753500379,0.01523720011,-3.122195928e-05,quadratic,1258.911972,1272.401942,1223.020184,1397.504577,0.1371299328,1,300,577.8209507,1259.407737,0.5414094089,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9998176842115165, 8.856863358447234e-11, 0.0012607912663639372]",S4
19,5_3C_54PER_4C_NEWSTRUCTURE,3,0,200,0.9998508516,0.9991242871,0.9984097256,0.997144473,0.00052221663,-0.001502266153,-0.001620467369,-0.002295165675,-0.0016184184,0.0002237585762,6.032446531e-05,-0.002399581875,-0.0007928995224,0,0,10.04145418,7.555994702e-05,33.25028726,0.294442222,0.01582847896,5.893609265e-05,quadratic,1757.006579,1786.504748,1694.927289,1997.368391,0.1692920785,1,300,579.8300734,1757.006579,0.801983409,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9998210590100024, 2.441234164442596e-13, 0.0006472834168364555]",S5
20,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,200,0.9999067054,0.9987798534,0.9974989319,0.9957860189,0.00204769743,-0.00229722986,-0.002645372582,-0.003209761733,-0.002689818393,0.0003207097768,7.845156765e-05,-0.003070353327,-0.0009125318738,0,0,11.03937783,0.0001379310353,32.71217193,0.3210103947,0.01537341533,4.51996124e-06,quadratic,1389.944278,1402.743372,1350.44873,1558.958771,0.1486444669,1,300,570.0590976,1389.944278,0.6382468948,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9998685258895389, 1.3412521394358792e-08, 0.00103454461386232]",S9
21,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,200,0.9994922068,0.9977115449,0.9957174608,0.9931672837,-0.0001142507821,-0.003601165775,-0.004086705571,-0.004958917855,-0.004189451675,0.0001948655197,5.622002102e-05,-0.003180384022,-0.00135775208,0,0,10.04235453,-0.0001015720948,34.42251757,0.4094870835,0.015513438,-2.092660775e-05,quadratic,1175.259634,1182.13579,1100.944269,1276.739451,0.1487098044,1,300,643.1606192,1420.320123,0.6612662264,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9999541670600458, 0.0007052166078838869, 0.0013876423063383099]",S6
22,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,200,0.999702916,0.9987396232,0.9979631777,0.9965785433,0.001076197851,-0.001931557341,-0.001690241155,-0.002534973283,-0.001917333501,0.0001801804339,6.100766162e-05,-0.001955534169,-0.0006034159421,0,0,10.04253499,-4.659726246e-05,33.40710109,0.3478370823,0.01606545915,3.462844481e-05,quadratic,1604.324627,1616.921856,1543.818029,1849.316033,0.1889380139,1,300,676.4694087,1893.129485,0.758362775,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9997279519140132, 3.1753636247956236e-05, 0.0007740075740182182]",S7
23,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,200,0.9996346306,0.997802557,0.995758374,0.9930244044,0.000787393838,-0.003640674512,-0.004181472844,-0.005085120637,-0.004312455579,0.0002326106982,6.318742405e-05,-0.004060683145,-0.001444446124,0,0,10.04234464,1.641414128e-05,34.34268106,0.4272915,0.01507903914,-9.60175789e-05,quadratic,1108.843394,1111.665757,1058.922962,1202.084929,0.1287814849,1,300,603.4938305,1273.831317,0.6045375659,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.999876060478212, 0.00029905838122782946, 0.001598654641481321]",S6
26,5_3C_54PER_4C_NEWSTRUCTURE,3,0,200,0.9984873983,0.9975718627,0.9959444915,0.9944397446,6.127333287e-05,-0.001900922321,-0.003179693542,-0.003230269995,-0.002885738232,0.0006389238825,7.374972226e-05,-0.002950966889,-0.001329347674,0,0,10.04224153,-0.0001129032236,35.33751587,0.5447921086,0.01543635231,1.008428571e-05,quadratic,1339.096167,1359.886932,1293.790485,1545.138293,0.1848299313,1,300,572.8522009,1339.096167,0.6083678171,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9985618030715351, 2.3110285412981476e-09, 0.00110731735387139]",S5
27,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,200,0.9991031497,0.9971485197,0.995668424,0.9935300065,-0.0014557417,-0.003973706305,-0.00292443022,-0.004207406145,-0.003582923081,0.0001832447086,6.919986544e-05,-0.001337934183,-0.0002336998408,0,0,10.04310122,8.33333328e-05,35.55678663,0.5260778723,0.01502434032,1.437797772e-05,quadratic,1738.001087,1730.496714,1481.6068,2158.09832,0.3909233199,1,300,1087.274512,2773.323401,0.9701080755,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[1.0001420606922504, 0.0022498072239722205, 0.0005331319590916348]",S6
28,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,200,0.999148664,0.997229004,0.9957261552,0.9935958917,-0.001132993927,-0.003900743285,-0.003167476097,-0.004075560566,-0.003551131165,0.0002065092158,6.529024356e-05,-0.001066225724,-0.000174817281,0,0,10.04321072,0.0001422322767,35.34140593,0.4799247835,0.01548083147,2.765838509e-05,quadratic,1872.162756,1854.937883,1597.024576,2332.666028,0.3965854913,1,300,1218.541478,3065.805329,0.9867004592,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[1.000291381002149, 0.002453784047197501, 0.0004403790048400163]",S7
29,5C_67PER_4C_NEWSTRUCTURE,3,0,200,0.9997051739,0.998487265,0.9971048485,0.995053273,0.00137294795,-0.002439172129,-0.002903301164,-0.003797686084,-0.003017894132,0.0002003359764,6.568008831e-05,-0.003032047113,-0.001358513955,0,0,10.04321391,-3.010877971e-05,33.2927984,0.3531247469,0.0152837456,4.369778749e-05,quadratic,1289.233402,1303.109488,1260.89135,1383.425774,0.0940323316,1,300,585.2896957,1317.629337,0.5680427144,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.999804738875296, 1.2751120621691523e-07, 0.0012020958935843138]",S4
30,3_7C_31PER_5_9C_NEWSTRUCTURE,3,0,200,0.9940549327,0.9861689996,0.9787350669,0.9715132428,-0.01430570485,-0.01580732207,-0.01463491668,-0.0148534589,-0.01498567264,0.0001539045709,7.132556005e-05,-3.306707632e-05,0.0009538631707,0,0,10.11134814,0.06435208123,35.23541112,0.6754740813,0.01414735971,0.0001134140278,quadratic,1338.80245,1328.194871,1143.632206,1347.91608,0.1538056493,1,300,1159.486888,1338.802581,0.134132659,conditionally_stable,stable conditional on the selected model and 5000-cycle horizon,"[1.0013685898481446, 0.015040946850124652, 1.3889813791154803e-10]",S8
31,5C_67PER_4C_NEWSTRUCTURE,3,0,200,0.9997780079,0.9990283223,0.9975122593,0.995380574,0.003260758411,-0.001617945782,-0.00303920044,-0.004097656188,-0.003048908644,0.000297318988,7.989817962e-05,-0.00487478755,-0.002479710406,0,0,10.0418271,-0.0002383459232,34.90875344,0.4281176388,0.0155640853,1.900029615e-05,quadratic,1366.523535,1392.682663,1301.43911,1587.268601,0.2052366257,1,300,439.058859,1366.523535,1.197209602,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9999132954589426, 3.0025663494531877e-12, 0.001070551209766872]",S4
32,5_3C_54PER_4C_NEWSTRUCTURE,3,0,200,0.9997853353,0.999036104,0.9975803717,0.9958309134,0.00351834077,-0.00156918184,-0.002978163992,-0.003110731628,-0.002750514592,0.0002653928519,0.000101710616,-0.004253142947,-0.001541549788,0,0,10.04242337,-1.040625767e-06,35.83041718,0.4551170526,0.01566257602,4.056103535e-05,quadratic,1426.127053,1453.328855,1368.766389,1704.669777,0.2311268965,1,300,487.1541975,1426.127053,0.9847851094,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9998913231283387, 1.5753179807967204e-07, 0.0009828169210752708]",S5
33,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,200,0.9996801977,0.9987227092,0.9972544082,0.9951347588,0.001452498947,-0.001704121925,-0.003070357472,-0.003840973695,-0.00300736953,0.0002112747592,8.489439598e-05,-0.003799721993,-0.00213685177,0,0,10.04234366,0.0001332375474,36.02199454,0.5150597607,0.01560758631,2.722788462e-05,quadratic,1333.204184,1346.518387,1308.925248,1477.462331,0.1251650814,1,300,517.1895476,1333.204184,0.7666166238,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9998213901392844, 2.277471916731135e-08, 0.0011242113881648062]",S6
34,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,200,0.9997145004,0.9983971022,0.9965804691,0.9942263059,0.001762839426,-0.002759381295,-0.003851652367,-0.004365866406,-0.003673665256,0.0003535636088,5.548877899e-05,-0.003613175999,-0.00160648511,0,0,10.04498936,-7.27044894e-05,35.54551888,0.4493601071,0.01493029507,2.027689422e-05,quadratic,1192.341307,1202.53444,1165.023927,1293.514246,0.106849596,1,300,539.4325033,1192.341307,0.5914353297,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9998361605117256, 6.502241842092987e-11, 0.001405636079699191]",S7
35,3_7C_31PER_5_9C_NEWSTRUCTURE,3,0,200,0.9927279001,0.9822613595,0.9710439129,0.9603780766,-0.0170625795,-0.02117006221,-0.02240599376,-0.02142836132,-0.02213454901,0.0001938647326,6.127532288e-05,-0.003424539201,-0.0002582991142,0,0,10.15574018,0.1325715625,36.12447242,0.8393200929,0.0135663474,0.0002980654644,quadratic,695.8446053,697.1299785,661.3852199,735.3951277,0.1061637142,1,300,662.2836137,951.5441771,0.3878401309,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[1.0018694547100901, 0.017977910831506964, 0.0015855261725875257]",S8
36,5_3C_54PER_4C_NEWSTRUCTURE,3,0,200,0.9997208323,0.9987179588,0.9972952629,0.9952886918,0.001419443529,-0.002034045851,-0.003045154278,-0.003691080634,-0.00287386046,0.0002197705908,6.370803842e-05,-0.003402966427,-0.001657034783,0,0,10.04299226,2.18621341e-06,32.4113852,0.304679197,0.01558392666,2.253980974e-05,quadratic,1336.872554,1345.814587,1311.421489,1432.906706,0.09026891104,1,300,526.8595737,1336.872554,0.7333222073,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.999863239935383, 1.3545507357484716e-08, 0.0011182850399445894]",S5
37,5C_67PER_4C_NEWSTRUCTURE,3,0,200,0.9996211875,0.9981490142,0.9964947744,0.994862211,0.0007078848606,-0.003062985955,-0.003122140034,-0.003367639524,-0.003271222662,0.0001862732702,5.976616585e-05,-0.002385092536,-0.0003046535688,0,0,10.04327314,-1.636503742e-06,33.3040912,0.391380876,0.0153456385,4.286927151e-06,quadratic,1358.374276,1351.365596,1237.481963,1537.104361,0.2217182379,1,300,718.4308207,1752.294683,0.7611038291,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9999405112563673, 0.0006324688049726769, 0.0010370215799537905]",S4
38,5_3C_54PER_4C_NEWSTRUCTURE,3,0,200,0.9993274185,0.9975087712,0.9957123621,0.9938125656,-0.0005065092365,-0.003653897424,-0.00355558808,-0.003820473984,-0.003779316881,0.000200582486,6.927625014e-05,-0.002210129847,-0.0001665765608,0,0,10.0436503,2.083333283e-05,36.0466347,0.5356019394,0.01532282433,3.507512089e-05,quadratic,1434.364828,1419.948607,1284.428649,1625.736337,0.2403662259,1,300,847.6795842,2048.505877,0.8371833087,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[1.0001304193742417, 0.0015957247251289313, 0.0008614838788717024]",S5
39,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,200,0.9993888053,0.997903465,0.9963718783,0.9945742643,-6.226193356e-05,-0.003004930585,-0.003102316858,-0.003675808456,-0.003163033575,0.0001581864302,7.28924092e-05,-0.001775973509,-0.0006708778716,0,0,10.04356303,-2.165611454e-05,35.80596431,0.5494629246,0.01537889168,5.385845771e-06,quadratic,1517.306409,1511.758572,1376.482881,1733.105864,0.2358994279,1,300,815.7612774,2163.395868,0.8881756399,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[1.000003428878095, 0.0012048214976729343, 0.0007893367902894145]",S6
40,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,200,0.9991258555,0.9973033553,0.9953191193,0.9930949433,-0.0002820098638,-0.003795595163,-0.003872176613,-0.004563470543,-0.004077202235,0.0001545530203,7.723504848e-05,-0.002543057876,-0.0007678753802,0,0,10.04348918,6.944444741e-06,36.14380225,0.5296085653,0.01514374136,1.376447875e-05,quadratic,1337.512772,1340.873165,1207.079207,1508.611196,0.2248773388,1,300,785.1295024,1840.025608,0.7886998372,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9999881549945111, 0.0015678341141929883, 0.0010006938859602273]",S7
41,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,200,0.9546467203,0.9532197111,0.9516005174,0.9497608481,0.003754350625,-0.003250519635,-0.003267544848,-0.003670111779,-0.003413918273,0.001128363713,8.554512592e-05,-0.003639614695,-0.0004195921436,0,0,11.0384405,-9.531297044e-05,35.27636197,0.4562970666,0.01473660273,-6.200909091e-06,quadratic,1105.402145,1123.156903,1069.127433,1292.701181,0.1990583392,1,300,539.4159525,1105.402145,0.5358344817,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9545430951572784, 5.997771059080007e-11, 0.0012647625524169887]",S9
42,5C_67PER_4C_NEWSTRUCTURE,3,0,200,0.9995636592,0.9985875478,0.9975299751,0.9962557123,0.0005294968273,-0.001922118559,-0.002067513864,-0.002598245104,-0.002232664405,0.0001724619615,6.859171962e-05,-0.001801162094,-0.0006761265449,0,0,10.04365806,1.449297998e-05,34.99712902,0.5087116691,0.01584251529,6.21755418e-06,quadratic,1584.852944,1581.817061,1466.994651,1784.629539,0.2008038067,1,300,726.443642,2012.115976,0.8112250025,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9997556379402708, 0.00028005102696311503, 0.0007776114361425125]",S4
43,5_3C_54PER_4C_NEWSTRUCTURE,3,0,200,0.9995661997,0.9980724788,0.9962486344,0.9947090565,0.002720507759,-0.003281314474,-0.003298249553,-0.003221171387,-0.00340494664,0.0001684020003,6.764750018e-05,-0.003418090424,6.014308724e-05,0,0,10.04326176,1.880302988e-05,34.07344611,0.3677632033,0.01557749396,2.350153089e-05,quadratic,1297.886244,1289.716557,1176.265204,1497.861464,0.249354215,1,300,704.8332925,1652.138078,0.7298827537,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9997713160723966, 0.0004480813928356446, 0.0011514082949781342]",S5
44,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,200,0.9996823512,0.9981119391,0.9962870081,0.9937721728,0.001469975549,-0.003090539708,-0.003668224168,-0.004753584976,-0.003828443585,0.0003043824413,5.56043328e-05,-0.003805299995,-0.001663045268,0,0,10.04352428,-0.0003172883838,34.39498074,0.6795190396,0.0153283778,-0.000129386886,quadratic,1141.83763,1151.372767,1124.235181,1232.147653,0.09372505164,1,300,585.1716552,1248.085241,0.5805672964,moderate_model_sensitivity,candidate-model EOL range is 35%-75% of its median,"[0.9997879150450046, 4.383625407747251e-08, 0.001532355121239037]",S6
45,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,200,0.9999081458,0.9992821684,0.9982147832,0.9966085775,0.003657422169,-0.001392160088,-0.002141585994,-0.003094306137,-0.002209298665,0.0002631083814,5.801918147e-05,-0.003815468018,-0.00170214605,0,0,10.04309163,-0.0001506410267,33.84210321,0.398134903,0.01832409644,1.814404192e-05,quadratic,1586.143608,1617.130995,1508.03046,1930.403479,0.2611866445,1,300,451.6298972,1586.143608,1.349433476,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9999561327684247, 9.864322242244294e-12, 0.0007947851018067438]",S7
46,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,200,0.9999082885,0.9991718494,0.9982209931,0.9970277226,0.002628473597,-0.001425637045,-0.002268548221,-0.00235006526,-0.001999693054,0.0001872620812,7.338396822e-05,-0.002813359474,-0.0009244282151,0,0,11.03846341,4.976882045e-05,33.54314782,0.9306445264,0.01597274811,-0.0002930725783,quadratic,1649.167402,1677.978229,1589.169263,1922.061327,0.1983887861,1,300,517.9571596,1649.167402,1.008682536,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9998889683099532, 9.893838857580192e-11, 0.000734952614332762]",S9
47,5C_67PER_4C_NEWSTRUCTURE,3,0,200,0.999816106,0.9991774922,0.9982534492,0.9963546461,0.001173961189,-0.0007398347449,-0.001986696773,-0.003398876565,-0.002172475693,0.0001882073111,8.366052302e-05,-0.003175095313,-0.00265904182,0,0,10.04372437,0.0001950365331,34.46198426,1.14640886,0.01571161009,-0.0002420550392,quadratic,1580.404512,1604.702711,1519.740165,1773.494092,0.1581314254,1,300,464.6579525,1580.404512,1.242810854,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9999311805371582, 2.966731038944384e-11, 0.0008004680598065319]",S4
48,5_3C_54PER_4C_NEWSTRUCTURE,3,0,200,0.9998421218,0.9990190426,0.9981814931,0.996787034,0.002810003767,-0.001723002822,-0.001810310001,-0.00244828484,-0.001903738452,0.0001839307752,6.409022829e-05,-0.003085262043,-0.0007252820175,0,0,10.04311782,1.078760261e-05,33.54646485,0.3617869645,0.01558388498,2.354410801e-05,quadratic,1654.587424,1694.301274,1594.892192,1953.775712,0.2118180074,1,300,555.0564975,1654.587424,0.84379085,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.999809942281076, 7.173346694476588e-15, 0.0007298567961305374]",S5
49,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,200,0.9998001724,0.9989129065,0.9983066831,0.9967894897,0.002343414213,-0.001776791782,-0.001502339864,-0.002719024816,-0.001677276261,0.0002941030748,0.0001094234289,-0.00219961917,-0.0009422330345,0,0,11.03899925,0.0005204166634,32.9119221,0.3459063639,0.01562216493,4.322618534e-06,quadratic,1738.801639,1782.116243,1679.215691,2189.869334,0.2865433976,1,300,530.0122166,1738.801639,0.9690348893,high_model_sensitivity,candidate-model EOL range exceeds 75% of its median,"[0.9996908586764325, 3.3552973549977186e-08, 0.0006604756850044791]",S9
