battery_id,strategy,dataset_id,prediction_test,C1,Q1,C2,initial_capacity,IR0,IR_mean_1_50,IR_delta_early,IR_slope_1_50_per100,Tavg0,Tavg_mean_1_50,Tavg_delta_early,Tavg_slope_1_50_per100,chargetime0,chargetime_mean_1_50,chargetime_delta_early,chargetime_slope_1_50_per100
13,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,5.6,36.0,4.3,1.0655342,0.014962209,0.014985715539999998,4.8837999999998966e-05,0.00010490000000003621,36.1256288,35.9997567414,-0.15808459500000538,-0.26047050000030936,10.04148,10.0416812668,-0.0001499999999996504,-0.0013333333333420683
14,5_6C_19PER_4_6C_NEWSTRUCTURE,3,1,5.6,19.0,4.6,1.075265,0.01517248,0.015131151220000002,-5.5635499999999796e-05,-0.00012057599999999724,32.019547700000004,32.044956798,0.06564905999999837,0.2659805624999567,10.04522333,10.0457154004,0.0011216699999998525,0.0018333437500017702
15,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,5.6,36.0,4.3,1.0540558,0.015312695000000001,0.015190126100000001,-0.0001274459999999998,-0.00014289230769231579,35.20264205,35.345879611799994,0.21276802999999944,0.7670766399999991,10.0420975,10.0421005996,1.4999999999432134e-05,0.00027378571429029615
16,3_7C_31PER_5_9C_NEWSTRUCTURE,3,1,3.7,31.0,5.9,1.0630716,0.013549194,0.01366955976,0.00021268950000000002,0.000524776190476189,34.00580452,34.1039910768,0.155522904999998,0.46412691111111964,10.0625425,10.067702733,0.01579916500000067,0.03746666666666935
17,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,4.8,80.0,4.8,1.070919,0.0154661525,0.015424359340000002,-6.220799999999936e-05,-0.00013741428571428495,32.652684914999995,32.744174913799995,0.1736549400000058,0.38552918181816215,11.038144165,11.040512399399997,0.0011999999999989797,-0.0009133600000055254
18,5C_67PER_4C_NEWSTRUCTURE,3,0,5.0,67.0,4.0,1.0687144,0.015342989500000001,0.015269705639999997,-9.605350000000193e-05,-0.00019514999999999656,32.905550295,32.9703735578,0.12133391000000415,0.3794327499999639,10.04328417,10.043454232999999,-0.0004966700000004209,-0.0007592222222364677
19,5_3C_54PER_4C_NEWSTRUCTURE,3,0,5.3,54.0,4.0,1.0733707,0.015835068,0.015789372,-4.967250000000034e-05,-0.00010567692307692621,32.97541364,33.022674938,0.10341031500000497,0.3559817142857215,10.041775000000001,10.041287432799999,-0.0006691650000014704,-7.290625000377915e-05
20,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,4.8,80.0,4.8,1.0650008,0.015460576,0.0153774425,-9.649500000000026e-05,-0.00011735999999999461,32.43491176,32.4680075696,0.0808919500000016,0.2747273846153757,11.0392325,11.0409185662,-0.0013441650000007854,-0.00220588235294126
21,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,5.6,19.0,4.6,1.0707607,0.015560412499999999,0.015525612939999999,-4.067449999999896e-05,-8.98599999999989e-05,34.04844619,34.106664748200004,0.13478647000000166,0.43663059375000923,10.042273335,10.042158666199999,-8.750499999976569e-05,0.00038329999998865105
22,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,5.6,36.0,4.3,1.076943,0.0160795195,0.0160407868,-4.561850000000048e-05,-0.00011752812500000296,33.04479697,33.142525416999995,0.1814471500000039,0.4573817500000743,10.0419925,10.042545100000002,0.0004024999999998613,0.0006357777777757881
23,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,5.6,19.0,4.6,1.0696447,0.015193525,0.01515102698,-6.812850000000037e-05,-0.0002418677419354817,33.97088325,34.0253580456,0.13589109500000518,0.6653797222222282,10.042395835,10.0420689664,-0.00040167000000224107,-0.00026040624999668083
24,5_6C_36PER_4_3C_NEWSTRUCTURE,3,1,5.6,36.0,4.3,1.0777442,0.015606413999999999,0.015555007119999999,-7.40034999999993e-05,-0.00015267499999999969,32.974008255,33.05241878100001,0.16540848500000038,0.41638426666667766,10.041435,10.0419964324,0.0010166649999998612,0.0004343333333286144
25,4_8C_80PER_4_8C_NEWSTRUCTURE,3,1,4.8,80.0,4.8,1.0643399,0.0153824645,0.015325618439999997,-7.101449999999919e-05,-0.00015979687500000238,34.774920475,34.8316928568,0.0907330499999972,0.3089229687500028,11.04118833,11.0411270334,-0.0016033300000017903,-0.002499999999999398
26,5_3C_54PER_4C_NEWSTRUCTURE,3,0,5.3,54.0,4.0,1.069051,0.0154678885,0.015480316700000002,-5.010800000000183e-05,-0.00017965238095238707,34.808782445,34.9281332254,0.133462889999997,0.498364238095255,10.042055000000001,10.0420755334,0.0009391649999983542,0.0017361111111144664
27,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,5.6,19.0,4.6,1.0701538,0.01504415,0.0150134358,-2.7140499999998152e-05,-5.566944444444006e-05,35.076886439999996,35.147635113599996,0.13186835999999857,0.3994502500000203,10.042888335,10.042792033200001,-5.000000001587068e-06,0.00011113333332701815
28,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,5.6,36.0,4.3,1.0738997,0.0154968885,0.01546182078,-3.532699999999993e-05,-4.92666666666979e-05,34.88375019,34.9712928772,0.14364015499999994,0.4670707999999971,10.043278335,10.0430157332,-0.0004033349999996716,-6.440909090925247e-05
29,5C_67PER_4C_NEWSTRUCTURE,3,0,5.0,67.0,4.0,1.0681109,0.015320355,0.01525430692,-7.046500000000219e-05,-7.37727272727386e-05,32.96436856,33.012113827,0.09406379500000384,0.3149060689655316,10.043089165,10.0432571666,0.00020083499999934418,0.0003333333333325565
30,3_7C_31PER_5_9C_NEWSTRUCTURE,3,0,3.7,31.0,5.9,1.0686967,0.013951811500000001,0.014044854439999999,0.0001650559999999985,0.00041174285714285657,34.58641042,34.7076574366,0.21474950500000034,0.6367593999999954,10.066111665000001,10.0684066336,0.00886000499999895,0.029766680000001596
31,5C_67PER_4C_NEWSTRUCTURE,3,0,5.0,67.0,4.0,1.0511289,0.015675354500000002,0.015558176499999998,-0.0001226900000000017,-9.092799999999707e-05,34.53403324999999,34.5857664228,0.08084792500000759,0.28118699999999386,10.0420075,10.041959932999998,0.0002099999999991553,-0.0003492380952387802
32,5_3C_54PER_4C_NEWSTRUCTURE,3,0,5.3,54.0,4.0,1.0654705,0.0156729065,0.0156333741,-3.885699999999978e-05,-6.690000000000168e-05,35.425145125,35.4790848366,0.08143632499999853,0.28177730769232023,10.0413775,10.042271066200001,0.000803330000000102,0.00029162500000401437
33,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,5.6,19.0,4.6,1.0758095,0.0156270415,0.015589483300000002,-4.2939500000000255e-05,-8.001153846153768e-05,35.55995567,35.634344660000004,0.14477978000000036,0.45001294999998714,10.042361665000001,10.042096533599999,-0.0007941650000020672,-0.001078947368417603
34,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,5.6,36.0,4.3,1.0644526,0.014971787,0.0149151158,-4.921750000000044e-05,-9.35128205128167e-05,35.125359695,35.207781985,0.12537113499999464,0.3888848000000422,10.044789999999999,10.045042666199999,0.0004491650000009173,0.0001874999999984528
35,3_7C_31PER_5_9C_NEWSTRUCTURE,3,0,3.7,31.0,5.9,1.0526985,0.013185647,0.01331962268,0.0002486559999999999,0.0006308692307692218,35.379226259999996,35.5159833616,0.23040120500000683,0.6250679047619133,10.058305,10.066663233,0.023559164999998217,0.06301855555555451
36,5_3C_54PER_4C_NEWSTRUCTURE,3,0,5.3,54.0,4.0,1.0723398,0.0156310355,0.015573748679999999,-6.942550000000117e-05,-0.00014674499999999847,32.15718956,32.1735149218,0.03840977000000123,0.20584073076924245,10.04373417,10.043312499999999,-0.00018500500000051545,-4.5454545468973343e-05
37,5C_67PER_4C_NEWSTRUCTURE,3,0,5.0,67.0,4.0,1.0629164,0.0154085245,0.015351960400000001,-7.034149999999954e-05,-0.00017883333333333138,32.953527050000005,33.009601882,0.06772708999999111,0.2653671515151609,10.043259165,10.043280466199999,-0.00014916500000161648,0.00031561702127464017
38,5_3C_54PER_4C_NEWSTRUCTURE,3,0,5.3,54.0,4.0,1.0642781,0.015357878,0.015301086260000001,-5.802650000000069e-05,-9.172e-05,35.56227448,35.6425766626,0.12728609500000232,0.40450122222222734,10.043709165,10.043622832599999,-0.00027249999999945373,-0.0006518444444441545
39,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,5.6,19.0,4.6,1.0654298,0.0154225855,0.015376516740000002,-5.484000000000218e-05,-0.00011965000000000162,35.30314606,35.3941281248,0.14115345999999818,0.5220877499999925,10.04334,10.0434885,9.833500000056006e-05,0.00047619047618936635
40,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,5.6,36.0,4.3,1.0606048,0.0151940515,0.015136056120000001,-6.200749999999908e-05,-0.00012559500000000265,35.683142215000004,35.7574866562,0.11923971999999594,0.4023208684210513,10.043466665,10.0433949334,-9.333000000033564e-05,-3.84615384600824e-05
41,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,4.8,80.0,4.8,1.099805,0.014835982000000001,0.014718211919999996,-8.29850000000007e-05,-0.00011908000000001445,34.919269985,34.8976858894,0.0696607299999954,0.19775797499999467,11.038511665,11.038442866399999,-8.999999999836916e-05,-0.000324999999996578
42,5C_67PER_4C_NEWSTRUCTURE,3,0,5.0,67.0,4.0,1.0726566,0.015910666499999997,0.01584451652,-7.635699999999565e-05,-0.0001781972222222178,34.489606495,34.6094495754,0.1840622449999998,0.5874197878787781,10.04364417,10.0437828668,-3.583500000026163e-05,-0.0006111666666678655
43,5_3C_54PER_4C_NEWSTRUCTURE,3,0,5.3,54.0,4.0,1.0515106,0.015616274999999999,0.015564802979999999,-4.357299999999814e-05,-0.00014318965517241583,33.77397489,33.7924034024,0.006742690000002938,0.20667740909090718,10.0438175,10.0433455328,-0.00017499999999870397,-0.00025488235293338716
44,5_6C_19PER_4_6C_NEWSTRUCTURE,3,0,5.6,19.0,4.6,1.0638335,0.01550652,0.015444664859999999,-9.355949999999974e-05,-0.00023165348837209175,33.746343010000004,33.8420181108,0.19512637499999386,0.5842131764705899,10.043493335,10.0438977006,0.00015499999999946112,8.335714286441689e-05
45,5_6C_36PER_4_3C_NEWSTRUCTURE,3,0,5.6,36.0,4.3,1.0548838,0.018445511999999997,0.01832071354,-0.00012525699999999668,-0.00010464999999999433,33.46706068,33.537584526,0.08002892499999348,0.3179425172413679,10.043073334999999,10.0431284328,0.00028583000000104164,0.000416749999976318
46,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,4.8,80.0,4.8,1.0699885,0.0163243055,0.016245468380000003,-0.00011945000000000011,-0.00027156216216216503,32.6711418,32.7539011454,0.19556215000000066,0.4416787826086971,11.038893335000001,11.038254666599999,-0.0006966699999999548,-0.0007555333333364445
47,5C_67PER_4C_NEWSTRUCTURE,3,0,5.0,67.0,4.0,1.073334,0.015832437499999998,0.015901859819999996,9.326899999999999e-05,0.00014850238095237754,33.651862885,33.566885259399996,0.10126603499999476,-0.23418300000006553,10.04365167,10.0435417668,-0.00019750499999915405,-0.00030702631579104214
48,5_3C_54PER_4C_NEWSTRUCTURE,3,0,5.3,54.0,4.0,1.0739049,0.015635525499999997,0.01557609906,-7.780349999999756e-05,-0.00017542195121951165,33.21683934,33.262356936799996,0.12424354000000193,0.33048452631578734,10.04303,10.0433070662,0.0002733300000006267,0.0005902916666652065
49,4_8C_80PER_4_8C_NEWSTRUCTURE,3,0,4.8,80.0,4.8,1.0721447,0.015677708999999998,0.015624928199999999,-6.721049999999784e-05,-0.00017465121951219407,32.56338678,32.6437801304,0.15016179999999935,0.3916783636363594,11.037935835,11.038232099799998,5.332999999829724e-05,-0.0006333600000019146
