response,predictor,standardized_beta,alpha,iteration
R100,E1,-0.11254035955493508,10.0,18
R100,E2,0.13936111062740392,10.0,18
A,E1,-0.1458087227240472,10.0,18
A,E2,0.13007248419684517,10.0,18
R100,E1,-0.19379611331477153,10.0,19
R100,E2,0.20471552618273056,10.0,19
A,E1,0.12067650372327594,10.0,19
A,E2,-0.11754382070173057,10.0,19
R100,E1,-0.16395068557603137,10.0,20
R100,E2,0.18846034986266547,10.0,20
A,E1,-0.05303114958395145,10.0,20
A,E2,0.0578363951522585,10.0,20
R100,E1,-0.12000695509216479,10.0,21
R100,E2,0.15259456790764273,10.0,21
A,E1,-0.042877618212006946,10.0,21
A,E2,0.07796527067333563,10.0,21
R100,E1,-0.24245914711263217,10.0,22
R100,E2,0.2437657858328637,10.0,22
A,E1,-0.15851905009202386,10.0,22
A,E2,0.15274403655306013,10.0,22
R100,E1,-0.10600017351671509,10.0,23
R100,E2,0.14945250453156744,10.0,23
A,E1,0.014567470548622806,10.0,23
A,E2,-0.06397533360366958,10.0,23
R100,E1,-0.2491802368827029,10.0,24
R100,E2,0.24786281614389571,10.0,24
A,E1,-0.13465039154250594,10.0,24
A,E2,0.12447002335798013,10.0,24
R100,E1,-0.11865769976407847,10.0,25
R100,E2,0.14361034074582624,10.0,25
A,E1,0.07517512656808649,10.0,25
A,E2,-0.10261215660602774,10.0,25
R100,E1,-0.1576864780733032,10.0,26
R100,E2,0.1759057997784399,10.0,26
A,E1,-0.211486869079613,10.0,26
A,E2,0.22208925441699567,10.0,26
R100,E1,-0.1661676081463636,10.0,27
R100,E2,0.18992793653334933,10.0,27
A,E1,-0.1329180177261026,10.0,27
A,E2,0.10865280342715672,10.0,27
R100,E1,-0.20596414753672698,10.0,28
R100,E2,0.2186082714921544,10.0,28
A,E1,-0.14161595654504452,10.0,28
A,E2,0.15894263008829546,10.0,28
R100,E1,-0.17801794925275335,10.0,29
R100,E2,0.1958989856019794,10.0,29
A,E1,0.07401893665939253,10.0,29
A,E2,-0.09604654461128509,10.0,29
R100,E1,-0.23602272465176397,10.0,30
R100,E2,0.24156907620006718,10.0,30
A,E1,0.20807280652038818,10.0,30
A,E2,-0.20972116287355674,10.0,30
R100,E1,-0.13900324491418092,10.0,31
R100,E2,0.1663590270554509,10.0,31
A,E1,-0.06524140073175781,10.0,31
A,E2,0.032239829297454524,10.0,31
R100,E1,-0.2273776674825373,10.0,32
R100,E2,0.22455130310875443,10.0,32
A,E1,0.08943062228271396,10.0,32
A,E2,-0.08321950207497437,10.0,32
R100,E1,-0.23263357863261916,10.0,33
R100,E2,0.23326860420064244,10.0,33
A,E1,-0.10101861923171027,10.0,33
A,E2,0.10182254160474252,10.0,33
R100,E1,-0.1077070641953904,10.0,34
R100,E2,0.13884201795956658,10.0,34
A,E1,-0.09593461087683151,10.0,34
A,E2,0.06493301017289443,10.0,34
R100,E1,-0.12086921309724939,10.0,35
R100,E2,0.14346843233689469,10.0,35
A,E1,-0.20295646820400653,10.0,35
A,E2,0.18622392725254572,10.0,35
R100,E1,-0.1828824469013399,10.0,36
R100,E2,0.19863970805583492,10.0,36
A,E1,0.06481931458030583,10.0,36
A,E2,-0.08463707831541525,10.0,36
R100,E1,-0.20949492172288234,10.0,37
R100,E2,0.21966337785805443,10.0,37
A,E1,0.05707842116124276,10.0,37
A,E2,-0.06164463046191293,10.0,37
R100,E1,-0.10469332220761951,10.0,38
R100,E2,0.13304975935280763,10.0,38
A,E1,-0.1676016746167517,10.0,38
A,E2,0.1777762158746762,10.0,38
R100,E1,-0.21359134170768126,10.0,39
R100,E2,0.2212820320811384,10.0,39
A,E1,-0.18428574108001855,10.0,39
A,E2,0.19235493496358794,10.0,39
R100,E1,-0.15117602029086252,10.0,41
R100,E2,0.17088895724897352,10.0,41
A,E1,0.04900426047736194,10.0,41
A,E2,-0.05194273880018918,10.0,41
R100,E1,-0.19012416094834453,10.0,42
R100,E2,0.20756282936769124,10.0,42
A,E1,-0.09343930816083575,10.0,42
A,E2,0.08792938584263264,10.0,42
R100,E1,-0.1585855767719459,10.0,43
R100,E2,0.18633403706328133,10.0,43
A,E1,0.07535538509608161,10.0,43
A,E2,-0.0797370029085089,10.0,43
R100,E1,-0.1800741051791365,10.0,44
R100,E2,0.19844332728881184,10.0,44
A,E1,-0.001845600808858986,10.0,44
A,E2,-0.011657135467223682,10.0,44
R100,E1,-0.2675827467444809,10.0,45
R100,E2,0.2663610926553707,10.0,45
A,E1,-0.19449557571148085,10.0,45
A,E2,0.19928199797503762,10.0,45
R100,E1,-0.17905486954765595,10.0,46
R100,E2,0.19758964570819576,10.0,46
A,E1,0.15898864043005914,10.0,46
A,E2,-0.17199817354421804,10.0,46
R100,E1,-0.18069413184383987,10.0,47
R100,E2,0.199505255126198,10.0,47
A,E1,0.06301018923825391,10.0,47
A,E2,-0.08523822202157945,10.0,47
R100,E1,-0.23085799275161323,10.0,48
R100,E2,0.2374926412786139,10.0,48
A,E1,-0.06573936023505005,10.0,48
A,E2,0.0758897967612583,10.0,48
R100,E1,-0.1770523484474569,10.0,49
R100,E2,0.19579726485795193,10.0,49
A,E1,-0.12242501538601834,10.0,49
A,E2,0.14408963266421398,10.0,49
R100,E1,-0.12084282288643744,10.0,50
R100,E2,0.14328516192857535,10.0,50
A,E1,-0.13331532420034645,10.0,50
A,E2,0.11862135238358221,10.0,50
R100,E1,-0.2608834374247342,10.0,51
R100,E2,0.2613818871097558,10.0,51
A,E1,-0.12928104886314626,10.0,51
A,E2,0.12932389246470388,10.0,51
R100,E1,-0.24807876888155797,10.0,52
R100,E2,0.2452324822512547,10.0,52
A,E1,0.04168219871125516,10.0,52
A,E2,-0.04244217920187118,10.0,52
R100,E1,-0.19333610784060054,10.0,53
R100,E2,0.20392663971888272,10.0,53
A,E1,0.15822953943385232,10.0,53
A,E2,-0.1559189549060992,10.0,53
R100,E1,-0.18025871875295446,10.0,54
R100,E2,0.2003134440245402,10.0,54
A,E1,0.1607034452403794,10.0,54
A,E2,-0.18271631096576485,10.0,54
R100,E1,-0.18985746822992425,10.0,55
R100,E2,0.2095970664204847,10.0,55
A,E1,0.04969327111612079,10.0,55
A,E2,-0.03529942865111327,10.0,55
R100,E1,-0.19855384807188245,10.0,56
R100,E2,0.21473089043359755,10.0,56
A,E1,0.07925758470353725,10.0,56
A,E2,-0.09091735142480722,10.0,56
R100,E1,-0.1706107110446957,10.0,57
R100,E2,0.18635788605559267,10.0,57
A,E1,-0.0949364150139867,10.0,57
A,E2,0.08289153842032243,10.0,57
R100,E1,0.11686822217160672,10.0,58
R100,E2,-0.11772952997864441,10.0,58
A,E1,0.13812866114214378,10.0,58
A,E2,-0.1354385535288018,10.0,58
R100,E1,-0.19452932046567709,10.0,59
R100,E2,0.20535200075901716,10.0,59
A,E1,0.06542413926061799,10.0,59
A,E2,-0.05725944061960453,10.0,59
R100,E1,-0.17367316534062713,10.0,60
R100,E2,0.19474520334860662,10.0,60
A,E1,-0.12262654123937453,10.0,60
A,E2,0.13347369436294063,10.0,60
R100,E1,-0.24226320426683706,10.0,61
R100,E2,0.24546665123021955,10.0,61
A,E1,0.238687922655284,10.0,61
A,E2,-0.23490330731643402,10.0,61
R100,E1,-0.22719626631791612,10.0,62
R100,E2,0.2334319539533503,10.0,62
A,E1,-0.1202972554443295,10.0,62
A,E2,0.12870899757308357,10.0,62
R100,E1,-0.14973725154187953,10.0,63
R100,E2,0.1708124949399967,10.0,63
A,E1,-0.11289010372431883,10.0,63
A,E2,0.09303569544161458,10.0,63
R100,E1,-0.2702495866684828,10.0,64
R100,E2,0.2705217601102193,10.0,64
A,E1,-0.047541856349341605,10.0,64
A,E2,0.05511791684065394,10.0,64
R100,E1,-0.14989226338981648,10.0,65
R100,E2,0.17299054628512756,10.0,65
A,E1,-0.129440449734569,10.0,65
A,E2,0.1467018935081305,10.0,65
R100,E1,-0.1958258063937917,10.0,66
R100,E2,0.21327728601433313,10.0,66
A,E1,0.12989730299552724,10.0,66
A,E2,-0.13971504438081148,10.0,66
R100,E1,-0.2454731159625511,10.0,67
R100,E2,0.24150229959917774,10.0,67
A,E1,0.18618629945737544,10.0,67
A,E2,-0.18800376252653045,10.0,67
R100,E1,-0.23331391338933,10.0,68
R100,E2,0.23433656821866133,10.0,68
A,E1,-0.10791173627972538,10.0,68
A,E2,0.0990976899364341,10.0,68
R100,E1,-0.19563280286621662,10.0,69
R100,E2,0.20511520283583695,10.0,69
A,E1,-0.18462884961082066,10.0,69
A,E2,0.17548090196128288,10.0,69
R100,E1,-0.1895589427782677,10.0,70
R100,E2,0.18666328123882275,10.0,70
A,E1,0.21612782662316973,10.0,70
A,E2,-0.21278212898177784,10.0,70
R100,E1,-0.10336466854194637,10.0,71
R100,E2,0.13511626016519074,10.0,71
A,E1,0.0758527124963298,10.0,71
A,E2,-0.09660550248448507,10.0,71
R100,E1,-0.07872903190632047,10.0,72
R100,E2,0.10987277045775953,10.0,72
A,E1,-0.13549423450832493,10.0,72
A,E2,0.1560450458062551,10.0,72
R100,E1,-0.2244702432060291,10.0,73
R100,E2,0.2314339401138809,10.0,73
A,E1,0.05871715091511865,10.0,73
A,E2,-0.06235313639796886,10.0,73
R100,E1,-0.24323780784538535,10.0,74
R100,E2,0.24443333739822448,10.0,74
A,E1,0.015221440857326024,10.0,74
A,E2,-0.015137589134677467,10.0,74
R100,E1,-0.22182864981018127,10.0,75
R100,E2,0.22533976704797992,10.0,75
A,E1,-0.15630887152682002,10.0,75
A,E2,0.160991175466433,10.0,75
R100,E1,-0.20508673355209903,10.0,76
R100,E2,0.21636175275767908,10.0,76
A,E1,-0.1283283162688521,10.0,76
A,E2,0.14235341831530507,10.0,76
R100,E1,-0.16440939558952328,10.0,77
R100,E2,0.18388744329064485,10.0,77
A,E1,0.07417363267694525,10.0,77
A,E2,-0.09459744588658212,10.0,77
R100,E1,-0.10152741292044565,10.0,78
R100,E2,0.09973618045899639,10.0,78
A,E1,0.2466317056250013,10.0,78
A,E2,-0.24628764056456173,10.0,78
R100,E1,-0.22533316731269773,10.0,79
R100,E2,0.2295562915013665,10.0,79
A,E1,-0.07935911122793637,10.0,79
A,E2,0.07970897236218173,10.0,79
R100,E1,-0.17440072575874394,10.0,80
R100,E2,0.20435872765251564,10.0,80
A,E1,0.15914190336681427,10.0,80
A,E2,-0.17564001388582587,10.0,80
R100,E1,-0.26100690421997336,10.0,81
R100,E2,0.2615575885671215,10.0,81
A,E1,0.18329354575008844,10.0,81
A,E2,-0.18432666490418292,10.0,81
R100,E1,-0.26739340923514887,10.0,83
R100,E2,0.2675521782707417,10.0,83
A,E1,-0.11615679105963658,10.0,83
A,E2,0.116341487194502,10.0,83
R100,E1,-0.18504436213748335,10.0,84
R100,E2,0.20530959048861952,10.0,84
A,E1,-0.0015205957307502314,10.0,84
A,E2,0.014187023820276833,10.0,84
R100,E1,-0.07069911557727745,10.0,85
R100,E2,0.06589499760629176,10.0,85
A,E1,0.1139786475509316,10.0,85
A,E2,-0.12362214450765312,10.0,85
R100,E1,-0.18368488095842125,10.0,86
R100,E2,0.20552703846335205,10.0,86
A,E1,-0.0022201849123453343,10.0,86
A,E2,-0.011173533131240398,10.0,86
R100,E1,-0.11701998775959335,10.0,87
R100,E2,0.15026182957620854,10.0,87
A,E1,0.004565856888956677,10.0,87
A,E2,-0.0326733031355065,10.0,87
R100,E1,-0.2098228913059459,10.0,89
R100,E2,0.21662814425608595,10.0,89
A,E1,0.25702099500264286,10.0,89
A,E2,-0.2533809118647955,10.0,89
R100,E1,-0.12262387112912698,10.0,90
R100,E2,0.1467154966134763,10.0,90
A,E1,-0.21791368922526916,10.0,90
A,E2,0.23076302686665287,10.0,90
R100,E1,-0.15745862317798093,10.0,91
R100,E2,0.18014389844075168,10.0,91
A,E1,0.005487120692294573,10.0,91
A,E2,-0.02365346866166574,10.0,91
R100,E1,-0.24139078908655728,10.0,92
R100,E2,0.2472674835459528,10.0,92
A,E1,0.22087734781310273,10.0,92
A,E2,-0.22475305175536192,10.0,92
R100,E1,-0.13658673494883383,10.0,93
R100,E2,0.1578434512057329,10.0,93
A,E1,-0.014243238347332916,10.0,93
A,E2,-0.009549655722678704,10.0,93
R100,E1,-0.20995757104680152,10.0,94
R100,E2,0.21990444708928114,10.0,94
A,E1,-0.03517959439556144,10.0,94
A,E2,0.04359490895895033,10.0,94
R100,E1,-0.1563264313007492,10.0,95
R100,E2,0.17483809362125746,10.0,95
A,E1,-0.0618844042780323,10.0,95
A,E2,0.048213938430741544,10.0,95
R100,E1,-0.11362388852590563,10.0,96
R100,E2,0.16438393256081046,10.0,96
A,E1,0.045033978115284284,10.0,96
A,E2,-0.09281889754927705,10.0,96
R100,E1,-0.21491355287382244,10.0,97
R100,E2,0.21267711712216342,10.0,97
A,E1,-0.07496284886399242,10.0,97
A,E2,0.08344650986125228,10.0,97
R100,E1,-0.1736642357953981,10.0,98
R100,E2,0.1942642135254863,10.0,98
A,E1,-0.02885902150628109,10.0,98
A,E2,0.010303837821273925,10.0,98
R100,E1,-0.1394097248000379,10.0,99
R100,E2,0.16641334293265916,10.0,99
A,E1,0.23799967585775758,10.0,99
A,E2,-0.24646470495607659,10.0,99
R100,E1,-0.14982298051443066,10.0,101
R100,E2,0.17035118471828156,10.0,101
A,E1,-0.197518328888374,10.0,101
A,E2,0.2133426512158878,10.0,101
R100,E1,-0.12991541326943523,10.0,102
R100,E2,0.1535617206166075,10.0,102
A,E1,-0.06472849492759992,10.0,102
A,E2,0.05207425850470393,10.0,102
R100,E1,-0.2488730350503724,10.0,103
R100,E2,0.25078165643096195,10.0,103
A,E1,-0.17496130223538656,10.0,103
A,E2,0.17867120447464743,10.0,103
R100,E1,-0.21350685370285152,10.0,104
R100,E2,0.2103965784364026,10.0,104
A,E1,-0.1183243406534533,10.0,104
A,E2,0.11938228285299293,10.0,104
R100,E1,-0.17029737466371234,10.0,105
R100,E2,0.19635749815796594,10.0,105
A,E1,0.0022425552595110587,10.0,105
A,E2,-0.03297729755156908,10.0,105
R100,E1,-0.15542601120683078,10.0,106
R100,E2,0.17350519609606818,10.0,106
A,E1,-0.05756554899090316,10.0,106
A,E2,0.058487000059667095,10.0,106
R100,E1,-0.12045716413354683,10.0,107
R100,E2,0.1464931092804029,10.0,107
A,E1,-0.21856652266931018,10.0,107
A,E2,0.20022631811038358,10.0,107
R100,E1,-0.16509609493197638,10.0,108
R100,E2,0.18284213606610236,10.0,108
A,E1,-0.11862268945607324,10.0,108
A,E2,0.13777157369181994,10.0,108
R100,E1,-0.15235112618785693,10.0,109
R100,E2,0.20234176905290582,10.0,109
A,E1,-0.04515735711963464,10.0,109
A,E2,0.09551176551046739,10.0,109
R100,E1,-0.25064292630928053,10.0,110
R100,E2,0.25267538011633,10.0,110
A,E1,-0.05042894705496805,10.0,110
A,E2,0.052756214397629196,10.0,110
R100,E1,-0.17201314980606425,10.0,111
R100,E2,0.17320077847863918,10.0,111
A,E1,-0.10587599782603647,10.0,111
A,E2,0.11165668486573171,10.0,111
R100,E1,-0.2390067008513969,10.0,112
R100,E2,0.24059137536806172,10.0,112
A,E1,0.11787881919494822,10.0,112
A,E2,-0.12209873785664424,10.0,112
R100,E1,-0.2525900702265823,10.0,113
R100,E2,0.2530260694204599,10.0,113
A,E1,-0.11463142870185926,10.0,113
A,E2,0.11857345624947897,10.0,113
R100,E1,-0.10384133996567192,10.0,114
R100,E2,0.18165610098963295,10.0,114
A,E1,-0.050925972192058924,10.0,114
A,E2,-0.025287827953610634,10.0,114
R100,E1,-0.0819806561578339,10.0,115
R100,E2,0.11580868259301684,10.0,115
A,E1,-0.1446321651891361,10.0,115
A,E2,0.1574070326820261,10.0,115
R100,E1,-0.19854919616015893,10.0,116
R100,E2,0.1941149785900962,10.0,116
A,E1,-0.15500967839067456,10.0,116
A,E2,0.146512620704125,10.0,116
R100,E1,-0.2486640762705502,10.0,117
R100,E2,0.2549558337264968,10.0,117
A,E1,0.2565882039321621,10.0,117
A,E2,-0.2607878549011209,10.0,117
R100,E1,-0.16138647290286154,10.0,118
R100,E2,0.18066221216129427,10.0,118
A,E1,0.04211729041996021,10.0,118
A,E2,-0.06452297558906465,10.0,118
R100,E1,-0.24654877654867496,10.0,119
R100,E2,0.24776360905596598,10.0,119
A,E1,-0.1655885965825006,10.0,119
A,E2,0.1675283126850846,10.0,119
R100,E1,-0.14980375076181823,10.0,120
R100,E2,0.17158653915859678,10.0,120
A,E1,0.06028815422826223,10.0,120
A,E2,-0.08238735169404089,10.0,120
R100,E1,-0.12104053468149469,10.0,121
R100,E2,0.1459491468927292,10.0,121
A,E1,-0.1722912776919432,10.0,121
A,E2,0.18179819674941758,10.0,121
R100,E1,-0.2296412790163476,10.0,122
R100,E2,0.2272880568163262,10.0,122
A,E1,-0.15098849073338488,10.0,122
A,E2,0.1497533717601538,10.0,122
R100,E1,-0.042528661888029055,10.0,123
R100,E2,0.03999434788129773,10.0,123
A,E1,0.19450092996792895,10.0,123
A,E2,-0.19497224358685497,10.0,123
R100,E1,-0.009454488219239046,10.0,124
R100,E2,0.11131104393180516,10.0,124
A,E1,0.13559581220764239,10.0,124
A,E2,-0.06291805679706279,10.0,124
R100,E1,-0.23509641986912902,10.0,125
R100,E2,0.24035935132669137,10.0,125
A,E1,-0.053088917345199604,10.0,125
A,E2,0.0495527938718143,10.0,125
R100,E1,-0.22453628473677364,10.0,126
R100,E2,0.23139601974938084,10.0,126
A,E1,0.054905195223076325,10.0,126
A,E2,-0.05209936577524793,10.0,126
R100,E1,-0.23960763729734952,10.0,127
R100,E2,0.2515438613644219,10.0,127
A,E1,0.07329793611438457,10.0,127
A,E2,-0.05869136605894627,10.0,127
R100,E1,-0.19491577393404788,10.0,128
R100,E2,0.20577416635211787,10.0,128
A,E1,0.039094232253471854,10.0,128
A,E2,-0.0386769582670051,10.0,128
R100,E1,-0.26562426359962976,10.0,129
R100,E2,0.2647370033736464,10.0,129
A,E1,0.09828226256966362,10.0,129
A,E2,-0.10034323295279514,10.0,129
R100,E1,-0.2187978763553994,10.0,130
R100,E2,0.22584523515911772,10.0,130
A,E1,-0.17270700513506027,10.0,130
A,E2,0.1790917368976229,10.0,130
R100,E1,-0.1529916766860265,10.0,131
R100,E2,0.1738298486399663,10.0,131
A,E1,-0.05902609389564001,10.0,131
A,E2,0.06255946433367023,10.0,131
R100,E1,-0.1709832042750347,10.0,132
R100,E2,0.1886869348873573,10.0,132
A,E1,-0.20257334743375602,10.0,132
A,E2,0.21426883149416817,10.0,132
R100,E1,-0.10377714168704585,10.0,133
R100,E2,0.1302874766327278,10.0,133
A,E1,0.15897530002757643,10.0,133
A,E2,-0.17318508038248334,10.0,133
R100,E1,-0.2221041374842834,10.0,134
R100,E2,0.2289161716581094,10.0,134
A,E1,-0.005934069213165593,10.0,134
A,E2,0.0008588165479599604,10.0,134
R100,E1,-0.2169006793053438,10.0,135
R100,E2,0.2254332405417493,10.0,135
A,E1,0.2177728351940381,10.0,135
A,E2,-0.21350413183398845,10.0,135
R100,E1,-0.1401582844322294,10.0,136
R100,E2,0.16775598772829772,10.0,136
A,E1,-0.2160309425321828,10.0,136
A,E2,0.21970169655302257,10.0,136
R100,E1,-0.253011012040547,10.0,137
R100,E2,0.2538302606310296,10.0,137
A,E1,-0.07659543910580861,10.0,137
A,E2,0.07704352345248337,10.0,137
R100,E1,-0.23961423332273882,10.0,138
R100,E2,0.24146938567015827,10.0,138
A,E1,-0.10140986545564865,10.0,138
A,E2,0.1015186618002587,10.0,138
R100,E1,-0.22761417083359678,10.0,139
R100,E2,0.22416477970482962,10.0,139
A,E1,0.0394755555249304,10.0,139
A,E2,-0.04298700569619393,10.0,139
R100,E1,-0.14343101075689427,10.0,140
R100,E2,0.16484831858232604,10.0,140
A,E1,0.21299360879534995,10.0,140
A,E2,-0.21128319683055016,10.0,140
R100,E1,-0.22136700939882845,10.0,141
R100,E2,0.23454317903716895,10.0,141
A,E1,0.2321671806477492,10.0,141
A,E2,-0.22154445990799532,10.0,141
R100,E1,-0.11279955501097033,10.0,142
R100,E2,0.1125887592840587,10.0,142
A,E1,0.003962281583109875,10.0,142
A,E2,-0.004166715593312091,10.0,142
R100,E1,-0.10970731889401615,10.0,143
R100,E2,0.13816181475556097,10.0,143
A,E1,0.055727036843283805,10.0,143
A,E2,-0.08719660228236656,10.0,143
R100,E1,-0.1987945423377951,10.0,144
R100,E2,0.2148651261152488,10.0,144
A,E1,-0.011634537259403763,10.0,144
A,E2,-0.009080019547850727,10.0,144
R100,E1,-0.1692730559089313,10.0,145
R100,E2,0.18887452642435837,10.0,145
A,E1,-0.07911862529641196,10.0,145
A,E2,0.05547282984857548,10.0,145
R100,E1,-0.24336456117156738,10.0,146
R100,E2,0.24402286932661435,10.0,146
A,E1,-0.07291468267645654,10.0,146
A,E2,0.07458211474694204,10.0,146
R100,E1,-0.15486420440902438,10.0,148
R100,E2,0.17331961389022912,10.0,148
A,E1,-0.10037797733637702,10.0,148
A,E2,0.09741185020482084,10.0,148
R100,E1,-0.1744585286340706,10.0,149
R100,E2,0.1949132718966117,10.0,149
A,E1,0.09403104322609106,10.0,149
A,E2,-0.12082630078798046,10.0,149
R100,E1,-0.1560474502336317,10.0,150
R100,E2,0.17694885124574602,10.0,150
A,E1,-0.09808058980803841,10.0,150
A,E2,0.0847152086732478,10.0,150
R100,E1,-0.13068854703143895,10.0,151
R100,E2,0.12598405713870925,10.0,151
A,E1,0.025938639526699902,10.0,151
A,E2,-0.020625055692544463,10.0,151
R100,E1,-0.13570581972643622,10.0,152
R100,E2,0.12860123439013801,10.0,152
A,E1,0.0861153897284014,10.0,152
A,E2,-0.08895458847954374,10.0,152
R100,E1,-0.2229113080049473,10.0,153
R100,E2,0.22926526698999694,10.0,153
A,E1,-0.12294920333423653,10.0,153
A,E2,0.11476006040929619,10.0,153
R100,E1,-0.16734319832536643,10.0,154
R100,E2,0.1640931463839521,10.0,154
A,E1,-0.15489405794935004,10.0,154
A,E2,0.14772762601651254,10.0,154
R100,E1,-0.1160160506710319,10.0,155
R100,E2,0.1531272934015567,10.0,155
A,E1,0.023952649876484954,10.0,155
A,E2,-0.05720187239514974,10.0,155
R100,E1,-0.2139016204700476,10.0,156
R100,E2,0.22386447657575137,10.0,156
A,E1,0.12233472747037517,10.0,156
A,E2,-0.12954788118436275,10.0,156
R100,E1,-0.21812565014535776,10.0,157
R100,E2,0.226685295431279,10.0,157
A,E1,0.13093967038331233,10.0,157
A,E2,-0.12802783058604045,10.0,157
R100,E1,-0.030660236748244814,10.0,158
R100,E2,0.031233821006927925,10.0,158
A,E1,0.07111916389687767,10.0,158
A,E2,-0.07073132822317142,10.0,158
R100,E1,-0.05882403422966019,10.0,159
R100,E2,0.062256531638234074,10.0,159
A,E1,-0.027664021623323057,10.0,159
A,E2,0.03151134819392047,10.0,159
R100,E1,-0.17510075573550787,10.0,160
R100,E2,0.19451556210522972,10.0,160
A,E1,-0.14441173027571824,10.0,160
A,E2,0.12065119466544515,10.0,160
R100,E1,-0.14183571156296815,10.0,161
R100,E2,0.17109571600764142,10.0,161
A,E1,0.03882395372515905,10.0,161
A,E2,-0.07235062760585384,10.0,161
R100,E1,-0.21905054549088795,10.0,162
R100,E2,0.22607522253809773,10.0,162
A,E1,0.07306884069572937,10.0,162
A,E2,-0.07425045758454767,10.0,162
R100,E1,-0.2539428070440252,10.0,163
R100,E2,0.2555522037313094,10.0,163
A,E1,-0.04275890677990643,10.0,163
A,E2,0.04589468728538812,10.0,163
R100,E1,-0.261854766620265,10.0,164
R100,E2,0.26069383597536516,10.0,164
A,E1,0.06044432634229074,10.0,164
A,E2,-0.06661865758167537,10.0,164
R100,E1,-0.08072059844090503,10.0,165
R100,E2,0.1120819660365812,10.0,165
A,E1,-0.25034700101955987,10.0,165
A,E2,0.2522970039523677,10.0,165
R100,E1,-0.26437776449414185,10.0,166
R100,E2,0.2651861084750273,10.0,166
A,E1,-0.12448725960708863,10.0,166
A,E2,0.12413475243675459,10.0,166
R100,E1,-0.1847648853687389,10.0,167
R100,E2,0.21025458454230192,10.0,167
A,E1,0.1220715942761297,10.0,167
A,E2,-0.14525371010832663,10.0,167
R100,E1,-0.10524006553560024,10.0,168
R100,E2,0.12964379016504637,10.0,168
A,E1,0.008773157994552642,10.0,168
A,E2,-0.03164848087925772,10.0,168
R100,E1,-0.2636804088733449,10.0,169
R100,E2,0.2622642059033567,10.0,169
A,E1,-0.001538693216637165,10.0,169
A,E2,0.002543076655320663,10.0,169
R100,E1,-0.2489307623921034,10.0,170
R100,E2,0.24996825823252683,10.0,170
A,E1,0.15270955791504676,10.0,170
A,E2,-0.1525028098676929,10.0,170
R100,E1,-0.23003549973357212,10.0,171
R100,E2,0.23717908241119195,10.0,171
A,E1,0.199621498464505,10.0,171
A,E2,-0.20338896817219693,10.0,171
