battery_id,strategy,strategy_code,dataset_id,prediction_test,a,d1,d2,R100,R200,A,quadratic_eol,d1_lower_boundary,d2_lower_boundary,a_lower_boundary,a_upper_boundary,physical_parameter_status,SOH_slope_1_50_per100,SOH_slope_50_100_per100,SOH_slope_100_150_per100,SOH_slope_150_200_per100,SOH_slope_50_200_per100,SOH_150,SOH_200,mean_chargetime_observed,mean_Tavg_observed,mean_IR_observed,reliability,quadratic_fit_rmse,quadratic_fit_status,C1,Q1,C2,mean_chargetime,SOH_150_feature,SOH_200_feature,SOH_slope_1_50_per100_feature,SOH_slope_50_100_per100_feature,SOH_slope_100_150_per100_feature,SOH_slope_150_200_per100_feature,SOH_slope_50_200_per100_feature,initial_capacity,IR0,IR_mean_1_50,IR_delta_early,IR_slope_1_50_per100,Tavg0,Tavg_mean_1_50,Tavg_delta_early,Tavg_slope_1_50_per100,chargetime0,chargetime_mean_1_50,chargetime_delta_early,chargetime_slope_1_50_per100
18,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9998176842115165,8.856863358447234e-11,0.0012607912663639372,0.0025215826212965082,0.005043165154024382,0.0025215825327278745,1258.9119719933055,True,False,False,False,physical,0.001836183696,-0.002825066502,-0.003334446755,-0.003618778662,-0.003276316358,0.9968780797,0.9948971111,10.04330992,33.26097257,0.01523720011,moderate_model_sensitivity,0.0004180230235,ok,5.0,67,4.0,10.04330992,0.9968780797,0.9948971111,0.001836183696,-0.002825066502,-0.003334446755,-0.003618778662,-0.003276316358,1.0687144,0.015342989500000001,0.015269705639999997,-9.605350000000193e-05,-0.00019514999999999656,32.905550295,32.9703735578,0.12133391000000415,0.3794327499999639,10.04328417,10.043454232999999,-0.0004966700000004209,-0.0007592222222364677
19,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9998210590100024,2.441234164442596e-13,0.0006472834168364555,0.0012945668339170344,0.002589133667589945,0.001294566833672911,1757.0065794736151,True,False,False,False,physical,0.00052221663,-0.001502266153,-0.001620467369,-0.002295165675,-0.0016184184,0.9984097256,0.997144473,10.04145418,33.25028726,0.01582847896,high_model_sensitivity,0.0003853215936,ok,5.3,54,4.0,10.04145418,0.9984097256,0.997144473,0.00052221663,-0.001502266153,-0.001620467369,-0.002295165675,-0.0016184184,1.0733707,0.015835068,0.015789372,-4.967250000000034e-05,-0.00010567692307692621,32.97541364,33.022674938,0.10341031500000497,0.3559817142857215,10.041775000000001,10.041287432799999,-0.0006691650000014704,-7.290625000377915e-05
20,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,0,0.9998685258895389,1.3412521394358792e-08,0.00103454461386232,0.0020691026402460343,0.004138191867970675,0.00206908922772464,1389.9442784666644,False,False,False,False,physical,0.00204769743,-0.00229722986,-0.002645372582,-0.003209761733,-0.002689818393,0.9974989319,0.9957860189,11.03937783,32.71217193,0.01537341533,moderate_model_sensitivity,0.0003452731359,ok,4.8,80,4.8,11.03937783,0.9974989319,0.9957860189,0.00204769743,-0.00229722986,-0.002645372582,-0.003209761733,-0.002689818393,1.0650008,0.015460576,0.0153774425,-9.649500000000026e-05,-0.00011735999999999461,32.43491176,32.4680075696,0.0808919500000016,0.2747273846153757,11.0392325,11.0409185662,-0.0013441650000007854,-0.00220588235294126
21,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9999541670600458,0.0007052166078838869,0.0013876423063383099,0.003480501220560507,0.006255785833237127,0.0027752846126766198,1175.2596342059178,False,False,False,False,physical,-0.0001142507821,-0.003601165775,-0.004086705571,-0.004958917855,-0.004189451675,0.9957174608,0.9931672837,10.04235453,34.42251757,0.015513438,moderate_model_sensitivity,0.0002806306945,ok,5.6,19,4.6,10.04235453,0.9957174608,0.9931672837,-0.0001142507821,-0.003601165775,-0.004086705571,-0.004958917855,-0.004189451675,1.0707607,0.015560412499999999,0.015525612939999999,-4.067449999999896e-05,-8.98599999999989e-05,34.04844619,34.106664748200004,0.13478647000000166,0.43663059375000923,10.042273335,10.042158666199999,-8.750499999976569e-05,0.00038329999998865105
22,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9997279519140132,3.1753636247956236e-05,0.0007740075740182182,0.0015797687842843927,0.003127783932320829,0.0015480151480364364,1604.324626526819,False,False,False,False,physical,0.001076197851,-0.001931557341,-0.001690241155,-0.002534973283,-0.001917333501,0.9979631777,0.9965785433,10.04253499,33.40710109,0.01606545915,high_model_sensitivity,0.0002803918288,ok,5.6,36,4.3,10.04253499,0.9979631777,0.9965785433,0.001076197851,-0.001931557341,-0.001690241155,-0.002534973283,-0.001917333501,1.076943,0.0160795195,0.0160407868,-4.561850000000048e-05,-0.00011752812500000296,33.04479697,33.142525416999995,0.1814471500000039,0.4573817500000743,10.0419925,10.042545100000002,0.0004024999999998613,0.0006357777777757881
23,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.999876060478212,0.00029905838122782946,0.001598654641481321,0.0034963676641904715,0.006693676947153114,0.003197309282962642,1108.843394411142,False,False,False,False,physical,0.000787393838,-0.003640674512,-0.004181472844,-0.005085120637,-0.004312455579,0.995758374,0.9930244044,10.04234464,34.34268106,0.01507903914,moderate_model_sensitivity,0.0004422256627,ok,5.6,19,4.6,10.04234464,0.995758374,0.9930244044,0.000787393838,-0.003640674512,-0.004181472844,-0.005085120637,-0.004312455579,1.0696447,0.015193525,0.01515102698,-6.812850000000037e-05,-0.0002418677419354817,33.97088325,34.0253580456,0.13589109500000518,0.6653797222222282,10.042395835,10.0420689664,-0.00040167000000224107,-0.00026040624999668083
26,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9985618030715351,2.3110285412981476e-09,0.00110731735387139,0.002214637018771321,0.004429271726514101,0.00221463470774278,1339.0961671215273,True,False,False,False,physical,6.127333287e-05,-0.001900922321,-0.003179693542,-0.003230269995,-0.002885738232,0.9959444915,0.9944397446,10.04224153,35.33751587,0.01543635231,moderate_model_sensitivity,0.0004954306843,ok,5.3,54,4.0,10.04224153,0.9959444915,0.9944397446,6.127333287e-05,-0.001900922321,-0.003179693542,-0.003230269995,-0.002885738232,1.069051,0.0154678885,0.015480316700000002,-5.010800000000183e-05,-0.00017965238095238707,34.808782445,34.9281332254,0.133462889999997,0.498364238095255,10.042055000000001,10.0420755334,0.0009391649999983542,0.0017361111111144664
27,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,1.0001420606922504,0.0022498072239722205,0.0005331319590916348,0.00331607114215549,0.004382335060338759,0.0010662639181832697,1738.001086524034,False,False,False,False,physical,-0.0014557417,-0.003973706305,-0.00292443022,-0.004207406145,-0.003582923081,0.995668424,0.9935300065,10.04310122,35.55678663,0.01502434032,high_model_sensitivity,0.0002409445297,ok,5.6,19,4.6,10.04310122,0.995668424,0.9935300065,-0.0014557417,-0.003973706305,-0.00292443022,-0.004207406145,-0.003582923081,1.0701538,0.01504415,0.0150134358,-2.7140499999998152e-05,-5.566944444444006e-05,35.076886439999996,35.147635113599996,0.13186835999999857,0.3994502500000203,10.042888335,10.042792033200001,-5.000000001587068e-06,0.00011113333332701815
28,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,1.000291381002149,0.002453784047197501,0.0004403790048400163,0.0033345420568775337,0.004215300066557567,0.0008807580096800326,1872.1627563916006,False,False,False,False,physical,-0.001132993927,-0.003900743285,-0.003167476097,-0.004075560566,-0.003551131165,0.9957261552,0.9935958917,10.04321072,35.34140593,0.01548083147,high_model_sensitivity,0.0002017410645,ok,5.6,36,4.3,10.04321072,0.9957261552,0.9935958917,-0.001132993927,-0.003900743285,-0.003167476097,-0.004075560566,-0.003551131165,1.0738997,0.0154968885,0.01546182078,-3.532699999999993e-05,-4.92666666666979e-05,34.88375019,34.9712928772,0.14364015499999994,0.4670707999999971,10.043278335,10.0430157332,-0.0004033349999996716,-6.440909090925247e-05
29,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.999804738875296,1.2751120621691523e-07,0.0012020958935843138,0.0024043192983748446,0.004808511085543472,0.0024041917871686276,1289.233401788421,False,False,False,False,physical,0.00137294795,-0.002439172129,-0.002903301164,-0.003797686084,-0.003017894132,0.9971048485,0.995053273,10.04321391,33.2927984,0.0152837456,moderate_model_sensitivity,0.000287213116,ok,5.0,67,4.0,10.04321391,0.9971048485,0.995053273,0.00137294795,-0.002439172129,-0.002903301164,-0.003797686084,-0.003017894132,1.0681109,0.015320355,0.01525430692,-7.046500000000219e-05,-7.37727272727386e-05,32.96436856,33.012113827,0.09406379500000384,0.3149060689655316,10.043089165,10.0432571666,0.00020083499999934418,0.0003333333333325565
30,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,3,0,1.0013685898481446,0.015040946850124652,1.3889813791154803e-10,0.015040947127920928,0.015040947405717204,2.7779627582309606e-10,1338.8024502627054,False,True,False,False,physical,-0.01430570485,-0.01580732207,-0.01463491668,-0.0148534589,-0.01498567264,0.9787350669,0.9715132428,10.11134814,35.23541112,0.01414735971,conditionally_stable,0.0002524116629,ok,3.7,31,5.9,10.11134814,0.9787350669,0.9715132428,-0.01430570485,-0.01580732207,-0.01463491668,-0.0148534589,-0.01498567264,1.0686967,0.013951811500000001,0.014044854439999999,0.0001650559999999985,0.00041174285714285657,34.58641042,34.7076574366,0.21474950500000034,0.6367593999999954,10.066111665000001,10.0684066336,0.00886000499999895,0.029766680000001596
31,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9999132954589426,3.0025663494531877e-12,0.001070551209766872,0.0021411024225363104,0.004282204842070054,0.002141102419533744,1366.5235352507793,True,False,False,False,physical,0.003260758411,-0.001617945782,-0.00303920044,-0.004097656188,-0.003048908644,0.9975122593,0.995380574,10.0418271,34.90875344,0.0155640853,high_model_sensitivity,0.0005797458157,ok,5.0,67,4.0,10.0418271,0.9975122593,0.995380574,0.003260758411,-0.001617945782,-0.00303920044,-0.004097656188,-0.003048908644,1.0511289,0.015675354500000002,0.015558176499999998,-0.0001226900000000017,-9.092799999999707e-05,34.53403324999999,34.5857664228,0.08084792500000759,0.28118699999999386,10.0420075,10.041959932999998,0.0002099999999991553,-0.0003492380952387802
32,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9998913231283387,1.5753179807967204e-07,0.0009828169210752708,0.0019657913739486214,0.0039314252160991625,0.0019656338421505416,1426.1270527157565,False,False,False,False,physical,0.00351834077,-0.00156918184,-0.002978163992,-0.003110731628,-0.002750514592,0.9975803717,0.9958309134,10.04242337,35.83041718,0.01566257602,high_model_sensitivity,0.0005617010295,ok,5.3,54,4.0,10.04242337,0.9975803717,0.9958309134,0.00351834077,-0.00156918184,-0.002978163992,-0.003110731628,-0.002750514592,1.0654705,0.0156729065,0.0156333741,-3.885699999999978e-05,-6.690000000000168e-05,35.425145125,35.4790848366,0.08143632499999853,0.28177730769232023,10.0413775,10.042271066200001,0.000803330000000102,0.00029162500000401437
33,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,0.9998213901392844,2.277471916731135e-08,0.0011242113881648062,0.00224844555104878,0.004496868327378392,0.0022484227763296125,1333.2041837684158,False,False,False,False,physical,0.001452498947,-0.001704121925,-0.003070357472,-0.003840973695,-0.00300736953,0.9972544082,0.9951347588,10.04234366,36.02199454,0.01560758631,high_model_sensitivity,0.0004352901321,ok,5.6,19,4.6,10.04234366,0.9972544082,0.9951347588,0.001452498947,-0.001704121925,-0.003070357472,-0.003840973695,-0.00300736953,1.0758095,0.0156270415,0.015589483300000002,-4.2939500000000255e-05,-8.001153846153768e-05,35.55995567,35.634344660000004,0.14477978000000036,0.45001294999998714,10.042361665000001,10.042096533599999,-0.0007941650000020672,-0.001078947368417603
34,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9998361605117256,6.502241842092987e-11,0.001405636079699191,0.0028112722244208006,0.005622544383819182,0.002811272159398382,1192.341306609216,True,False,False,False,physical,0.001762839426,-0.002759381295,-0.003851652367,-0.004365866406,-0.003673665256,0.9965804691,0.9942263059,10.04498936,35.54551888,0.01493029507,moderate_model_sensitivity,0.00026205032,ok,5.6,36,4.3,10.04498936,0.9965804691,0.9942263059,0.001762839426,-0.002759381295,-0.003851652367,-0.004365866406,-0.003673665256,1.0644526,0.014971787,0.0149151158,-4.921750000000044e-05,-9.35128205128167e-05,35.125359695,35.207781985,0.12537113499999464,0.3888848000000422,10.044789999999999,10.045042666199999,0.0004491650000009173,0.0001874999999984528
35,3_7C_31PER_5_9C_NEWSTRUCTURE,S8,3,0,1.0018694547100901,0.017977910831506964,0.0015855261725875257,0.021148963176682016,0.024320015521857065,0.0031710523451750515,695.8446052944973,False,False,False,False,physical,-0.0170625795,-0.02117006221,-0.02240599376,-0.02142836132,-0.02213454901,0.9710439129,0.9603780766,10.15574018,36.12447242,0.0135663474,moderate_model_sensitivity,0.0003603831005,ok,3.7,31,5.9,10.15574018,0.9710439129,0.9603780766,-0.0170625795,-0.02117006221,-0.02240599376,-0.02142836132,-0.02213454901,1.0526985,0.013185647,0.01331962268,0.0002486559999999999,0.0006308692307692218,35.379226259999996,35.5159833616,0.23040120500000683,0.6250679047619133,10.058305,10.066663233,0.023559164999998217,0.06301855555555451
36,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.999863239935383,1.3545507357484716e-08,0.0011182850399445894,0.0022365836253965365,0.004473153705285715,0.002236570079889179,1336.872554265517,False,False,False,False,physical,0.001419443529,-0.002034045851,-0.003045154278,-0.003691080634,-0.00287386046,0.9972952629,0.9952886918,10.04299226,32.4113852,0.01558392666,moderate_model_sensitivity,0.000341465139,ok,5.3,54,4.0,10.04299226,0.9972952629,0.9952886918,0.001419443529,-0.002034045851,-0.003045154278,-0.003691080634,-0.00287386046,1.0723398,0.0156310355,0.015573748679999999,-6.942550000000117e-05,-0.00014674499999999847,32.15718956,32.1735149218,0.03840977000000123,0.20584073076924245,10.04373417,10.043312499999999,-0.00018500500000051545,-4.5454545468973343e-05
37,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9999405112563673,0.0006324688049726769,0.0010370215799537905,0.0027065119648802577,0.004780555124787839,0.002074043159907581,1358.37427583333,False,False,False,False,physical,0.0007078848606,-0.003062985955,-0.003122140034,-0.003367639524,-0.003271222662,0.9964947744,0.994862211,10.04327314,33.3040912,0.0153456385,high_model_sensitivity,0.0002705177605,ok,5.0,67,4.0,10.04327314,0.9964947744,0.994862211,0.0007078848606,-0.003062985955,-0.003122140034,-0.003367639524,-0.003271222662,1.0629164,0.0154085245,0.015351960400000001,-7.034149999999954e-05,-0.00017883333333333138,32.953527050000005,33.009601882,0.06772708999999111,0.2653671515151609,10.043259165,10.043280466199999,-0.00014916500000161648,0.00031561702127464017
38,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,1.0001304193742417,0.0015957247251289313,0.0008614838788717024,0.003318692482872336,0.005041660240615741,0.0017229677577434049,1434.3648280688924,False,False,False,False,physical,-0.0005065092365,-0.003653897424,-0.00355558808,-0.003820473984,-0.003779316881,0.9957123621,0.9938125656,10.0436503,36.0466347,0.01532282433,high_model_sensitivity,0.0003199606206,ok,5.3,54,4.0,10.0436503,0.9957123621,0.9938125656,-0.0005065092365,-0.003653897424,-0.00355558808,-0.003820473984,-0.003779316881,1.0642781,0.015357878,0.015301086260000001,-5.802650000000069e-05,-9.172e-05,35.56227448,35.6425766626,0.12728609500000232,0.40450122222222734,10.043709165,10.043622832599999,-0.00027249999999945373,-0.0006518444444441545
39,5_6C_19PER_4_6C_NEWSTRUCTURE,S6,3,0,1.000003428878095,0.0012048214976729343,0.0007893367902894145,0.002783495078251763,0.004362168658830592,0.001578673580578829,1517.3064093761568,False,False,False,False,physical,-6.226193356e-05,-0.003004930585,-0.003102316858,-0.003675808456,-0.003163033575,0.9963718783,0.9945742643,10.04356303,35.80596431,0.01537889168,high_model_sensitivity,0.0002049925319,ok,5.6,19,4.6,10.04356303,0.9963718783,0.9945742643,-6.226193356e-05,-0.003004930585,-0.003102316858,-0.003675808456,-0.003163033575,1.0654298,0.0154225855,0.015376516740000002,-5.484000000000218e-05,-0.00011965000000000162,35.30314606,35.3941281248,0.14115345999999818,0.5220877499999925,10.04334,10.0434885,9.833500000056006e-05,0.00047619047618936635
40,5_6C_36PER_4_3C_NEWSTRUCTURE,S7,3,0,0.9999881549945111,0.0015678341141929883,0.0010006938859602273,0.003569221886113443,0.005570609658033897,0.0020013877719204545,1337.5127715882047,False,False,False,False,physical,-0.0002820098638,-0.003795595163,-0.003872176613,-0.004563470543,-0.004077202235,0.9953191193,0.9930949433,10.04348918,36.14380225,0.01514374136,high_model_sensitivity,0.0003322460493,ok,5.6,36,4.3,10.04348918,0.9953191193,0.9930949433,-0.0002820098638,-0.003795595163,-0.003872176613,-0.004563470543,-0.004077202235,1.0606048,0.0151940515,0.015136056120000001,-6.200749999999908e-05,-0.00012559500000000265,35.683142215000004,35.7574866562,0.11923971999999594,0.4023208684210513,10.043466665,10.0433949334,-9.333000000033564e-05,-3.84615384600824e-05
41,4_8C_80PER_4_8C_NEWSTRUCTURE,S9,3,0,0.9545430951572784,5.997771059080007e-11,0.0012647625524169887,0.002529525164811688,0.005059050269645665,0.0025295251048339774,1105.4021447137998,True,False,False,False,physical,0.003754350625,-0.003250519635,-0.003267544848,-0.003670111779,-0.003413918273,0.9516005174,0.9497608481,11.0384405,35.27636197,0.01473660273,moderate_model_sensitivity,0.000390128937,ok,4.8,80,4.8,11.0384405,0.9516005174,0.9497608481,0.003754350625,-0.003250519635,-0.003267544848,-0.003670111779,-0.003413918273,1.099805,0.014835982000000001,0.014718211919999996,-8.29850000000007e-05,-0.00011908000000001445,34.919269985,34.8976858894,0.0696607299999954,0.19775797499999467,11.038511665,11.038442866399999,-8.999999999836916e-05,-0.000324999999996578
42,5C_67PER_4C_NEWSTRUCTURE,S4,3,0,0.9997556379402708,0.00028005102696311503,0.0007776114361425125,0.00183527389924814,0.0033904967715331653,0.001555222872285025,1584.8529440653128,False,False,False,False,physical,0.0005294968273,-0.001922118559,-0.002067513864,-0.002598245104,-0.002232664405,0.9975299751,0.9962557123,10.04365806,34.99712902,0.01584251529,high_model_sensitivity,0.0002179978629,ok,5.0,67,4.0,10.04365806,0.9975299751,0.9962557123,0.0005294968273,-0.001922118559,-0.002067513864,-0.002598245104,-0.002232664405,1.0726566,0.015910666499999997,0.01584451652,-7.635699999999565e-05,-0.0001781972222222178,34.489606495,34.6094495754,0.1840622449999998,0.5874197878787781,10.04364417,10.0437828668,-3.583500000026163e-05,-0.0006111666666678655
43,5_3C_54PER_4C_NEWSTRUCTURE,S5,3,0,0.9997713160723966,0.0004480813928356446,0.0011514082949781342,0.002750897982791913,0.005053714572748181,0.0023028165899562684,1297.8862440868063,False,False,False,False,physical,0.002720507759,-0.003281314474,-0.003298249553,-0.003221171387,-0.00340494664,0.9962486344,0.9947090565,10.04326176,34.07344611,0.01557749396,moderate_model_sensitivity,0.0005445986189,ok,5.3,54,4.0,10.04326176,0.9962486344,0.9947090565,0.002720507759,-0.003281314474,-0.003298249553,-0.003221171387,-0.00340494664,1.0515106,0.015616274999999999,0.015564802979999999,-4.357299999999814e-05,-0.00014318965517241583,33.77397489,33.7924034024,0.006742690000002938,0.20667740909090718,10.0438175,10.0433455328,-0.00017499999999870397,-0.00025488235293338716
